,ele_1,ele_2,EMD,mend_1,mend_2,mend_diff
326,He,Eu,0.1568627450980392,"(1.0, 'He')","(18.0, 'Eu')",17.0
327,Eu,He,0.1568627450980392,"(18.0, 'Eu')","(1.0, 'He')",17.0
328,He,Gd,0.24509803921568626,"(1.0, 'He')","(27.0, 'Gd')",26.0
329,Gd,He,0.24509803921568626,"(27.0, 'Gd')","(1.0, 'He')",26.0
330,He,Tb,0.23529411764705882,"(1.0, 'He')","(26.0, 'Tb')",25.0
331,Tb,He,0.23529411764705882,"(26.0, 'Tb')","(1.0, 'He')",25.0
332,He,Dy,0.22549019607843138,"(1.0, 'He')","(24.0, 'Dy')",23.0
333,Dy,He,0.22549019607843138,"(24.0, 'Dy')","(1.0, 'He')",23.0
334,He,Ho,0.21568627450980393,"(1.0, 'He')","(23.0, 'Ho')",22.0
335,Ho,He,0.21568627450980393,"(23.0, 'Ho')","(1.0, 'He')",22.0
336,He,Er,0.20588235294117646,"(1.0, 'He')","(22.0, 'Er')",21.0
337,Er,He,0.20588235294117646,"(22.0, 'Er')","(1.0, 'He')",21.0
338,He,Tm,0.18627450980392157,"(1.0, 'He')","(21.0, 'Tm')",20.0
339,Tm,He,0.18627450980392157,"(21.0, 'Tm')","(1.0, 'He')",20.0
340,He,Yb,0.16666666666666666,"(1.0, 'He')","(17.0, 'Yb')",16.0
341,Yb,He,0.16666666666666666,"(17.0, 'Yb')","(1.0, 'He')",16.0
342,He,Lu,0.17647058823529413,"(1.0, 'He')","(20.0, 'Lu')",19.0
343,Lu,He,0.17647058823529413,"(20.0, 'Lu')","(1.0, 'He')",19.0
344,He,Hf,0.4803921568627451,"(1.0, 'He')","(50.0, 'Hf')",49.0
345,Hf,He,0.4803921568627451,"(50.0, 'Hf')","(1.0, 'He')",49.0
346,He,Ta,0.5,"(1.0, 'He')","(52.0, 'Ta')",51.0
347,Ta,He,0.5,"(52.0, 'Ta')","(1.0, 'He')",51.0
348,He,W,0.5490196078431373,"(1.0, 'He')","(55.0, 'W')",54.0
349,W,He,0.5490196078431373,"(55.0, 'W')","(1.0, 'He')",54.0
350,He,Re,0.5588235294117647,"(1.0, 'He')","(58.0, 'Re')",57.0
351,Re,He,0.5588235294117647,"(58.0, 'Re')","(1.0, 'He')",57.0
352,He,Os,0.5784313725490197,"(1.0, 'He')","(63.0, 'Os')",62.0
353,Os,He,0.5784313725490197,"(63.0, 'Os')","(1.0, 'He')",62.0
354,He,Ir,0.5980392156862745,"(1.0, 'He')","(66.0, 'Ir')",65.0
355,Ir,He,0.5980392156862745,"(66.0, 'Ir')","(1.0, 'He')",65.0
356,He,Pt,0.6176470588235294,"(1.0, 'He')","(68.0, 'Pt')",67.0
357,Pt,He,0.6176470588235294,"(68.0, 'Pt')","(1.0, 'He')",67.0
358,He,Au,0.6372549019607843,"(1.0, 'He')","(70.0, 'Au')",69.0
359,Au,He,0.6372549019607843,"(70.0, 'Au')","(1.0, 'He')",69.0
360,He,Hg,0.7352941176470589,"(1.0, 'He')","(74.0, 'Hg')",73.0
361,Hg,He,0.7352941176470589,"(74.0, 'Hg')","(1.0, 'He')",73.0
362,He,Tl,0.7843137254901961,"(1.0, 'He')","(78.0, 'Tl')",77.0
363,Tl,He,0.7843137254901961,"(78.0, 'Tl')","(1.0, 'He')",77.0
364,He,Pb,0.7941176470588235,"(1.0, 'He')","(82.0, 'Pb')",81.0
365,Pb,He,0.7941176470588235,"(82.0, 'Pb')","(1.0, 'He')",81.0
366,He,Bi,0.8921568627450981,"(1.0, 'He')","(87.0, 'Bi')",86.0
367,Bi,He,0.8921568627450981,"(87.0, 'Bi')","(1.0, 'He')",86.0
368,He,Po,0.9019607843137255,"(1.0, 'He')","(91.0, 'Po')",90.0
369,Po,He,0.9019607843137255,"(91.0, 'Po')","(1.0, 'He')",90.0
370,He,At,0.9509803921568627,"(1.0, 'He')","(96.0, 'At')",95.0
371,At,He,0.9509803921568627,"(96.0, 'At')","(1.0, 'He')",95.0
372,He,Rn,0.049019607843137254,"(1.0, 'He')","(6.0, 'Rn')",5.0
373,Rn,He,0.049019607843137254,"(6.0, 'Rn')","(1.0, 'He')",5.0
374,He,Fr,0.058823529411764705,"(1.0, 'He')","(7.0, 'Fr')",6.0
375,Fr,He,0.058823529411764705,"(7.0, 'Fr')","(1.0, 'He')",6.0
376,He,Ra,0.11764705882352941,"(1.0, 'He')","(13.0, 'Ra')",12.0
377,Ra,He,0.11764705882352941,"(13.0, 'Ra')","(1.0, 'He')",12.0
378,He,Ac,0.3137254901960784,"(1.0, 'He')","(48.0, 'Ac')",47.0
379,Ac,He,0.3137254901960784,"(48.0, 'Ac')","(1.0, 'He')",47.0
380,He,Th,0.3235294117647059,"(1.0, 'He')","(47.0, 'Th')",46.0
381,Th,He,0.3235294117647059,"(47.0, 'Th')","(1.0, 'He')",46.0
382,He,Pa,0.3333333333333333,"(1.0, 'He')","(46.0, 'Pa')",45.0
383,Pa,He,0.3333333333333333,"(46.0, 'Pa')","(1.0, 'He')",45.0
384,He,U,0.3431372549019608,"(1.0, 'He')","(45.0, 'U')",44.0
385,U,He,0.3431372549019608,"(45.0, 'U')","(1.0, 'He')",44.0
386,He,Np,0.35294117647058826,"(1.0, 'He')","(44.0, 'Np')",43.0
387,Np,He,0.35294117647058826,"(44.0, 'Np')","(1.0, 'He')",43.0
388,He,Pu,0.3627450980392157,"(1.0, 'He')","(43.0, 'Pu')",42.0
389,Pu,He,0.3627450980392157,"(43.0, 'Pu')","(1.0, 'He')",42.0
390,He,Am,0.37254901960784315,"(1.0, 'He')","(42.0, 'Am')",41.0
391,Am,He,0.37254901960784315,"(42.0, 'Am')","(1.0, 'He')",41.0
392,He,Cm,0.38235294117647056,"(1.0, 'He')","(41.0, 'Cm')",40.0
393,Cm,He,0.38235294117647056,"(41.0, 'Cm')","(1.0, 'He')",40.0
394,He,Bk,0.39215686274509803,"(1.0, 'He')","(40.0, 'Bk')",39.0
395,Bk,He,0.39215686274509803,"(40.0, 'Bk')","(1.0, 'He')",39.0
396,He,Cf,0.4019607843137255,"(1.0, 'He')","(39.0, 'Cf')",38.0
397,Cf,He,0.4019607843137255,"(39.0, 'Cf')","(1.0, 'He')",38.0
398,He,Es,0.4117647058823529,"(1.0, 'He')","(38.0, 'Es')",37.0
399,Es,He,0.4117647058823529,"(38.0, 'Es')","(1.0, 'He')",37.0
400,He,Fm,0.4215686274509804,"(1.0, 'He')","(37.0, 'Fm')",36.0
401,Fm,He,0.4215686274509804,"(37.0, 'Fm')","(1.0, 'He')",36.0
402,He,Md,0.43137254901960786,"(1.0, 'He')","(36.0, 'Md')",35.0
403,Md,He,0.43137254901960786,"(36.0, 'Md')","(1.0, 'He')",35.0
404,He,No,0.4411764705882353,"(1.0, 'He')","(35.0, 'No')",34.0
405,No,He,0.4411764705882353,"(35.0, 'No')","(1.0, 'He')",34.0
406,He,Lr,0.45098039215686275,"(1.0, 'He')","(34.0, 'Lr')",33.0
407,Lr,He,0.45098039215686275,"(34.0, 'Lr')","(1.0, 'He')",33.0
408,Li,Li,0.0,"(12.0, 'Li')","(12.0, 'Li')",0.0
409,Li,Be,0.6372549019607843,"(12.0, 'Li')","(77.0, 'Be')",65.0
410,Be,Li,0.6372549019607843,"(77.0, 'Be')","(12.0, 'Li')",65.0
411,Li,B,0.7254901960784313,"(12.0, 'Li')","(86.0, 'B')",74.0
412,B,Li,0.7254901960784313,"(86.0, 'B')","(12.0, 'Li')",74.0
413,Li,C,0.7352941176470589,"(12.0, 'Li')","(95.0, 'C')",83.0
414,C,Li,0.7352941176470589,"(95.0, 'C')","(12.0, 'Li')",83.0
415,Li,N,0.7450980392156863,"(12.0, 'Li')","(100.0, 'N')",88.0
416,N,Li,0.7450980392156863,"(100.0, 'N')","(12.0, 'Li')",88.0
417,Li,O,0.8333333333333334,"(12.0, 'Li')","(101.0, 'O')",89.0
418,O,Li,0.8333333333333334,"(101.0, 'O')","(12.0, 'Li')",89.0
419,Li,F,0.8823529411764706,"(12.0, 'Li')","(102.0, 'F')",90.0
420,F,Li,0.8823529411764706,"(102.0, 'F')","(12.0, 'Li')",90.0
421,Li,Ne,0.09803921568627451,"(12.0, 'Li')","(2.0, 'Ne')",10.0
422,Ne,Li,0.09803921568627451,"(2.0, 'Ne')","(12.0, 'Li')",10.0
423,Li,Na,0.00980392156862745,"(12.0, 'Li')","(11.0, 'Na')",1.0
424,Na,Li,0.00980392156862745,"(11.0, 'Na')","(12.0, 'Li')",1.0
425,Li,Mg,0.5980392156862745,"(12.0, 'Li')","(73.0, 'Mg')",61.0
426,Mg,Li,0.5980392156862745,"(73.0, 'Mg')","(12.0, 'Li')",61.0
427,Li,Al,0.6470588235294118,"(12.0, 'Li')","(80.0, 'Al')",68.0
428,Al,Li,0.6470588235294118,"(80.0, 'Al')","(12.0, 'Li')",68.0
429,Li,Si,0.7156862745098039,"(12.0, 'Li')","(85.0, 'Si')",73.0
430,Si,Li,0.7156862745098039,"(85.0, 'Si')","(12.0, 'Li')",73.0
431,Li,P,0.7549019607843137,"(12.0, 'Li')","(90.0, 'P')",78.0
432,P,Li,0.7549019607843137,"(90.0, 'P')","(12.0, 'Li')",78.0
433,Li,S,0.8235294117647058,"(12.0, 'Li')","(94.0, 'S')",82.0
434,S,Li,0.8235294117647058,"(94.0, 'S')","(12.0, 'Li')",82.0
435,Li,Cl,0.8725490196078431,"(12.0, 'Li')","(99.0, 'Cl')",87.0
436,Cl,Li,0.8725490196078431,"(99.0, 'Cl')","(12.0, 'Li')",87.0
437,Li,Ar,0.08823529411764706,"(12.0, 'Li')","(3.0, 'Ar')",9.0
438,Ar,Li,0.08823529411764706,"(3.0, 'Ar')","(12.0, 'Li')",9.0
439,Li,K,0.0196078431372549,"(12.0, 'Li')","(10.0, 'K')",2.0
440,K,Li,0.0196078431372549,"(10.0, 'K')","(12.0, 'Li')",2.0
441,Li,Ca,0.0392156862745098,"(12.0, 'Li')","(16.0, 'Ca')",4.0
442,Ca,Li,0.0392156862745098,"(16.0, 'Ca')","(12.0, 'Li')",4.0
443,Li,Sc,0.35294117647058826,"(12.0, 'Li')","(19.0, 'Sc')",7.0
444,Sc,Li,0.35294117647058826,"(19.0, 'Sc')","(12.0, 'Li')",7.0
445,Li,Ti,0.38235294117647056,"(12.0, 'Li')","(51.0, 'Ti')",39.0
446,Ti,Li,0.38235294117647056,"(51.0, 'Ti')","(12.0, 'Li')",39.0
447,Li,V,0.4117647058823529,"(12.0, 'Li')","(54.0, 'V')",42.0
448,V,Li,0.4117647058823529,"(54.0, 'V')","(12.0, 'Li')",42.0
449,Li,Cr,0.4215686274509804,"(12.0, 'Li')","(57.0, 'Cr')",45.0
450,Cr,Li,0.4215686274509804,"(57.0, 'Cr')","(12.0, 'Li')",45.0
451,Li,Mn,0.5882352941176471,"(12.0, 'Li')","(60.0, 'Mn')",48.0
452,Mn,Li,0.5882352941176471,"(60.0, 'Mn')","(12.0, 'Li')",48.0
453,Li,Fe,0.5784313725490197,"(12.0, 'Li')","(61.0, 'Fe')",49.0
454,Fe,Li,0.5784313725490197,"(61.0, 'Fe')","(12.0, 'Li')",49.0
455,Li,Co,0.5686274509803921,"(12.0, 'Li')","(64.0, 'Co')",52.0
456,Co,Li,0.5686274509803921,"(64.0, 'Co')","(12.0, 'Li')",52.0
457,Li,Ni,0.5588235294117647,"(12.0, 'Li')","(67.0, 'Ni')",55.0
458,Ni,Li,0.5588235294117647,"(67.0, 'Ni')","(12.0, 'Li')",55.0
459,Li,Cu,0.5490196078431373,"(12.0, 'Li')","(72.0, 'Cu')",60.0
460,Cu,Li,0.5490196078431373,"(72.0, 'Cu')","(12.0, 'Li')",60.0
461,Li,Zn,0.6078431372549019,"(12.0, 'Li')","(76.0, 'Zn')",64.0
462,Zn,Li,0.6078431372549019,"(76.0, 'Zn')","(12.0, 'Li')",64.0
463,Li,Ga,0.6568627450980392,"(12.0, 'Li')","(81.0, 'Ga')",69.0
464,Ga,Li,0.6568627450980392,"(81.0, 'Ga')","(12.0, 'Li')",69.0
465,Li,Ge,0.7058823529411765,"(12.0, 'Li')","(84.0, 'Ge')",72.0
466,Ge,Li,0.7058823529411765,"(84.0, 'Ge')","(12.0, 'Li')",72.0
467,Li,As,0.7647058823529411,"(12.0, 'Li')","(89.0, 'As')",77.0
468,As,Li,0.7647058823529411,"(89.0, 'As')","(12.0, 'Li')",77.0
469,Li,Se,0.8137254901960784,"(12.0, 'Li')","(93.0, 'Se')",81.0
470,Se,Li,0.8137254901960784,"(93.0, 'Se')","(12.0, 'Li')",81.0
471,Li,Br,0.8627450980392157,"(12.0, 'Li')","(98.0, 'Br')",86.0
472,Br,Li,0.8627450980392157,"(98.0, 'Br')","(12.0, 'Li')",86.0
473,Li,Kr,0.0784313725490196,"(12.0, 'Li')","(4.0, 'Kr')",8.0
474,Kr,Li,0.0784313725490196,"(4.0, 'Kr')","(12.0, 'Li')",8.0
475,Li,Rb,0.029411764705882353,"(12.0, 'Li')","(9.0, 'Rb')",3.0
476,Rb,Li,0.029411764705882353,"(9.0, 'Rb')","(12.0, 'Li')",3.0
477,Li,Sr,0.029411764705882353,"(12.0, 'Li')","(15.0, 'Sr')",3.0
478,Sr,Li,0.029411764705882353,"(15.0, 'Sr')","(12.0, 'Li')",3.0
479,Li,Y,0.08823529411764706,"(12.0, 'Li')","(25.0, 'Y')",13.0
480,Y,Li,0.08823529411764706,"(25.0, 'Y')","(12.0, 'Li')",13.0
481,Li,Zr,0.3627450980392157,"(12.0, 'Li')","(49.0, 'Zr')",37.0
482,Zr,Li,0.3627450980392157,"(49.0, 'Zr')","(12.0, 'Li')",37.0
483,Li,Nb,0.4019607843137255,"(12.0, 'Li')","(53.0, 'Nb')",41.0
484,Nb,Li,0.4019607843137255,"(53.0, 'Nb')","(12.0, 'Li')",41.0
485,Li,Mo,0.43137254901960786,"(12.0, 'Li')","(56.0, 'Mo')",44.0
486,Mo,Li,0.43137254901960786,"(56.0, 'Mo')","(12.0, 'Li')",44.0
487,Li,Tc,0.46078431372549017,"(12.0, 'Li')","(59.0, 'Tc')",47.0
488,Tc,Li,0.46078431372549017,"(59.0, 'Tc')","(12.0, 'Li')",47.0
489,Li,Ru,0.4803921568627451,"(12.0, 'Li')","(62.0, 'Ru')",50.0
490,Ru,Li,0.4803921568627451,"(62.0, 'Ru')","(12.0, 'Li')",50.0
491,Li,Rh,0.5,"(12.0, 'Li')","(65.0, 'Rh')",53.0
492,Rh,Li,0.5,"(65.0, 'Rh')","(12.0, 'Li')",53.0
493,Li,Pd,0.5196078431372549,"(12.0, 'Li')","(69.0, 'Pd')",57.0
494,Pd,Li,0.5196078431372549,"(69.0, 'Pd')","(12.0, 'Li')",57.0
495,Li,Ag,0.5392156862745098,"(12.0, 'Li')","(71.0, 'Ag')",59.0
496,Ag,Li,0.5392156862745098,"(71.0, 'Ag')","(12.0, 'Li')",59.0
497,Li,Cd,0.6176470588235294,"(12.0, 'Li')","(75.0, 'Cd')",63.0
498,Cd,Li,0.6176470588235294,"(75.0, 'Cd')","(12.0, 'Li')",63.0
499,Li,In,0.6666666666666666,"(12.0, 'Li')","(79.0, 'In')",67.0
500,In,Li,0.6666666666666666,"(79.0, 'In')","(12.0, 'Li')",67.0
501,Li,Sn,0.696078431372549,"(12.0, 'Li')","(83.0, 'Sn')",71.0
502,Sn,Li,0.696078431372549,"(83.0, 'Sn')","(12.0, 'Li')",71.0
503,Li,Sb,0.7745098039215687,"(12.0, 'Li')","(88.0, 'Sb')",76.0
504,Sb,Li,0.7745098039215687,"(88.0, 'Sb')","(12.0, 'Li')",76.0
505,Li,Te,0.803921568627451,"(12.0, 'Li')","(92.0, 'Te')",80.0
506,Te,Li,0.803921568627451,"(92.0, 'Te')","(12.0, 'Li')",80.0
507,Li,I,0.8529411764705882,"(12.0, 'Li')","(97.0, 'I')",85.0
508,I,Li,0.8529411764705882,"(97.0, 'I')","(12.0, 'Li')",85.0
509,Li,Xe,0.06862745098039216,"(12.0, 'Li')","(5.0, 'Xe')",7.0
510,Xe,Li,0.06862745098039216,"(5.0, 'Xe')","(12.0, 'Li')",7.0
511,Li,Cs,0.0392156862745098,"(12.0, 'Li')","(8.0, 'Cs')",4.0
512,Cs,Li,0.0392156862745098,"(8.0, 'Cs')","(12.0, 'Li')",4.0
513,Li,Ba,0.0196078431372549,"(12.0, 'Li')","(14.0, 'Ba')",2.0
514,Ba,Li,0.0196078431372549,"(14.0, 'Ba')","(12.0, 'Li')",2.0
515,Li,La,0.19607843137254902,"(12.0, 'Li')","(33.0, 'La')",21.0
516,La,Li,0.19607843137254902,"(33.0, 'La')","(12.0, 'Li')",21.0
517,Li,Ce,0.18627450980392157,"(12.0, 'Li')","(32.0, 'Ce')",20.0
518,Ce,Li,0.18627450980392157,"(32.0, 'Ce')","(12.0, 'Li')",20.0
519,Li,Pr,0.17647058823529413,"(12.0, 'Li')","(31.0, 'Pr')",19.0
520,Pr,Li,0.17647058823529413,"(31.0, 'Pr')","(12.0, 'Li')",19.0
521,Li,Nd,0.16666666666666666,"(12.0, 'Li')","(30.0, 'Nd')",18.0
522,Nd,Li,0.16666666666666666,"(30.0, 'Nd')","(12.0, 'Li')",18.0
523,Li,Pm,0.1568627450980392,"(12.0, 'Li')","(29.0, 'Pm')",17.0
524,Pm,Li,0.1568627450980392,"(29.0, 'Pm')","(12.0, 'Li')",17.0
525,Li,Sm,0.14705882352941177,"(12.0, 'Li')","(28.0, 'Sm')",16.0
526,Sm,Li,0.14705882352941177,"(28.0, 'Sm')","(12.0, 'Li')",16.0
527,Li,Eu,0.049019607843137254,"(12.0, 'Li')","(18.0, 'Eu')",6.0
528,Eu,Li,0.049019607843137254,"(18.0, 'Eu')","(12.0, 'Li')",6.0
529,Li,Gd,0.13725490196078433,"(12.0, 'Li')","(27.0, 'Gd')",15.0
530,Gd,Li,0.13725490196078433,"(27.0, 'Gd')","(12.0, 'Li')",15.0
531,Li,Tb,0.12745098039215685,"(12.0, 'Li')","(26.0, 'Tb')",14.0
532,Tb,Li,0.12745098039215685,"(26.0, 'Tb')","(12.0, 'Li')",14.0
533,Li,Dy,0.11764705882352941,"(12.0, 'Li')","(24.0, 'Dy')",12.0
534,Dy,Li,0.11764705882352941,"(24.0, 'Dy')","(12.0, 'Li')",12.0
535,Li,Ho,0.10784313725490197,"(12.0, 'Li')","(23.0, 'Ho')",11.0
536,Ho,Li,0.10784313725490197,"(23.0, 'Ho')","(12.0, 'Li')",11.0
537,Li,Er,0.09803921568627451,"(12.0, 'Li')","(22.0, 'Er')",10.0
538,Er,Li,0.09803921568627451,"(22.0, 'Er')","(12.0, 'Li')",10.0
539,Li,Tm,0.0784313725490196,"(12.0, 'Li')","(21.0, 'Tm')",9.0
540,Tm,Li,0.0784313725490196,"(21.0, 'Tm')","(12.0, 'Li')",9.0
541,Li,Yb,0.058823529411764705,"(12.0, 'Li')","(17.0, 'Yb')",5.0
542,Yb,Li,0.058823529411764705,"(17.0, 'Yb')","(12.0, 'Li')",5.0
543,Li,Lu,0.06862745098039216,"(12.0, 'Li')","(20.0, 'Lu')",8.0
544,Lu,Li,0.06862745098039216,"(20.0, 'Lu')","(12.0, 'Li')",8.0
545,Li,Hf,0.37254901960784315,"(12.0, 'Li')","(50.0, 'Hf')",38.0
546,Hf,Li,0.37254901960784315,"(50.0, 'Hf')","(12.0, 'Li')",38.0
547,Li,Ta,0.39215686274509803,"(12.0, 'Li')","(52.0, 'Ta')",40.0
548,Ta,Li,0.39215686274509803,"(52.0, 'Ta')","(12.0, 'Li')",40.0
549,Li,W,0.4411764705882353,"(12.0, 'Li')","(55.0, 'W')",43.0
550,W,Li,0.4411764705882353,"(55.0, 'W')","(12.0, 'Li')",43.0
551,Li,Re,0.45098039215686275,"(12.0, 'Li')","(58.0, 'Re')",46.0
552,Re,Li,0.45098039215686275,"(58.0, 'Re')","(12.0, 'Li')",46.0
553,Li,Os,0.47058823529411764,"(12.0, 'Li')","(63.0, 'Os')",51.0
554,Os,Li,0.47058823529411764,"(63.0, 'Os')","(12.0, 'Li')",51.0
555,Li,Ir,0.49019607843137253,"(12.0, 'Li')","(66.0, 'Ir')",54.0
556,Ir,Li,0.49019607843137253,"(66.0, 'Ir')","(12.0, 'Li')",54.0
557,Li,Pt,0.5098039215686274,"(12.0, 'Li')","(68.0, 'Pt')",56.0
558,Pt,Li,0.5098039215686274,"(68.0, 'Pt')","(12.0, 'Li')",56.0
559,Li,Au,0.5294117647058824,"(12.0, 'Li')","(70.0, 'Au')",58.0
560,Au,Li,0.5294117647058824,"(70.0, 'Au')","(12.0, 'Li')",58.0
561,Li,Hg,0.6274509803921569,"(12.0, 'Li')","(74.0, 'Hg')",62.0
562,Hg,Li,0.6274509803921569,"(74.0, 'Hg')","(12.0, 'Li')",62.0
563,Li,Tl,0.6764705882352942,"(12.0, 'Li')","(78.0, 'Tl')",66.0
564,Tl,Li,0.6764705882352942,"(78.0, 'Tl')","(12.0, 'Li')",66.0
565,Li,Pb,0.6862745098039216,"(12.0, 'Li')","(82.0, 'Pb')",70.0
566,Pb,Li,0.6862745098039216,"(82.0, 'Pb')","(12.0, 'Li')",70.0
567,Li,Bi,0.7843137254901961,"(12.0, 'Li')","(87.0, 'Bi')",75.0
568,Bi,Li,0.7843137254901961,"(87.0, 'Bi')","(12.0, 'Li')",75.0
569,Li,Po,0.7941176470588235,"(12.0, 'Li')","(91.0, 'Po')",79.0
570,Po,Li,0.7941176470588235,"(91.0, 'Po')","(12.0, 'Li')",79.0
571,Li,At,0.8431372549019608,"(12.0, 'Li')","(96.0, 'At')",84.0
572,At,Li,0.8431372549019608,"(96.0, 'At')","(12.0, 'Li')",84.0
573,Li,Rn,0.058823529411764705,"(12.0, 'Li')","(6.0, 'Rn')",6.0
574,Rn,Li,0.058823529411764705,"(6.0, 'Rn')","(12.0, 'Li')",6.0
575,Li,Fr,0.049019607843137254,"(12.0, 'Li')","(7.0, 'Fr')",5.0
576,Fr,Li,0.049019607843137254,"(7.0, 'Fr')","(12.0, 'Li')",5.0
577,Li,Ra,0.00980392156862745,"(12.0, 'Li')","(13.0, 'Ra')",1.0
578,Ra,Li,0.00980392156862745,"(13.0, 'Ra')","(12.0, 'Li')",1.0
579,Li,Ac,0.20588235294117646,"(12.0, 'Li')","(48.0, 'Ac')",36.0
580,Ac,Li,0.20588235294117646,"(48.0, 'Ac')","(12.0, 'Li')",36.0
581,Li,Th,0.21568627450980393,"(12.0, 'Li')","(47.0, 'Th')",35.0
582,Th,Li,0.21568627450980393,"(47.0, 'Th')","(12.0, 'Li')",35.0
583,Li,Pa,0.22549019607843138,"(12.0, 'Li')","(46.0, 'Pa')",34.0
584,Pa,Li,0.22549019607843138,"(46.0, 'Pa')","(12.0, 'Li')",34.0
585,Li,U,0.23529411764705882,"(12.0, 'Li')","(45.0, 'U')",33.0
586,U,Li,0.23529411764705882,"(45.0, 'U')","(12.0, 'Li')",33.0
587,Li,Np,0.24509803921568626,"(12.0, 'Li')","(44.0, 'Np')",32.0
588,Np,Li,0.24509803921568626,"(44.0, 'Np')","(12.0, 'Li')",32.0
589,Li,Pu,0.2549019607843137,"(12.0, 'Li')","(43.0, 'Pu')",31.0
590,Pu,Li,0.2549019607843137,"(43.0, 'Pu')","(12.0, 'Li')",31.0
591,Li,Am,0.2647058823529412,"(12.0, 'Li')","(42.0, 'Am')",30.0
592,Am,Li,0.2647058823529412,"(42.0, 'Am')","(12.0, 'Li')",30.0
593,Li,Cm,0.27450980392156865,"(12.0, 'Li')","(41.0, 'Cm')",29.0
594,Cm,Li,0.27450980392156865,"(41.0, 'Cm')","(12.0, 'Li')",29.0
595,Li,Bk,0.28431372549019607,"(12.0, 'Li')","(40.0, 'Bk')",28.0
596,Bk,Li,0.28431372549019607,"(40.0, 'Bk')","(12.0, 'Li')",28.0
597,Li,Cf,0.29411764705882354,"(12.0, 'Li')","(39.0, 'Cf')",27.0
598,Cf,Li,0.29411764705882354,"(39.0, 'Cf')","(12.0, 'Li')",27.0
599,Li,Es,0.30392156862745096,"(12.0, 'Li')","(38.0, 'Es')",26.0
600,Es,Li,0.30392156862745096,"(38.0, 'Es')","(12.0, 'Li')",26.0
601,Li,Fm,0.3137254901960784,"(12.0, 'Li')","(37.0, 'Fm')",25.0
602,Fm,Li,0.3137254901960784,"(37.0, 'Fm')","(12.0, 'Li')",25.0
603,Li,Md,0.3235294117647059,"(12.0, 'Li')","(36.0, 'Md')",24.0
604,Md,Li,0.3235294117647059,"(36.0, 'Md')","(12.0, 'Li')",24.0
605,Li,No,0.3333333333333333,"(12.0, 'Li')","(35.0, 'No')",23.0
606,No,Li,0.3333333333333333,"(35.0, 'No')","(12.0, 'Li')",23.0
607,Li,Lr,0.3431372549019608,"(12.0, 'Li')","(34.0, 'Lr')",22.0
608,Lr,Li,0.3431372549019608,"(34.0, 'Lr')","(12.0, 'Li')",22.0
609,Be,Be,0.0,"(77.0, 'Be')","(77.0, 'Be')",0.0
610,Be,B,0.08823529411764706,"(77.0, 'Be')","(86.0, 'B')",9.0
611,B,Be,0.08823529411764706,"(86.0, 'B')","(77.0, 'Be')",9.0
612,Be,C,0.09803921568627451,"(77.0, 'Be')","(95.0, 'C')",18.0
613,C,Be,0.09803921568627451,"(95.0, 'C')","(77.0, 'Be')",18.0
614,Be,N,0.10784313725490197,"(77.0, 'Be')","(100.0, 'N')",23.0
615,N,Be,0.10784313725490197,"(100.0, 'N')","(77.0, 'Be')",23.0
616,Be,O,0.19607843137254902,"(77.0, 'Be')","(101.0, 'O')",24.0
617,O,Be,0.19607843137254902,"(101.0, 'O')","(77.0, 'Be')",24.0
618,Be,F,0.24509803921568626,"(77.0, 'Be')","(102.0, 'F')",25.0
619,F,Be,0.24509803921568626,"(102.0, 'F')","(77.0, 'Be')",25.0
620,Be,Ne,0.7352941176470589,"(77.0, 'Be')","(2.0, 'Ne')",75.0
621,Ne,Be,0.7352941176470589,"(2.0, 'Ne')","(77.0, 'Be')",75.0
622,Be,Na,0.6470588235294118,"(77.0, 'Be')","(11.0, 'Na')",66.0
623,Na,Be,0.6470588235294118,"(11.0, 'Na')","(77.0, 'Be')",66.0
624,Be,Mg,0.0392156862745098,"(77.0, 'Be')","(73.0, 'Mg')",4.0
625,Mg,Be,0.0392156862745098,"(73.0, 'Mg')","(77.0, 'Be')",4.0
626,Be,Al,0.00980392156862745,"(77.0, 'Be')","(80.0, 'Al')",3.0
627,Al,Be,0.00980392156862745,"(80.0, 'Al')","(77.0, 'Be')",3.0
628,Be,Si,0.0784313725490196,"(77.0, 'Be')","(85.0, 'Si')",8.0
629,Si,Be,0.0784313725490196,"(85.0, 'Si')","(77.0, 'Be')",8.0
630,Be,P,0.11764705882352941,"(77.0, 'Be')","(90.0, 'P')",13.0
631,P,Be,0.11764705882352941,"(90.0, 'P')","(77.0, 'Be')",13.0
632,Be,S,0.18627450980392157,"(77.0, 'Be')","(94.0, 'S')",17.0
633,S,Be,0.18627450980392157,"(94.0, 'S')","(77.0, 'Be')",17.0
634,Be,Cl,0.23529411764705882,"(77.0, 'Be')","(99.0, 'Cl')",22.0
635,Cl,Be,0.23529411764705882,"(99.0, 'Cl')","(77.0, 'Be')",22.0
636,Be,Ar,0.7254901960784313,"(77.0, 'Be')","(3.0, 'Ar')",74.0
637,Ar,Be,0.7254901960784313,"(3.0, 'Ar')","(77.0, 'Be')",74.0
638,Be,K,0.6568627450980392,"(77.0, 'Be')","(10.0, 'K')",67.0
639,K,Be,0.6568627450980392,"(10.0, 'K')","(77.0, 'Be')",67.0
640,Be,Ca,0.5980392156862745,"(77.0, 'Be')","(16.0, 'Ca')",61.0
