,ele_1,ele_2,mend_1,mend_2,euclid_dist,reciprocal_euclid_dist,pearson_corr,mend_diff
0,H,H,"(103.0, 'H')","(103.0, 'H')",0.0,inf,0.9999999999999999,0.0
1,H,He,"(103.0, 'H')","(1.0, 'He')",3.585413832924148,0.2789078322890366,0.5532724565090579,102.0
2,He,H,"(1.0, 'He')","(103.0, 'H')",3.585413832924148,0.2789078322890366,0.5532724565090579,102.0
3,H,Li,"(103.0, 'H')","(12.0, 'Li')",4.37051246814168,0.22880611994345712,0.3083133596865793,91.0
4,Li,H,"(12.0, 'Li')","(103.0, 'H')",4.37051246814168,0.22880611994345712,0.3083133596865793,91.0
5,H,Be,"(103.0, 'H')","(77.0, 'Be')",4.432806632570277,0.22559071100743444,0.3640648996315723,26.0
6,Be,H,"(77.0, 'Be')","(103.0, 'H')",4.432806632570277,0.22559071100743444,0.3640648996315723,26.0
7,H,B,"(103.0, 'H')","(86.0, 'B')",3.5000618832838644,0.28570923410696086,0.4917484189975503,17.0
8,B,H,"(86.0, 'B')","(103.0, 'H')",3.5000618832838644,0.28570923410696086,0.4917484189975503,17.0
9,H,C,"(103.0, 'H')","(95.0, 'C')",3.2759585768821893,0.3052541650119779,0.46503449975565464,8.0
10,C,H,"(95.0, 'C')","(103.0, 'H')",3.2759585768821893,0.3052541650119779,0.46503449975565464,8.0
11,H,N,"(103.0, 'H')","(100.0, 'N')",3.063932675848409,0.32637792856303477,0.5947552813029275,3.0
12,N,H,"(100.0, 'N')","(103.0, 'H')",3.063932675848409,0.32637792856303477,0.5947552813029275,3.0
13,H,O,"(103.0, 'H')","(101.0, 'O')",2.795533239487196,0.35771350734625385,0.6644346592357954,2.0
14,O,H,"(101.0, 'O')","(103.0, 'H')",2.795533239487196,0.35771350734625385,0.6644346592357954,2.0
15,H,F,"(103.0, 'H')","(102.0, 'F')",3.8104639410765673,0.2624352350431824,0.46402950981813673,1.0
16,F,H,"(102.0, 'F')","(103.0, 'H')",3.8104639410765673,0.2624352350431824,0.46402950981813673,1.0
17,H,Ne,"(103.0, 'H')","(2.0, 'Ne')",4.158965854257806,0.24044438811062477,0.4756750565393979,101.0
18,Ne,H,"(2.0, 'Ne')","(103.0, 'H')",4.158965854257806,0.24044438811062477,0.4756750565393979,101.0
19,H,Na,"(103.0, 'H')","(11.0, 'Na')",4.355128155769537,0.2296143682190457,0.32406080784559244,92.0
20,Na,H,"(11.0, 'Na')","(103.0, 'H')",4.355128155769537,0.2296143682190457,0.32406080784559244,92.0
21,H,Mg,"(103.0, 'H')","(73.0, 'Mg')",4.153327820920614,0.24077078504685503,0.3376760403228281,30.0
22,Mg,H,"(73.0, 'Mg')","(103.0, 'H')",4.153327820920614,0.24077078504685503,0.3376760403228281,30.0
23,H,Al,"(103.0, 'H')","(80.0, 'Al')",3.7352004139006896,0.26772325154989335,0.37626747037649494,23.0
24,Al,H,"(80.0, 'Al')","(103.0, 'H')",3.7352004139006896,0.26772325154989335,0.37626747037649494,23.0
25,H,Si,"(103.0, 'H')","(85.0, 'Si')",3.5534034678918256,0.28142033659726323,0.447681163762832,18.0
26,Si,H,"(85.0, 'Si')","(103.0, 'H')",3.5534034678918256,0.28142033659726323,0.447681163762832,18.0
27,H,P,"(103.0, 'H')","(90.0, 'P')",3.6882589050400325,0.27113064070244436,0.44152055721184286,13.0
28,P,H,"(90.0, 'P')","(103.0, 'H')",3.6882589050400325,0.27113064070244436,0.44152055721184286,13.0
29,H,S,"(103.0, 'H')","(94.0, 'S')",3.4932052699611966,0.2862700364617016,0.4901754280736211,9.0
30,S,H,"(94.0, 'S')","(103.0, 'H')",3.4932052699611966,0.2862700364617016,0.4901754280736211,9.0
31,H,Cl,"(103.0, 'H')","(99.0, 'Cl')",3.9768590571293685,0.2514547248556085,0.46658572363736317,4.0
32,Cl,H,"(99.0, 'Cl')","(103.0, 'H')",3.9768590571293685,0.2514547248556085,0.46658572363736317,4.0
33,H,Ar,"(103.0, 'H')","(3.0, 'Ar')",3.5416928605811107,0.28235085292967016,0.5513287962244142,100.0
34,Ar,H,"(3.0, 'Ar')","(103.0, 'H')",3.5416928605811107,0.28235085292967016,0.5513287962244142,100.0
35,H,K,"(103.0, 'H')","(10.0, 'K')",3.485142248747136,0.28693233407029145,0.4375083392266364,93.0
36,K,H,"(10.0, 'K')","(103.0, 'H')",3.485142248747136,0.28693233407029145,0.4375083392266364,93.0
37,H,Ca,"(103.0, 'H')","(16.0, 'Ca')",4.442362448548547,0.22510545044039124,0.2975125725543384,87.0
38,Ca,H,"(16.0, 'Ca')","(103.0, 'H')",4.442362448548547,0.22510545044039124,0.2975125725543384,87.0
39,H,Sc,"(103.0, 'H')","(19.0, 'Sc')",4.663752564537751,0.21441960870818952,0.30040351875258936,84.0
40,Sc,H,"(19.0, 'Sc')","(103.0, 'H')",4.663752564537751,0.21441960870818952,0.30040351875258936,84.0
41,H,Ti,"(103.0, 'H')","(51.0, 'Ti')",3.9445846304213457,0.25351211691284814,0.3569384023729129,52.0
42,Ti,H,"(51.0, 'Ti')","(103.0, 'H')",3.9445846304213457,0.25351211691284814,0.3569384023729129,52.0
43,H,V,"(103.0, 'H')","(54.0, 'V')",3.8997086896892577,0.2564294103926218,0.3733495906995148,49.0
44,V,H,"(54.0, 'V')","(103.0, 'H')",3.8997086896892577,0.2564294103926218,0.3733495906995148,49.0
45,H,Cr,"(103.0, 'H')","(57.0, 'Cr')",4.065237602719768,0.24598808181124995,0.35742110121400156,46.0
46,Cr,H,"(57.0, 'Cr')","(103.0, 'H')",4.065237602719768,0.24598808181124995,0.35742110121400156,46.0
47,H,Mn,"(103.0, 'H')","(60.0, 'Mn')",4.245037489990961,0.23556917986185544,0.3170011656326662,43.0
48,Mn,H,"(60.0, 'Mn')","(103.0, 'H')",4.245037489990961,0.23556917986185544,0.3170011656326662,43.0
49,H,Fe,"(103.0, 'H')","(61.0, 'Fe')",3.662203528233505,0.2730596462732257,0.40690881324460165,42.0
50,Fe,H,"(61.0, 'Fe')","(103.0, 'H')",3.662203528233505,0.2730596462732257,0.40690881324460165,42.0
51,H,Co,"(103.0, 'H')","(64.0, 'Co')",4.016986834733693,0.2489428123969182,0.36564401180944145,39.0
52,Co,H,"(64.0, 'Co')","(103.0, 'H')",4.016986834733693,0.2489428123969182,0.36564401180944145,39.0
53,H,Ni,"(103.0, 'H')","(67.0, 'Ni')",3.7768735389133066,0.2647692568196824,0.38848443008343303,36.0
54,Ni,H,"(67.0, 'Ni')","(103.0, 'H')",3.7768735389133066,0.2647692568196824,0.38848443008343303,36.0
55,H,Cu,"(103.0, 'H')","(72.0, 'Cu')",3.7854074362577372,0.26417235577383513,0.37749068739892633,31.0
56,Cu,H,"(72.0, 'Cu')","(103.0, 'H')",3.7854074362577372,0.26417235577383513,0.37749068739892633,31.0
57,H,Zn,"(103.0, 'H')","(76.0, 'Zn')",4.253850140061237,0.2350811540308762,0.3049201758564069,27.0
58,Zn,H,"(76.0, 'Zn')","(103.0, 'H')",4.253850140061237,0.2350811540308762,0.3049201758564069,27.0
59,H,Ga,"(103.0, 'H')","(81.0, 'Ga')",4.358606209166476,0.22943114197766362,0.3174793995241257,22.0
60,Ga,H,"(81.0, 'Ga')","(103.0, 'H')",4.358606209166476,0.22943114197766362,0.3174793995241257,22.0
61,H,Ge,"(103.0, 'H')","(84.0, 'Ge')",4.2519706775705455,0.23518506495707336,0.3442257950742102,19.0
62,Ge,H,"(84.0, 'Ge')","(103.0, 'H')",4.2519706775705455,0.23518506495707336,0.3442257950742102,19.0
63,H,As,"(103.0, 'H')","(89.0, 'As')",3.810362111972117,0.26244224843040787,0.2674117993236189,14.0
64,As,H,"(89.0, 'As')","(103.0, 'H')",3.810362111972117,0.26244224843040787,0.2674117993236189,14.0
65,H,Se,"(103.0, 'H')","(93.0, 'Se')",4.475564927168555,0.22343548049757495,0.34574795400662084,10.0
66,Se,H,"(93.0, 'Se')","(103.0, 'H')",4.475564927168555,0.22343548049757495,0.34574795400662084,10.0
67,H,Br,"(103.0, 'H')","(98.0, 'Br')",4.539481868138641,0.22028945792662405,0.3736617938611541,5.0
68,Br,H,"(98.0, 'Br')","(103.0, 'H')",4.539481868138641,0.22028945792662405,0.3736617938611541,5.0
69,H,Kr,"(103.0, 'H')","(4.0, 'Kr')",4.36091843817765,0.2293094939005285,0.4352421946648742,99.0
70,Kr,H,"(4.0, 'Kr')","(103.0, 'H')",4.36091843817765,0.2293094939005285,0.4352421946648742,99.0
71,H,Rb,"(103.0, 'H')","(9.0, 'Rb')",5.251935825266249,0.1904059823406743,0.23072220550670228,94.0
72,Rb,H,"(9.0, 'Rb')","(103.0, 'H')",5.251935825266249,0.1904059823406743,0.23072220550670228,94.0
73,H,Sr,"(103.0, 'H')","(15.0, 'Sr')",4.819653037122956,0.20748381518287468,0.2480699744086267,88.0
74,Sr,H,"(15.0, 'Sr')","(103.0, 'H')",4.819653037122956,0.20748381518287468,0.2480699744086267,88.0
75,H,Y,"(103.0, 'H')","(25.0, 'Y')",4.08744244234426,0.24465176307815423,0.3653582456273146,78.0
76,Y,H,"(25.0, 'Y')","(103.0, 'H')",4.08744244234426,0.24465176307815423,0.3653582456273146,78.0
77,H,Zr,"(103.0, 'H')","(49.0, 'Zr')",4.153985809070494,0.24073264714011203,0.3486851103500966,54.0
78,Zr,H,"(49.0, 'Zr')","(103.0, 'H')",4.153985809070494,0.24073264714011203,0.3486851103500966,54.0
79,H,Nb,"(103.0, 'H')","(53.0, 'Nb')",4.33385428411555,0.2307414911630051,0.3271727323671306,50.0
80,Nb,H,"(53.0, 'Nb')","(103.0, 'H')",4.33385428411555,0.2307414911630051,0.3271727323671306,50.0
81,H,Mo,"(103.0, 'H')","(56.0, 'Mo')",4.087894811939089,0.24462468972523563,0.3699318738679029,47.0
82,Mo,H,"(56.0, 'Mo')","(103.0, 'H')",4.087894811939089,0.24462468972523563,0.3699318738679029,47.0
83,H,Tc,"(103.0, 'H')","(59.0, 'Tc')",4.551018243369369,0.21973104622398634,0.2465984653287657,44.0
84,Tc,H,"(59.0, 'Tc')","(103.0, 'H')",4.551018243369369,0.21973104622398634,0.2465984653287657,44.0
85,H,Ru,"(103.0, 'H')","(62.0, 'Ru')",4.397338454662716,0.22741028699750196,0.35612437962327553,41.0
86,Ru,H,"(62.0, 'Ru')","(103.0, 'H')",4.397338454662716,0.22741028699750196,0.35612437962327553,41.0
87,H,Rh,"(103.0, 'H')","(65.0, 'Rh')",4.428840489371686,0.2257927334253279,0.36576872590368903,38.0
88,Rh,H,"(65.0, 'Rh')","(103.0, 'H')",4.428840489371686,0.2257927334253279,0.36576872590368903,38.0
89,H,Pd,"(103.0, 'H')","(69.0, 'Pd')",4.156531237853312,0.24058522425936615,0.37387472367003877,34.0
90,Pd,H,"(69.0, 'Pd')","(103.0, 'H')",4.156531237853312,0.24058522425936615,0.37387472367003877,34.0
91,H,Ag,"(103.0, 'H')","(71.0, 'Ag')",4.169003540348531,0.23986547152617657,0.28749907369053834,32.0
92,Ag,H,"(71.0, 'Ag')","(103.0, 'H')",4.169003540348531,0.23986547152617657,0.28749907369053834,32.0
93,H,Cd,"(103.0, 'H')","(75.0, 'Cd')",4.670347628437771,0.2141168237479786,0.26232652604766504,28.0
94,Cd,H,"(75.0, 'Cd')","(103.0, 'H')",4.670347628437771,0.2141168237479786,0.26232652604766504,28.0
95,H,In,"(103.0, 'H')","(79.0, 'In')",3.6483121662941747,0.2740993518149968,0.27841823393697546,24.0
96,In,H,"(79.0, 'In')","(103.0, 'H')",3.6483121662941747,0.2740993518149968,0.27841823393697546,24.0
97,H,Sn,"(103.0, 'H')","(83.0, 'Sn')",4.28258616406229,0.23350376657721228,0.3179940112724783,20.0
98,Sn,H,"(83.0, 'Sn')","(103.0, 'H')",4.28258616406229,0.23350376657721228,0.3179940112724783,20.0
99,H,Sb,"(103.0, 'H')","(88.0, 'Sb')",4.674579641443693,0.21392297847152753,0.2591208964219193,15.0
100,Sb,H,"(88.0, 'Sb')","(103.0, 'H')",4.674579641443693,0.21392297847152753,0.2591208964219193,15.0
101,H,Te,"(103.0, 'H')","(92.0, 'Te')",4.498309165240166,0.22230575162047797,0.3250293513668383,11.0
102,Te,H,"(92.0, 'Te')","(103.0, 'H')",4.498309165240166,0.22230575162047797,0.3250293513668383,11.0
103,H,I,"(103.0, 'H')","(97.0, 'I')",3.9904902836998466,0.25059577367842484,0.34775196283737203,6.0
104,I,H,"(97.0, 'I')","(103.0, 'H')",3.9904902836998466,0.25059577367842484,0.34775196283737203,6.0
105,H,Xe,"(103.0, 'H')","(5.0, 'Xe')",4.179631305967896,0.2392555531326765,0.45781109051427016,98.0
106,Xe,H,"(5.0, 'Xe')","(103.0, 'H')",4.179631305967896,0.2392555531326765,0.45781109051427016,98.0
107,H,Cs,"(103.0, 'H')","(8.0, 'Cs')",4.625402033575947,0.21619742300041528,0.2826584523230355,95.0
108,Cs,H,"(8.0, 'Cs')","(103.0, 'H')",4.625402033575947,0.21619742300041528,0.2826584523230355,95.0
109,H,Ba,"(103.0, 'H')","(14.0, 'Ba')",4.716379471806719,0.21202704446869428,0.2587377782340346,89.0
110,Ba,H,"(14.0, 'Ba')","(103.0, 'H')",4.716379471806719,0.21202704446869428,0.2587377782340346,89.0
111,H,La,"(103.0, 'H')","(33.0, 'La')",4.349011243127168,0.22993732232362485,0.349381894299723,70.0
112,La,H,"(33.0, 'La')","(103.0, 'H')",4.349011243127168,0.22993732232362485,0.349381894299723,70.0
113,H,Ce,"(103.0, 'H')","(32.0, 'Ce')",4.501265304270434,0.2221597556249976,0.32723019637254425,71.0
114,Ce,H,"(32.0, 'Ce')","(103.0, 'H')",4.501265304270434,0.2221597556249976,0.32723019637254425,71.0
115,H,Pr,"(103.0, 'H')","(31.0, 'Pr')",4.762967614141006,0.20995313867578091,0.329860056423777,72.0
116,Pr,H,"(31.0, 'Pr')","(103.0, 'H')",4.762967614141006,0.20995313867578091,0.329860056423777,72.0
117,H,Nd,"(103.0, 'H')","(30.0, 'Nd')",4.862116907513353,0.2056717308575439,0.3110922913341899,73.0
118,Nd,H,"(30.0, 'Nd')","(103.0, 'H')",4.862116907513353,0.2056717308575439,0.3110922913341899,73.0
119,H,Pm,"(103.0, 'H')","(29.0, 'Pm')",5.534148281055585,0.1806962786709538,0.2144557814123122,74.0
120,Pm,H,"(29.0, 'Pm')","(103.0, 'H')",5.534148281055585,0.1806962786709538,0.2144557814123122,74.0
121,H,Sm,"(103.0, 'H')","(28.0, 'Sm')",4.69441035215054,0.21301929848162793,0.3286363991222487,75.0
122,Sm,H,"(28.0, 'Sm')","(103.0, 'H')",4.69441035215054,0.21301929848162793,0.3286363991222487,75.0
123,H,Eu,"(103.0, 'H')","(18.0, 'Eu')",5.008339622478797,0.19966697056879423,0.2695621334953957,85.0
124,Eu,H,"(18.0, 'Eu')","(103.0, 'H')",5.008339622478797,0.19966697056879423,0.2695621334953957,85.0
125,H,Gd,"(103.0, 'H')","(27.0, 'Gd')",4.517336560297215,0.22136938141580614,0.3385489677432136,76.0
126,Gd,H,"(27.0, 'Gd')","(103.0, 'H')",4.517336560297215,0.22136938141580614,0.3385489677432136,76.0
127,H,Tb,"(103.0, 'H')","(26.0, 'Tb')",4.825765479250741,0.20722101069761523,0.29734037467738117,77.0
128,Tb,H,"(26.0, 'Tb')","(103.0, 'H')",4.825765479250741,0.20722101069761523,0.29734037467738117,77.0
129,H,Dy,"(103.0, 'H')","(24.0, 'Dy')",4.9037457353772425,0.20392574451519163,0.31997339367042404,79.0
130,Dy,H,"(24.0, 'Dy')","(103.0, 'H')",4.9037457353772425,0.20392574451519163,0.31997339367042404,79.0
131,H,Ho,"(103.0, 'H')","(23.0, 'Ho')",5.038560006905029,0.19846940368469623,0.29259198030111233,80.0
132,Ho,H,"(23.0, 'Ho')","(103.0, 'H')",5.038560006905029,0.19846940368469623,0.29259198030111233,80.0
133,H,Er,"(103.0, 'H')","(22.0, 'Er')",4.727281065077815,0.21153808843467597,0.3455848820084453,81.0
134,Er,H,"(22.0, 'Er')","(103.0, 'H')",4.727281065077815,0.21153808843467597,0.3455848820084453,81.0
135,H,Tm,"(103.0, 'H')","(21.0, 'Tm')",5.0919784205438,0.19638732088208743,0.22592973749392298,82.0
136,Tm,H,"(21.0, 'Tm')","(103.0, 'H')",5.0919784205438,0.19638732088208743,0.22592973749392298,82.0
137,H,Yb,"(103.0, 'H')","(17.0, 'Yb')",5.04073855921504,0.19838362736982004,0.24030757363737848,86.0
138,Yb,H,"(17.0, 'Yb')","(103.0, 'H')",5.04073855921504,0.19838362736982004,0.24030757363737848,86.0
139,H,Lu,"(103.0, 'H')","(20.0, 'Lu')",5.119717470570265,0.19532327823719028,0.238304376797077,83.0
140,Lu,H,"(20.0, 'Lu')","(103.0, 'H')",5.119717470570265,0.19532327823719028,0.238304376797077,83.0
141,H,Hf,"(103.0, 'H')","(50.0, 'Hf')",4.836932715881729,0.20674259055053013,0.28874296926869286,53.0
142,Hf,H,"(50.0, 'Hf')","(103.0, 'H')",4.836932715881729,0.20674259055053013,0.28874296926869286,53.0
143,H,Ta,"(103.0, 'H')","(52.0, 'Ta')",4.433161025357542,0.22557267698602224,0.31140747059689033,51.0
144,Ta,H,"(52.0, 'Ta')","(103.0, 'H')",4.433161025357542,0.22557267698602224,0.31140747059689033,51.0
145,H,W,"(103.0, 'H')","(55.0, 'W')",3.9888247636473566,0.250700409081297,0.375008657215861,48.0
146,W,H,"(55.0, 'W')","(103.0, 'H')",3.9888247636473566,0.250700409081297,0.375008657215861,48.0
147,H,Re,"(103.0, 'H')","(58.0, 'Re')",4.783015571608044,0.20907312239081863,0.2933218406504541,45.0
148,Re,H,"(58.0, 'Re')","(103.0, 'H')",4.783015571608044,0.20907312239081863,0.2933218406504541,45.0
149,H,Os,"(103.0, 'H')","(63.0, 'Os')",5.27700966940873,0.1895012635275399,0.25107976579566404,40.0
150,Os,H,"(63.0, 'Os')","(103.0, 'H')",5.27700966940873,0.1895012635275399,0.25107976579566404,40.0
151,H,Ir,"(103.0, 'H')","(66.0, 'Ir')",4.933823498803824,0.202682564595682,0.2474432796611216,37.0
152,Ir,H,"(66.0, 'Ir')","(103.0, 'H')",4.933823498803824,0.202682564595682,0.2474432796611216,37.0
153,H,Pt,"(103.0, 'H')","(68.0, 'Pt')",4.156026841923679,0.24061442286959223,0.3427157260471399,35.0
154,Pt,H,"(68.0, 'Pt')","(103.0, 'H')",4.156026841923679,0.24061442286959223,0.3427157260471399,35.0
155,H,Au,"(103.0, 'H')","(70.0, 'Au')",4.21197197275096,0.23741848390004155,0.29150231265906423,33.0
156,Au,H,"(70.0, 'Au')","(103.0, 'H')",4.21197197275096,0.23741848390004155,0.29150231265906423,33.0
157,H,Hg,"(103.0, 'H')","(74.0, 'Hg')",4.7073852015495925,0.21243215865802031,0.26603747055251453,29.0
158,Hg,H,"(74.0, 'Hg')","(103.0, 'H')",4.7073852015495925,0.21243215865802031,0.26603747055251453,29.0
159,H,Tl,"(103.0, 'H')","(78.0, 'Tl')",5.200516388532917,0.19228859699490405,0.20870054611371974,25.0
160,Tl,H,"(78.0, 'Tl')","(103.0, 'H')",5.200516388532917,0.19228859699490405,0.20870054611371974,25.0
161,H,Pb,"(103.0, 'H')","(82.0, 'Pb')",4.651982581941573,0.21496211182773503,0.23008548092829284,21.0
162,Pb,H,"(82.0, 'Pb')","(103.0, 'H')",4.651982581941573,0.21496211182773503,0.23008548092829284,21.0
163,H,Bi,"(103.0, 'H')","(87.0, 'Bi')",4.609364227778094,0.21694965955902376,0.24884753265786472,16.0
164,Bi,H,"(87.0, 'Bi')","(103.0, 'H')",4.609364227778094,0.21694965955902376,0.24884753265786472,16.0
165,H,Po,"(103.0, 'H')","(91.0, 'Po')",5.806468851219689,0.1722217109267611,0.09903684207889879,12.0
166,Po,H,"(91.0, 'Po')","(103.0, 'H')",5.806468851219689,0.1722217109267611,0.09903684207889879,12.0
167,H,At,"(103.0, 'H')","(96.0, 'At')",3.6184931049192604,0.27635813334576276,0.33486345655991917,7.0
168,At,H,"(96.0, 'At')","(103.0, 'H')",3.6184931049192604,0.27635813334576276,0.33486345655991917,7.0
169,H,Rn,"(103.0, 'H')","(6.0, 'Rn')",5.57744789676207,0.17929347230308323,0.2291881477173198,97.0
170,Rn,H,"(6.0, 'Rn')","(103.0, 'H')",5.57744789676207,0.17929347230308323,0.2291881477173198,97.0
171,H,Fr,"(103.0, 'H')","(7.0, 'Fr')",5.790026428188167,0.17271078334489107,0.15949680931929786,96.0
172,Fr,H,"(7.0, 'Fr')","(103.0, 'H')",5.790026428188167,0.17271078334489107,0.15949680931929786,96.0
173,H,Ra,"(103.0, 'H')","(13.0, 'Ra')",5.389607433059646,0.1855422704566641,0.20882923585937124,90.0
174,Ra,H,"(13.0, 'Ra')","(103.0, 'H')",5.389607433059646,0.1855422704566641,0.20882923585937124,90.0
175,H,Ac,"(103.0, 'H')","(48.0, 'Ac')",4.821857130344769,0.20738897337020407,0.24592898518585118,55.0
176,Ac,H,"(48.0, 'Ac')","(103.0, 'H')",4.821857130344769,0.20738897337020407,0.24592898518585118,55.0
177,H,Th,"(103.0, 'H')","(47.0, 'Th')",4.895077322629364,0.20428686496475107,0.2500450223488234,56.0
178,Th,H,"(47.0, 'Th')","(103.0, 'H')",4.895077322629364,0.20428686496475107,0.2500450223488234,56.0
179,H,Pa,"(103.0, 'H')","(46.0, 'Pa')",4.211900592361171,0.2374225075049563,0.3461326126338411,57.0
180,Pa,H,"(46.0, 'Pa')","(103.0, 'H')",4.211900592361171,0.2374225075049563,0.3461326126338411,57.0
181,H,U,"(103.0, 'H')","(45.0, 'U')",4.481340213881647,0.22314753004075538,0.33026285588677096,58.0
182,U,H,"(45.0, 'U')","(103.0, 'H')",4.481340213881647,0.22314753004075538,0.33026285588677096,58.0
183,H,Np,"(103.0, 'H')","(44.0, 'Np')",5.155127376478283,0.19398162779891356,0.25053317980622936,59.0
184,Np,H,"(44.0, 'Np')","(103.0, 'H')",5.155127376478283,0.19398162779891356,0.25053317980622936,59.0
185,H,Pu,"(103.0, 'H')","(43.0, 'Pu')",5.312416848809821,0.18823824042046647,0.24256495484318702,60.0
186,Pu,H,"(43.0, 'Pu')","(103.0, 'H')",5.312416848809821,0.18823824042046647,0.24256495484318702,60.0
187,H,Am,"(103.0, 'H')","(42.0, 'Am')",5.596023528813332,0.1786983194139742,0.19905868281982633,61.0
188,Am,H,"(42.0, 'Am')","(103.0, 'H')",5.596023528813332,0.1786983194139742,0.19905868281982633,61.0
189,H,Cm,"(103.0, 'H')","(41.0, 'Cm')",5.541417746675501,0.1804592336681234,0.1900876277655171,62.0
190,Cm,H,"(41.0, 'Cm')","(103.0, 'H')",5.541417746675501,0.1804592336681234,0.1900876277655171,62.0
191,H,Bk,"(103.0, 'H')","(40.0, 'Bk')",5.643343431382706,0.1771999191895689,0.15745273141973984,63.0
192,Bk,H,"(40.0, 'Bk')","(103.0, 'H')",5.643343431382706,0.1771999191895689,0.15745273141973984,63.0
193,H,Cf,"(103.0, 'H')","(39.0, 'Cf')",5.885586758509474,0.16990659402891042,0.16738529054931825,64.0
194,Cf,H,"(39.0, 'Cf')","(103.0, 'H')",5.885586758509474,0.16990659402891042,0.16738529054931825,64.0
195,H,Es,"(103.0, 'H')","(38.0, 'Es')",5.7904727830413005,0.17269747004574904,0.2181971968645925,65.0
196,Es,H,"(38.0, 'Es')","(103.0, 'H')",5.7904727830413005,0.17269747004574904,0.2181971968645925,65.0
197,H,Fm,"(103.0, 'H')","(37.0, 'Fm')",6.035946007232709,0.16567411285682931,0.18330220785312415,66.0
198,Fm,H,"(37.0, 'Fm')","(103.0, 'H')",6.035946007232709,0.16567411285682931,0.18330220785312415,66.0
199,H,Md,"(103.0, 'H')","(36.0, 'Md')",6.227094085138282,0.16058854841885586,0.12644763525283126,67.0
200,Md,H,"(36.0, 'Md')","(103.0, 'H')",6.227094085138282,0.16058854841885586,0.12644763525283126,67.0
201,H,No,"(103.0, 'H')","(35.0, 'No')",4.1984879259679175,0.2381809874490613,0.2212527604859834,68.0
202,No,H,"(35.0, 'No')","(103.0, 'H')",4.1984879259679175,0.2381809874490613,0.2212527604859834,68.0
203,H,Lr,"(103.0, 'H')","(34.0, 'Lr')",5.4440363038042054,0.18368723942954165,0.29211233808476017,69.0
204,Lr,H,"(34.0, 'Lr')","(103.0, 'H')",5.4440363038042054,0.18368723942954165,0.29211233808476017,69.0
205,He,He,"(1.0, 'He')","(1.0, 'He')",0.0,inf,1.0,0.0
206,He,Li,"(1.0, 'He')","(12.0, 'Li')",4.410892022832242,0.226711512053269,0.4015690145341425,11.0
207,Li,He,"(12.0, 'Li')","(1.0, 'He')",4.410892022832242,0.226711512053269,0.4015690145341425,11.0
208,He,Be,"(1.0, 'He')","(77.0, 'Be')",4.186467936340901,0.2388648414859305,0.49775534687642015,76.0
209,Be,He,"(77.0, 'Be')","(1.0, 'He')",4.186467936340901,0.2388648414859305,0.49775534687642015,76.0
210,He,B,"(1.0, 'He')","(86.0, 'B')",4.669156539118766,0.21417144437584765,0.24045047492991165,85.0
211,B,He,"(86.0, 'B')","(1.0, 'He')",4.669156539118766,0.21417144437584765,0.24045047492991165,85.0
212,He,C,"(1.0, 'He')","(95.0, 'C')",4.210639206711286,0.2374936324171666,0.29404665680223285,94.0
213,C,He,"(95.0, 'C')","(1.0, 'He')",4.210639206711286,0.2374936324171666,0.29404665680223285,94.0
214,He,N,"(1.0, 'He')","(100.0, 'N')",4.003184547807029,0.24980112409451785,0.4326022212642054,99.0
215,N,He,"(100.0, 'N')","(1.0, 'He')",4.003184547807029,0.24980112409451785,0.4326022212642054,99.0
216,He,O,"(1.0, 'He')","(101.0, 'O')",3.7657172974656277,0.26555365711414713,0.4980358533080139,100.0
217,O,He,"(101.0, 'O')","(1.0, 'He')",3.7657172974656277,0.26555365711414713,0.4980358533080139,100.0
218,He,F,"(1.0, 'He')","(102.0, 'F')",4.703216969783217,0.21262042691730051,0.3044662150207454,101.0
219,F,He,"(102.0, 'F')","(1.0, 'He')",4.703216969783217,0.21262042691730051,0.3044662150207454,101.0
220,He,Ne,"(1.0, 'He')","(2.0, 'Ne')",2.602041558766903,0.3843136158339823,0.8192503585580065,1.0
221,Ne,He,"(2.0, 'Ne')","(1.0, 'He')",2.602041558766903,0.3843136158339823,0.8192503585580065,1.0
222,He,Na,"(1.0, 'He')","(11.0, 'Na')",4.557875402346641,0.21940046879849895,0.36660557498126056,10.0
223,Na,He,"(11.0, 'Na')","(1.0, 'He')",4.557875402346641,0.21940046879849895,0.36660557498126056,10.0
224,He,Mg,"(1.0, 'He')","(73.0, 'Mg')",4.5859894832388175,0.21805544989906042,0.31799374647398926,72.0
225,Mg,He,"(73.0, 'Mg')","(1.0, 'He')",4.5859894832388175,0.21805544989906042,0.31799374647398926,72.0
226,He,Al,"(1.0, 'He')","(80.0, 'Al')",4.412482992889664,0.22662976868384851,0.2870684346634462,79.0
227,Al,He,"(80.0, 'Al')","(1.0, 'He')",4.412482992889664,0.22662976868384851,0.2870684346634462,79.0
228,He,Si,"(1.0, 'He')","(85.0, 'Si')",4.425460380867516,0.22596519094900844,0.28931987085526906,84.0
229,Si,He,"(85.0, 'Si')","(1.0, 'He')",4.425460380867516,0.22596519094900844,0.28931987085526906,84.0
230,He,P,"(1.0, 'He')","(90.0, 'P')",4.485722082018306,0.2229295488475871,0.30574271442767453,89.0
231,P,He,"(90.0, 'P')","(1.0, 'He')",4.485722082018306,0.2229295488475871,0.30574271442767453,89.0
232,He,S,"(1.0, 'He')","(94.0, 'S')",4.570622722369447,0.2187885679353539,0.26880110974292026,93.0
