,ele_1,ele_2,mend_1,mend_2,euclid_dist,reciprocal_euclid_dist,pearson_corr,mend_diff
6835,Sm,Sn,"(28.0, 'Sm')","(83.0, 'Sn')",1.3496209185139418,0.7409487999793994,0.1219316811843637,55.0
6836,Sn,Eu,"(83.0, 'Sn')","(18.0, 'Eu')",1.6820773114274865,0.594502995317947,-0.5831016936923288,65.0
6837,Eu,Sn,"(18.0, 'Eu')","(83.0, 'Sn')",1.6820773114274865,0.594502995317947,-0.5831016936923288,65.0
6838,Sn,Gd,"(83.0, 'Sn')","(27.0, 'Gd')",1.3088885522427076,0.7640069876740504,0.04402137419358715,56.0
6839,Gd,Sn,"(27.0, 'Gd')","(83.0, 'Sn')",1.3088885522427076,0.7640069876740504,0.04402137419358715,56.0
6840,Sn,Tb,"(83.0, 'Sn')","(26.0, 'Tb')",1.3716506587335693,0.7290486055124922,0.08452156812881953,57.0
6841,Tb,Sn,"(26.0, 'Tb')","(83.0, 'Sn')",1.3716506587335693,0.7290486055124922,0.08452156812881953,57.0
6842,Sn,Dy,"(83.0, 'Sn')","(24.0, 'Dy')",1.327008664074457,0.7535745824971427,0.1403576816988315,59.0
6843,Dy,Sn,"(24.0, 'Dy')","(83.0, 'Sn')",1.327008664074457,0.7535745824971427,0.1403576816988315,59.0
6844,Sn,Ho,"(83.0, 'Sn')","(23.0, 'Ho')",1.3310419915951515,0.7512910984886186,0.10918609315268687,60.0
6845,Ho,Sn,"(23.0, 'Ho')","(83.0, 'Sn')",1.3310419915951515,0.7512910984886186,0.10918609315268687,60.0
6846,Sn,Er,"(83.0, 'Sn')","(22.0, 'Er')",1.3535507792042851,0.7387975503866003,0.09314571901861436,61.0
6847,Er,Sn,"(22.0, 'Er')","(83.0, 'Sn')",1.3535507792042851,0.7387975503866003,0.09314571901861436,61.0
6848,Sn,Tm,"(83.0, 'Sn')","(21.0, 'Tm')",1.2906856375806546,0.7747820002665136,0.1927217360044531,62.0
6849,Tm,Sn,"(21.0, 'Tm')","(83.0, 'Sn')",1.2906856375806546,0.7747820002665136,0.1927217360044531,62.0
6850,Sn,Yb,"(83.0, 'Sn')","(17.0, 'Yb')",1.5550633492233592,0.6430606190412932,-0.36196303832561616,66.0
6851,Yb,Sn,"(17.0, 'Yb')","(83.0, 'Sn')",1.5550633492233592,0.6430606190412932,-0.36196303832561616,66.0
6852,Sn,Lu,"(83.0, 'Sn')","(20.0, 'Lu')",1.3430099419178718,0.7445961260509807,0.15054340330366336,63.0
6853,Lu,Sn,"(20.0, 'Lu')","(83.0, 'Sn')",1.3430099419178718,0.7445961260509807,0.15054340330366336,63.0
6854,Sn,Hf,"(83.0, 'Sn')","(50.0, 'Hf')",1.3165449256606063,0.7595639013216562,0.34851513466542644,33.0
6855,Hf,Sn,"(50.0, 'Hf')","(83.0, 'Sn')",1.3165449256606063,0.7595639013216562,0.34851513466542644,33.0
6856,Sn,Ta,"(83.0, 'Sn')","(52.0, 'Ta')",1.1615216130062742,0.8609396405563039,0.3990022553420066,31.0
6857,Ta,Sn,"(52.0, 'Ta')","(83.0, 'Sn')",1.1615216130062742,0.8609396405563039,0.3990022553420066,31.0
6858,Sn,W,"(83.0, 'Sn')","(55.0, 'W')",1.1257023057751394,0.8883343268195734,0.5236318386641496,28.0
6859,W,Sn,"(55.0, 'W')","(83.0, 'Sn')",1.1257023057751394,0.8883343268195734,0.5236318386641496,28.0
6860,Sn,Re,"(83.0, 'Sn')","(58.0, 'Re')",1.3776901829728359,0.7258525990525383,0.5618726125423589,25.0
6861,Re,Sn,"(58.0, 'Re')","(83.0, 'Sn')",1.3776901829728359,0.7258525990525383,0.5618726125423589,25.0
6862,Sn,Os,"(83.0, 'Sn')","(63.0, 'Os')",1.574910916231333,0.6349565487760664,0.5994164028546412,20.0
6863,Os,Sn,"(63.0, 'Os')","(83.0, 'Sn')",1.574910916231333,0.6349565487760664,0.5994164028546412,20.0
6864,Sn,Ir,"(83.0, 'Sn')","(66.0, 'Ir')",1.3003556416535365,0.7690203879366392,0.2643883470378495,17.0
6865,Ir,Sn,"(66.0, 'Ir')","(83.0, 'Sn')",1.3003556416535365,0.7690203879366392,0.2643883470378495,17.0
6866,Sn,Pt,"(83.0, 'Sn')","(68.0, 'Pt')",1.0119702909513557,0.9881713020052175,0.5293689974666034,15.0
6867,Pt,Sn,"(68.0, 'Pt')","(83.0, 'Sn')",1.0119702909513557,0.9881713020052175,0.5293689974666034,15.0
6868,Sn,Au,"(83.0, 'Sn')","(70.0, 'Au')",1.1881049231622507,0.8416765055887555,0.37453937612837207,13.0
6869,Au,Sn,"(70.0, 'Au')","(83.0, 'Sn')",1.1881049231622507,0.8416765055887555,0.37453937612837207,13.0
6870,Sn,Hg,"(83.0, 'Sn')","(74.0, 'Hg')",1.2719179163442744,0.7862142573431025,0.168646700132893,9.0
6871,Hg,Sn,"(74.0, 'Hg')","(83.0, 'Sn')",1.2719179163442744,0.7862142573431025,0.168646700132893,9.0
6872,Sn,Tl,"(83.0, 'Sn')","(78.0, 'Tl')",1.3173575637664265,0.7590953492846112,-0.14969071715123433,5.0
6873,Tl,Sn,"(78.0, 'Tl')","(83.0, 'Sn')",1.3173575637664265,0.7590953492846112,-0.14969071715123433,5.0
6874,Sn,Pb,"(83.0, 'Sn')","(82.0, 'Pb')",0.9100146886730993,1.0988833613862972,0.0370792303578924,1.0
6875,Pb,Sn,"(82.0, 'Pb')","(83.0, 'Sn')",0.9100146886730993,1.0988833613862972,0.0370792303578924,1.0
6876,Sn,Bi,"(83.0, 'Sn')","(87.0, 'Bi')",0.8701607075688925,1.1492130031863428,0.3839343822874812,4.0
6877,Bi,Sn,"(87.0, 'Bi')","(83.0, 'Sn')",0.8701607075688925,1.1492130031863428,0.3839343822874812,4.0
6878,Sn,Po,"(83.0, 'Sn')","(91.0, 'Po')",0.7066880177111449,1.4150515856188535,0.20181157604469283,8.0
6879,Po,Sn,"(91.0, 'Po')","(83.0, 'Sn')",0.7066880177111449,1.4150515856188535,0.20181157604469283,8.0
6880,Sn,At,"(83.0, 'Sn')","(96.0, 'At')",0.7608787027822311,1.314269930730611,-0.46182618790992996,13.0
6881,At,Sn,"(96.0, 'At')","(83.0, 'Sn')",0.7608787027822311,1.314269930730611,-0.46182618790992996,13.0
6882,Sn,Rn,"(83.0, 'Sn')","(6.0, 'Rn')",0.7314827572965844,1.3670862231883663,-0.01951611140826867,77.0
6883,Rn,Sn,"(6.0, 'Rn')","(83.0, 'Sn')",0.7314827572965844,1.3670862231883663,-0.01951611140826867,77.0
6884,Sn,Fr,"(83.0, 'Sn')","(7.0, 'Fr')",0.787626612949511,1.2696371396786497,-0.43829247605672517,76.0
6885,Fr,Sn,"(7.0, 'Fr')","(83.0, 'Sn')",0.787626612949511,1.2696371396786497,-0.43829247605672517,76.0
6886,Sn,Ra,"(83.0, 'Sn')","(13.0, 'Ra')",0.7079257163105591,1.4125775868287729,0.2041115423336261,70.0
6887,Ra,Sn,"(13.0, 'Ra')","(83.0, 'Sn')",0.7079257163105591,1.4125775868287729,0.2041115423336261,70.0
6888,Sn,Ac,"(83.0, 'Sn')","(48.0, 'Ac')",2.11360214556021,0.4731259390990778,-0.25237639162355063,35.0
6889,Ac,Sn,"(48.0, 'Ac')","(83.0, 'Sn')",2.11360214556021,0.4731259390990778,-0.25237639162355063,35.0
6890,Sn,Th,"(83.0, 'Sn')","(47.0, 'Th')",1.7663581601049265,0.5661365982200333,-0.0209285743438173,36.0
6891,Th,Sn,"(47.0, 'Th')","(83.0, 'Sn')",1.7663581601049265,0.5661365982200333,-0.0209285743438173,36.0
6892,Sn,Pa,"(83.0, 'Sn')","(46.0, 'Pa')",1.9139971668421647,0.5224668130778188,-0.03763356789432539,37.0
6893,Pa,Sn,"(46.0, 'Pa')","(83.0, 'Sn')",1.9139971668421647,0.5224668130778188,-0.03763356789432539,37.0
6894,Sn,U,"(83.0, 'Sn')","(45.0, 'U')",1.5632770959712345,0.6396818597145242,-0.08407231922345973,38.0
6895,U,Sn,"(45.0, 'U')","(83.0, 'Sn')",1.5632770959712345,0.6396818597145242,-0.08407231922345973,38.0
6896,Sn,Np,"(83.0, 'Sn')","(44.0, 'Np')",1.6574740380074402,0.6033277005063479,-0.18793711528013707,39.0
6897,Np,Sn,"(44.0, 'Np')","(83.0, 'Sn')",1.6574740380074402,0.6033277005063479,-0.18793711528013707,39.0
6898,Sn,Pu,"(83.0, 'Sn')","(43.0, 'Pu')",1.5063509571400007,0.6638559196713544,-0.1684909235907907,40.0
6899,Pu,Sn,"(43.0, 'Pu')","(83.0, 'Sn')",1.5063509571400007,0.6638559196713544,-0.1684909235907907,40.0
6900,Sb,Sb,"(88.0, 'Sb')","(88.0, 'Sb')",0.0,inf,0.9999999999999999,0.0
6901,Sb,Te,"(88.0, 'Sb')","(92.0, 'Te')",0.4611215506791879,2.168625601052685,0.7394772605316048,4.0
6902,Te,Sb,"(92.0, 'Te')","(88.0, 'Sb')",0.4611215506791879,2.168625601052685,0.7394772605316048,4.0
6903,Sb,I,"(88.0, 'Sb')","(97.0, 'I')",0.8037269763405996,1.2442036032597028,0.020898593255962078,9.0
6904,I,Sb,"(97.0, 'I')","(88.0, 'Sb')",0.8037269763405996,1.2442036032597028,0.020898593255962078,9.0
6905,Sb,Xe,"(88.0, 'Sb')","(5.0, 'Xe')",2.4114372217394284,0.41469045554446393,0.47038080544695515,83.0
6906,Xe,Sb,"(5.0, 'Xe')","(88.0, 'Sb')",2.4114372217394284,0.41469045554446393,0.47038080544695515,83.0
6907,Sb,Cs,"(88.0, 'Sb')","(8.0, 'Cs')",1.2999886047614562,0.7692375120345742,-0.3239776177902209,80.0
6908,Cs,Sb,"(8.0, 'Cs')","(88.0, 'Sb')",1.2999886047614562,0.7692375120345742,-0.3239776177902209,80.0
6909,Sb,Ba,"(88.0, 'Sb')","(14.0, 'Ba')",1.539961354640469,0.649366944817565,-0.36137077877142354,74.0
6910,Ba,Sb,"(14.0, 'Ba')","(88.0, 'Sb')",1.539961354640469,0.649366944817565,-0.36137077877142354,74.0
6911,Sb,La,"(88.0, 'Sb')","(33.0, 'La')",1.5986395019562822,0.6255318968261969,-0.3189217636674455,55.0
6912,La,Sb,"(33.0, 'La')","(88.0, 'Sb')",1.5986395019562822,0.6255318968261969,-0.3189217636674455,55.0
6913,Sb,Ce,"(88.0, 'Sb')","(32.0, 'Ce')",1.4178907989412346,0.7052729312770197,-0.34411937341330534,56.0
6914,Ce,Sb,"(32.0, 'Ce')","(88.0, 'Sb')",1.4178907989412346,0.7052729312770197,-0.34411937341330534,56.0
6915,Sb,Pr,"(88.0, 'Sb')","(31.0, 'Pr')",1.5130833210479098,0.660902136775544,-0.23079164750479808,57.0
6916,Pr,Sb,"(31.0, 'Pr')","(88.0, 'Sb')",1.5130833210479098,0.660902136775544,-0.23079164750479808,57.0
6917,Sb,Nd,"(88.0, 'Sb')","(30.0, 'Nd')",1.5197647445213647,0.657996577170857,-0.262020801562623,58.0
6918,Nd,Sb,"(30.0, 'Nd')","(88.0, 'Sb')",1.5197647445213647,0.657996577170857,-0.262020801562623,58.0
6919,Sb,Pm,"(88.0, 'Sb')","(29.0, 'Pm')",1.512470460081135,0.6611699377893013,-0.4095165178413522,59.0
6920,Pm,Sb,"(29.0, 'Pm')","(88.0, 'Sb')",1.512470460081135,0.6611699377893013,-0.4095165178413522,59.0
6921,Sb,Sm,"(88.0, 'Sb')","(28.0, 'Sm')",1.4674211163452726,0.681467636564055,-0.25336511280087487,60.0
6922,Sm,Sb,"(28.0, 'Sm')","(88.0, 'Sb')",1.4674211163452726,0.681467636564055,-0.25336511280087487,60.0
6923,Sb,Eu,"(88.0, 'Sb')","(18.0, 'Eu')",1.533013239021944,0.6523100874445128,-0.5720650101715548,70.0
6924,Eu,Sb,"(18.0, 'Eu')","(88.0, 'Sb')",1.533013239021944,0.6523100874445128,-0.5720650101715548,70.0
6925,Sb,Gd,"(88.0, 'Sb')","(27.0, 'Gd')",1.3699191242410484,0.7299700999166735,-0.2607649401999943,61.0
6926,Gd,Sb,"(27.0, 'Gd')","(88.0, 'Sb')",1.3699191242410484,0.7299700999166735,-0.2607649401999943,61.0
6927,Sb,Tb,"(88.0, 'Sb')","(26.0, 'Tb')",1.520465527748938,0.6576933062602928,-0.37882039952265456,62.0
6928,Tb,Sb,"(26.0, 'Tb')","(88.0, 'Sb')",1.520465527748938,0.6576933062602928,-0.37882039952265456,62.0
6929,Sb,Dy,"(88.0, 'Sb')","(24.0, 'Dy')",1.4951528799160525,0.6688279261824693,-0.3446204090719891,64.0
6930,Dy,Sb,"(24.0, 'Dy')","(88.0, 'Sb')",1.4951528799160525,0.6688279261824693,-0.3446204090719891,64.0
6931,Sb,Ho,"(88.0, 'Sb')","(23.0, 'Ho')",1.481344099854049,0.6750626003090883,-0.3603964680523767,65.0
6932,Ho,Sb,"(23.0, 'Ho')","(88.0, 'Sb')",1.481344099854049,0.6750626003090883,-0.3603964680523767,65.0
6933,Sb,Er,"(88.0, 'Sb')","(22.0, 'Er')",1.523336646256768,0.6564537145858459,-0.4186885223677992,66.0
6934,Er,Sb,"(22.0, 'Er')","(88.0, 'Sb')",1.523336646256768,0.6564537145858459,-0.4186885223677992,66.0
6935,Sb,Tm,"(88.0, 'Sb')","(21.0, 'Tm')",1.5145627083980262,0.6602565839335327,-0.39380565805534357,67.0
6936,Tm,Sb,"(21.0, 'Tm')","(88.0, 'Sb')",1.5145627083980262,0.6602565839335327,-0.39380565805534357,67.0
6937,Sb,Yb,"(88.0, 'Sb')","(17.0, 'Yb')",1.5862461579611036,0.6304191786256929,-0.7534386669968162,71.0
6938,Yb,Sb,"(17.0, 'Yb')","(88.0, 'Sb')",1.5862461579611036,0.6304191786256929,-0.7534386669968162,71.0
6939,Sb,Lu,"(88.0, 'Sb')","(20.0, 'Lu')",1.5642602087606459,0.6392798297875864,-0.45477144055157315,68.0
6940,Lu,Sb,"(20.0, 'Lu')","(88.0, 'Sb')",1.5642602087606459,0.6392798297875864,-0.45477144055157315,68.0
6941,Sb,Hf,"(88.0, 'Sb')","(50.0, 'Hf')",1.5585759624074007,0.6416113324726146,-0.16236626557786707,38.0
6942,Hf,Sb,"(50.0, 'Hf')","(88.0, 'Sb')",1.5585759624074007,0.6416113324726146,-0.16236626557786707,38.0
6943,Sb,Ta,"(88.0, 'Sb')","(52.0, 'Ta')",1.3274455221870654,0.753326583491295,0.05857544255233815,36.0
6944,Ta,Sb,"(52.0, 'Ta')","(88.0, 'Sb')",1.3274455221870654,0.753326583491295,0.05857544255233815,36.0
6945,Sb,W,"(88.0, 'Sb')","(55.0, 'W')",1.1943804339438555,0.8372541709327828,0.4376511467708608,33.0
6946,W,Sb,"(55.0, 'W')","(88.0, 'Sb')",1.1943804339438555,0.8372541709327828,0.4376511467708608,33.0
6947,Sb,Re,"(88.0, 'Sb')","(58.0, 'Re')",1.587694308539458,0.6298441674958916,0.27773734614508755,30.0
6948,Re,Sb,"(58.0, 'Re')","(88.0, 'Sb')",1.587694308539458,0.6298441674958916,0.27773734614508755,30.0
6949,Sb,Os,"(88.0, 'Sb')","(63.0, 'Os')",1.767165745894646,0.5658778766638778,0.3785184172740791,25.0
6950,Os,Sb,"(63.0, 'Os')","(88.0, 'Sb')",1.767165745894646,0.5658778766638778,0.3785184172740791,25.0
6951,Sb,Ir,"(88.0, 'Sb')","(66.0, 'Ir')",0.9073891441089383,1.1020629974386635,0.8159954482701993,22.0
6952,Ir,Sb,"(66.0, 'Ir')","(88.0, 'Sb')",0.9073891441089383,1.1020629974386635,0.8159954482701993,22.0
6953,Sb,Pt,"(88.0, 'Sb')","(68.0, 'Pt')",0.8646058657298326,1.1565963633104412,0.7284766276103121,20.0
6954,Pt,Sb,"(68.0, 'Pt')","(88.0, 'Sb')",0.8646058657298326,1.1565963633104412,0.7284766276103121,20.0
6955,Sb,Au,"(88.0, 'Sb')","(70.0, 'Au')",1.1859910198378034,0.8431767047753536,0.3280794450243505,18.0
6956,Au,Sb,"(70.0, 'Au')","(88.0, 'Sb')",1.1859910198378034,0.8431767047753536,0.3280794450243505,18.0
6957,Sb,Hg,"(88.0, 'Sb')","(74.0, 'Hg')",1.1610365139645793,0.8612993544753476,0.25841573727640665,14.0
6958,Hg,Sb,"(74.0, 'Hg')","(88.0, 'Sb')",1.1610365139645793,0.8612993544753476,0.25841573727640665,14.0
6959,Sb,Tl,"(88.0, 'Sb')","(78.0, 'Tl')",1.1961790285262874,0.8359952617059477,-0.12661861140085462,10.0
6960,Tl,Sb,"(78.0, 'Tl')","(88.0, 'Sb')",1.1961790285262874,0.8359952617059477,-0.12661861140085462,10.0
6961,Sb,Pb,"(88.0, 'Sb')","(82.0, 'Pb')",0.8175098856907069,1.2232267982363403,-0.057159585711661305,6.0
6962,Pb,Sb,"(82.0, 'Pb')","(88.0, 'Sb')",0.8175098856907069,1.2232267982363403,-0.057159585711661305,6.0
6963,Sb,Bi,"(88.0, 'Sb')","(87.0, 'Bi')",0.7791950613420195,1.2833756906488663,0.38595613202943124,1.0
6964,Bi,Sb,"(87.0, 'Bi')","(88.0, 'Sb')",0.7791950613420195,1.2833756906488663,0.38595613202943124,1.0
6965,Sb,Po,"(88.0, 'Sb')","(91.0, 'Po')",0.5093924552078791,1.9631229119636406,0.3788216934876492,3.0
6966,Po,Sb,"(91.0, 'Po')","(88.0, 'Sb')",0.5093924552078791,1.9631229119636406,0.3788216934876492,3.0
6967,Sb,At,"(88.0, 'Sb')","(96.0, 'At')",0.5703723802464337,1.753240575162392,-0.22577697847174077,8.0
6968,At,Sb,"(96.0, 'At')","(88.0, 'Sb')",0.5703723802464337,1.753240575162392,-0.22577697847174077,8.0
6969,Sb,Rn,"(88.0, 'Sb')","(6.0, 'Rn')",0.53948012492353,1.8536364062378525,0.11167043928477574,82.0
6970,Rn,Sb,"(6.0, 'Rn')","(88.0, 'Sb')",0.53948012492353,1.8536364062378525,0.11167043928477574,82.0
6971,Sb,Fr,"(88.0, 'Sb')","(7.0, 'Fr')",0.619783929499868,1.6134655198416417,-0.524380803461045,81.0
6972,Fr,Sb,"(7.0, 'Fr')","(88.0, 'Sb')",0.619783929499868,1.6134655198416417,-0.524380803461045,81.0
6973,Sb,Ra,"(88.0, 'Sb')","(13.0, 'Ra')",0.5078413994597133,1.9691187072654743,0.39624541225627863,75.0
6974,Ra,Sb,"(13.0, 'Ra')","(88.0, 'Sb')",0.5078413994597133,1.9691187072654743,0.39624541225627863,75.0
6975,Sb,Ac,"(88.0, 'Sb')","(48.0, 'Ac')",2.1450422840657963,0.4661912762412129,-0.5281543575811197,40.0
6976,Ac,Sb,"(48.0, 'Ac')","(88.0, 'Sb')",2.1450422840657963,0.4661912762412129,-0.5281543575811197,40.0
6977,Sb,Th,"(88.0, 'Sb')","(47.0, 'Th')",1.8642225301969648,0.536416647584634,-0.3653024154471832,41.0
6978,Th,Sb,"(47.0, 'Th')","(88.0, 'Sb')",1.8642225301969648,0.536416647584634,-0.3653024154471832,41.0
6979,Sb,Pa,"(88.0, 'Sb')","(46.0, 'Pa')",2.0336851404443475,0.4917182016590367,-0.4156813577151608,42.0
6980,Pa,Sb,"(46.0, 'Pa')","(88.0, 'Sb')",2.0336851404443475,0.4917182016590367,-0.4156813577151608,42.0
6981,Sb,U,"(88.0, 'Sb')","(45.0, 'U')",1.5354574532721956,0.6512717092023043,-0.1903505140065394,43.0
6982,U,Sb,"(45.0, 'U')","(88.0, 'Sb')",1.5354574532721956,0.6512717092023043,-0.1903505140065394,43.0
6983,Sb,Np,"(88.0, 'Sb')","(44.0, 'Np')",1.5902356068396883,0.6288376361961375,-0.23305781613797022,44.0
6984,Np,Sb,"(44.0, 'Np')","(88.0, 'Sb')",1.5902356068396883,0.6288376361961375,-0.23305781613797022,44.0
6985,Sb,Pu,"(88.0, 'Sb')","(43.0, 'Pu')",1.413219017496796,0.7076044035773579,-0.1727479568562834,45.0
6986,Pu,Sb,"(43.0, 'Pu')","(88.0, 'Sb')",1.413219017496796,0.7076044035773579,-0.1727479568562834,45.0
6987,Te,Te,"(92.0, 'Te')","(92.0, 'Te')",0.0,inf,1.0,0.0
6988,Te,I,"(92.0, 'Te')","(97.0, 'I')",0.7612969126460227,1.3135479513824933,0.30916550925846015,5.0
6989,I,Te,"(97.0, 'I')","(92.0, 'Te')",0.7612969126460227,1.3135479513824933,0.30916550925846015,5.0
6990,Te,Xe,"(92.0, 'Te')","(5.0, 'Xe')",2.2995228781265262,0.4348728205803818,0.5618238052829077,87.0
6991,Xe,Te,"(5.0, 'Xe')","(92.0, 'Te')",2.2995228781265262,0.4348728205803818,0.5618238052829077,87.0
6992,Te,Cs,"(92.0, 'Te')","(8.0, 'Cs')",1.394686393116525,0.7170070669187713,-0.30027353250839445,84.0
6993,Cs,Te,"(8.0, 'Cs')","(92.0, 'Te')",1.394686393116525,0.7170070669187713,-0.30027353250839445,84.0
6994,Te,Ba,"(92.0, 'Te')","(14.0, 'Ba')",1.6280240201609044,0.6142415514859332,-0.335493553212991,78.0
6995,Ba,Te,"(14.0, 'Ba')","(92.0, 'Te')",1.6280240201609044,0.6142415514859332,-0.335493553212991,78.0
6996,Te,La,"(92.0, 'Te')","(33.0, 'La')",1.8147584518947761,0.5510375218012663,-0.554263161371516,59.0
6997,La,Te,"(33.0, 'La')","(92.0, 'Te')",1.8147584518947761,0.5510375218012663,-0.554263161371516,59.0
6998,Te,Ce,"(92.0, 'Te')","(32.0, 'Ce')",1.6602906642185122,0.602304175739429,-0.635343894661788,60.0
6999,Ce,Te,"(32.0, 'Ce')","(92.0, 'Te')",1.6602906642185122,0.602304175739429,-0.635343894661788,60.0
7000,Te,Pr,"(92.0, 'Te')","(31.0, 'Pr')",1.6221187679932503,0.6164776708903482,-0.267194227903301,61.0
7001,Pr,Te,"(31.0, 'Pr')","(92.0, 'Te')",1.6221187679932503,0.6164776708903482,-0.267194227903301,61.0
7002,Te,Nd,"(92.0, 'Te')","(30.0, 'Nd')",1.6342691624711845,0.6118943090671162,-0.3042126108301646,62.0
7003,Nd,Te,"(30.0, 'Nd')","(92.0, 'Te')",1.6342691624711845,0.6118943090671162,-0.3042126108301646,62.0
7004,Te,Pm,"(92.0, 'Te')","(29.0, 'Pm')",1.6395858298055395,0.6099101259728522,-0.45738969239510374,63.0
7005,Pm,Te,"(29.0, 'Pm')","(92.0, 'Te')",1.6395858298055395,0.6099101259728522,-0.45738969239510374,63.0
7006,Te,Sm,"(92.0, 'Te')","(28.0, 'Sm')",1.6124865593003122,0.6201602079920087,-0.3563097549131409,64.0
7007,Sm,Te,"(28.0, 'Sm')","(92.0, 'Te')",1.6124865593003122,0.6201602079920087,-0.3563097549131409,64.0
7008,Te,Eu,"(92.0, 'Te')","(18.0, 'Eu')",1.7151745840858312,0.5830310274408531,-0.7121773432781248,74.0
7009,Eu,Te,"(18.0, 'Eu')","(92.0, 'Te')",1.7151745840858312,0.5830310274408531,-0.7121773432781248,74.0
7010,Te,Gd,"(92.0, 'Te')","(27.0, 'Gd')",1.5827406659514027,0.6318154461513688,-0.4988023077231567,65.0
7011,Gd,Te,"(27.0, 'Gd')","(92.0, 'Te')",1.5827406659514027,0.6318154461513688,-0.4988023077231567,65.0
7012,Te,Tb,"(92.0, 'Te')","(26.0, 'Tb')",1.6770627028219027,0.5962806270256646,-0.4881981058736948,66.0
7013,Tb,Te,"(26.0, 'Tb')","(92.0, 'Te')",1.6770627028219027,0.5962806270256646,-0.4881981058736948,66.0
7014,Te,Dy,"(92.0, 'Te')","(24.0, 'Dy')",1.6697180343219595,0.5989035151112091,-0.49743641935559013,68.0
7015,Dy,Te,"(24.0, 'Dy')","(92.0, 'Te')",1.6697180343219595,0.5989035151112091,-0.49743641935559013,68.0
7016,Te,Ho,"(92.0, 'Te')","(23.0, 'Ho')",1.6857756183817714,0.5931987561665717,-0.5767305264019245,69.0
7017,Ho,Te,"(23.0, 'Ho')","(92.0, 'Te')",1.6857756183817714,0.5931987561665717,-0.5767305264019245,69.0
7018,Te,Er,"(92.0, 'Te')","(22.0, 'Er')",1.6897376652801066,0.5918078412687988,-0.5439774638416502,70.0
7019,Er,Te,"(22.0, 'Er')","(92.0, 'Te')",1.6897376652801066,0.5918078412687988,-0.5439774638416502,70.0
7020,Te,Tm,"(92.0, 'Te')","(21.0, 'Tm')",1.6623025302126828,0.6015752137921941,-0.48806314924806093,71.0
7021,Tm,Te,"(21.0, 'Tm')","(92.0, 'Te')",1.6623025302126828,0.6015752137921941,-0.48806314924806093,71.0
7022,Te,Yb,"(92.0, 'Te')","(17.0, 'Yb')",1.7437320732474997,0.5734825982397717,-0.8244583235903855,75.0
7023,Yb,Te,"(17.0, 'Yb')","(92.0, 'Te')",1.7437320732474997,0.5734825982397717,-0.8244583235903855,75.0
7024,Te,Lu,"(92.0, 'Te')","(20.0, 'Lu')",1.7117046834649001,0.5842129250799037,-0.5464906143030831,72.0
7025,Lu,Te,"(20.0, 'Lu')","(92.0, 'Te')",1.7117046834649001,0.5842129250799037,-0.5464906143030831,72.0
7026,Te,Hf,"(92.0, 'Te')","(50.0, 'Hf')",1.7320986502069817,0.5773343220840813,-0.3442949643543034,42.0
7027,Hf,Te,"(50.0, 'Hf')","(92.0, 'Te')",1.7320986502069817,0.5773343220840813,-0.3442949643543034,42.0
7028,Te,Ta,"(92.0, 'Te')","(52.0, 'Ta')",1.4490170672559235,0.6901229962002796,-0.03538685804646456,40.0
7029,Ta,Te,"(52.0, 'Ta')","(92.0, 'Te')",1.4490170672559235,0.6901229962002796,-0.03538685804646456,40.0
7030,Te,W,"(92.0, 'Te')","(55.0, 'W')",1.3319024800946841,0.7508057195966109,0.26484610912237094,37.0
7031,W,Te,"(55.0, 'W')","(92.0, 'Te')",1.3319024800946841,0.7508057195966109,0.26484610912237094,37.0
7032,Te,Re,"(92.0, 'Te')","(58.0, 'Re')",1.6736429982165073,0.5974989893696775,0.18452724104385504,34.0
7033,Re,Te,"(58.0, 'Re')","(92.0, 'Te')",1.6736429982165073,0.5974989893696775,0.18452724104385504,34.0
7034,Te,Os,"(92.0, 'Te')","(63.0, 'Os')",1.8660925822409402,0.535879092772089,0.23159219329789926,29.0
7035,Os,Te,"(63.0, 'Os')","(92.0, 'Te')",1.8660925822409402,0.535879092772089,0.23159219329789926,29.0
7036,Te,Ir,"(92.0, 'Te')","(66.0, 'Ir')",0.9982178720659586,1.0017853095841223,0.6507809928823678,26.0
7037,Ir,Te,"(66.0, 'Ir')","(92.0, 'Te')",0.9982178720659586,1.0017853095841223,0.6507809928823678,26.0
7038,Te,Pt,"(92.0, 'Te')","(68.0, 'Pt')",0.9975925203040263,1.0024132896417868,0.5145811455620979,24.0
7039,Pt,Te,"(68.0, 'Pt')","(92.0, 'Te')",0.9975925203040263,1.0024132896417868,0.5145811455620979,24.0
7040,Te,Au,"(92.0, 'Te')","(70.0, 'Au')",1.1133009167426224,0.8982297462988474,0.45755502597879666,22.0
7041,Au,Te,"(70.0, 'Au')","(92.0, 'Te')",1.1133009167426224,0.8982297462988474,0.45755502597879666,22.0
7042,Te,Hg,"(92.0, 'Te')","(74.0, 'Hg')",1.1046355784979598,0.9052759294243997,0.39571660201316833,18.0
7043,Hg,Te,"(74.0, 'Hg')","(92.0, 'Te')",1.1046355784979598,0.9052759294243997,0.39571660201316833,18.0
7044,Te,Tl,"(92.0, 'Te')","(78.0, 'Tl')",1.2512961694898388,0.7991713108238045,-0.0666526575386495,14.0
7045,Tl,Te,"(78.0, 'Tl')","(92.0, 'Te')",1.2512961694898388,0.7991713108238045,-0.0666526575386495,14.0
7046,Te,Pb,"(92.0, 'Te')","(82.0, 'Pb')",0.8356909095972588,1.1966146675951352,0.14267113040313814,10.0
