,ele_1,ele_2,pearson_corr,mend_1,mend_2,mend_diff
1576,O,Fm,0.4122055320105853,"(101.0, 'O')","(37.0, 'Fm')",64.0
1577,Fm,O,0.4122055320105853,"(37.0, 'Fm')","(101.0, 'O')",64.0
1578,O,Md,-0.26252890855827654,"(101.0, 'O')","(36.0, 'Md')",65.0
1579,Md,O,-0.26252890855827654,"(36.0, 'Md')","(101.0, 'O')",65.0
1580,O,No,0.5160491132926068,"(101.0, 'O')","(35.0, 'No')",66.0
1581,No,O,0.5160491132926068,"(35.0, 'No')","(101.0, 'O')",66.0
1582,O,Lr,0.3311665577403107,"(101.0, 'O')","(34.0, 'Lr')",67.0
1583,Lr,O,0.3311665577403107,"(34.0, 'Lr')","(101.0, 'O')",67.0
1584,F,F,1.0,"(102.0, 'F')","(102.0, 'F')",0.0
1585,F,Ne,0.6773544096351475,"(102.0, 'F')","(2.0, 'Ne')",100.0
1586,Ne,F,0.6773544096351475,"(2.0, 'Ne')","(102.0, 'F')",100.0
1587,F,Na,0.42089005282056846,"(102.0, 'F')","(11.0, 'Na')",91.0
1588,Na,F,0.42089005282056846,"(11.0, 'Na')","(102.0, 'F')",91.0
1589,F,Mg,0.1971573930941428,"(102.0, 'F')","(73.0, 'Mg')",29.0
1590,Mg,F,0.1971573930941428,"(73.0, 'Mg')","(102.0, 'F')",29.0
1591,F,Al,0.4234488525074542,"(102.0, 'F')","(80.0, 'Al')",22.0
1592,Al,F,0.4234488525074542,"(80.0, 'Al')","(102.0, 'F')",22.0
1593,F,Si,0.6326766312031178,"(102.0, 'F')","(85.0, 'Si')",17.0
1594,Si,F,0.6326766312031178,"(85.0, 'Si')","(102.0, 'F')",17.0
1595,F,P,0.5961582113499622,"(102.0, 'F')","(90.0, 'P')",12.0
1596,P,F,0.5961582113499622,"(90.0, 'P')","(102.0, 'F')",12.0
1597,F,S,0.7211234951491047,"(102.0, 'F')","(94.0, 'S')",8.0
1598,S,F,0.7211234951491047,"(94.0, 'S')","(102.0, 'F')",8.0
1599,F,Cl,0.9390135880562953,"(102.0, 'F')","(99.0, 'Cl')",3.0
1600,Cl,F,0.9390135880562953,"(99.0, 'Cl')","(102.0, 'F')",3.0
1601,F,Ar,0.8686706681595383,"(102.0, 'F')","(3.0, 'Ar')",99.0
1602,Ar,F,0.8686706681595383,"(3.0, 'Ar')","(102.0, 'F')",99.0
1603,F,K,0.6169867817425824,"(102.0, 'F')","(10.0, 'K')",92.0
1604,K,F,0.6169867817425824,"(10.0, 'K')","(102.0, 'F')",92.0
1605,F,Ca,0.11434022952492452,"(102.0, 'F')","(16.0, 'Ca')",86.0
1606,Ca,F,0.11434022952492452,"(16.0, 'Ca')","(102.0, 'F')",86.0
1607,F,Sc,-0.013712053138664304,"(102.0, 'F')","(19.0, 'Sc')",83.0
1608,Sc,F,-0.013712053138664304,"(19.0, 'Sc')","(102.0, 'F')",83.0
1609,F,Ti,0.16640023771576057,"(102.0, 'F')","(51.0, 'Ti')",51.0
1610,Ti,F,0.16640023771576057,"(51.0, 'Ti')","(102.0, 'F')",51.0
1611,F,V,0.19029076678535242,"(102.0, 'F')","(54.0, 'V')",48.0
1612,V,F,0.19029076678535242,"(54.0, 'V')","(102.0, 'F')",48.0
1613,F,Cr,0.008437243321992157,"(102.0, 'F')","(57.0, 'Cr')",45.0
1614,Cr,F,0.008437243321992157,"(57.0, 'Cr')","(102.0, 'F')",45.0
1615,F,Mn,0.03966509843493521,"(102.0, 'F')","(60.0, 'Mn')",42.0
1616,Mn,F,0.03966509843493521,"(60.0, 'Mn')","(102.0, 'F')",42.0
1617,F,Fe,0.0007120046319180427,"(102.0, 'F')","(61.0, 'Fe')",41.0
1618,Fe,F,0.0007120046319180427,"(61.0, 'Fe')","(102.0, 'F')",41.0
1619,F,Co,0.013737143551558249,"(102.0, 'F')","(64.0, 'Co')",38.0
1620,Co,F,0.013737143551558249,"(64.0, 'Co')","(102.0, 'F')",38.0
1621,F,Ni,0.11148174072077462,"(102.0, 'F')","(67.0, 'Ni')",35.0
1622,Ni,F,0.11148174072077462,"(67.0, 'Ni')","(102.0, 'F')",35.0
1623,F,Cu,0.12970491342695722,"(102.0, 'F')","(72.0, 'Cu')",30.0
1624,Cu,F,0.12970491342695722,"(72.0, 'Cu')","(102.0, 'F')",30.0
1625,F,Zn,0.05362852072067422,"(102.0, 'F')","(76.0, 'Zn')",26.0
1626,Zn,F,0.05362852072067422,"(76.0, 'Zn')","(102.0, 'F')",26.0
1627,F,Ga,0.2319429746987931,"(102.0, 'F')","(81.0, 'Ga')",21.0
1628,Ga,F,0.2319429746987931,"(81.0, 'Ga')","(102.0, 'F')",21.0
1629,F,Ge,0.3410447888034096,"(102.0, 'F')","(84.0, 'Ge')",18.0
1630,Ge,F,0.3410447888034096,"(84.0, 'Ge')","(102.0, 'F')",18.0
1631,F,As,0.33476253867791517,"(102.0, 'F')","(89.0, 'As')",13.0
1632,As,F,0.33476253867791517,"(89.0, 'As')","(102.0, 'F')",13.0
1633,F,Se,0.4275206901056642,"(102.0, 'F')","(93.0, 'Se')",9.0
1634,Se,F,0.4275206901056642,"(93.0, 'Se')","(102.0, 'F')",9.0
1635,F,Br,0.8529863434362407,"(102.0, 'F')","(98.0, 'Br')",4.0
1636,Br,F,0.8529863434362407,"(98.0, 'Br')","(102.0, 'F')",4.0
1637,F,Kr,0.7376314724543893,"(102.0, 'F')","(4.0, 'Kr')",98.0
1638,Kr,F,0.7376314724543893,"(4.0, 'Kr')","(102.0, 'F')",98.0
1639,F,Rb,0.5283676907170305,"(102.0, 'F')","(9.0, 'Rb')",93.0
1640,Rb,F,0.5283676907170305,"(9.0, 'Rb')","(102.0, 'F')",93.0
1641,F,Sr,0.18173777907156216,"(102.0, 'F')","(15.0, 'Sr')",87.0
1642,Sr,F,0.18173777907156216,"(15.0, 'Sr')","(102.0, 'F')",87.0
1643,F,Y,0.06446628845843927,"(102.0, 'F')","(25.0, 'Y')",77.0
1644,Y,F,0.06446628845843927,"(25.0, 'Y')","(102.0, 'F')",77.0
1645,F,Zr,0.28747816438667595,"(102.0, 'F')","(49.0, 'Zr')",53.0
1646,Zr,F,0.28747816438667595,"(49.0, 'Zr')","(102.0, 'F')",53.0
1647,F,Nb,0.23089543951006042,"(102.0, 'F')","(53.0, 'Nb')",49.0
1648,Nb,F,0.23089543951006042,"(53.0, 'Nb')","(102.0, 'F')",49.0
1649,F,Mo,0.09136557315693677,"(102.0, 'F')","(56.0, 'Mo')",46.0
1650,Mo,F,0.09136557315693677,"(56.0, 'Mo')","(102.0, 'F')",46.0
1651,F,Tc,-0.10138377653344882,"(102.0, 'F')","(59.0, 'Tc')",43.0
1652,Tc,F,-0.10138377653344882,"(59.0, 'Tc')","(102.0, 'F')",43.0
1653,F,Ru,0.2599018596525742,"(102.0, 'F')","(62.0, 'Ru')",40.0
1654,Ru,F,0.2599018596525742,"(62.0, 'Ru')","(102.0, 'F')",40.0
1655,F,Rh,-0.0677364418868463,"(102.0, 'F')","(65.0, 'Rh')",37.0
1656,Rh,F,-0.0677364418868463,"(65.0, 'Rh')","(102.0, 'F')",37.0
1657,F,Pd,0.2860457398075995,"(102.0, 'F')","(69.0, 'Pd')",33.0
1658,Pd,F,0.2860457398075995,"(69.0, 'Pd')","(102.0, 'F')",33.0
1659,F,Ag,0.2281077722283183,"(102.0, 'F')","(71.0, 'Ag')",31.0
1660,Ag,F,0.2281077722283183,"(71.0, 'Ag')","(102.0, 'F')",31.0
1661,F,Cd,-0.011606401028589272,"(102.0, 'F')","(75.0, 'Cd')",27.0
1662,Cd,F,-0.011606401028589272,"(75.0, 'Cd')","(102.0, 'F')",27.0
1663,F,In,0.19822453654569439,"(102.0, 'F')","(79.0, 'In')",23.0
1664,In,F,0.19822453654569439,"(79.0, 'In')","(102.0, 'F')",23.0
1665,F,Sn,0.24928134620249812,"(102.0, 'F')","(83.0, 'Sn')",19.0
1666,Sn,F,0.24928134620249812,"(83.0, 'Sn')","(102.0, 'F')",19.0
1667,F,Sb,0.2100736313541115,"(102.0, 'F')","(88.0, 'Sb')",14.0
1668,Sb,F,0.2100736313541115,"(88.0, 'Sb')","(102.0, 'F')",14.0
1669,F,Te,0.19316552172631896,"(102.0, 'F')","(92.0, 'Te')",10.0
1670,Te,F,0.19316552172631896,"(92.0, 'Te')","(102.0, 'F')",10.0
1671,F,I,0.7657777329430302,"(102.0, 'F')","(97.0, 'I')",5.0
1672,I,F,0.7657777329430302,"(97.0, 'I')","(102.0, 'F')",5.0
1673,F,Xe,0.6453862520711504,"(102.0, 'F')","(5.0, 'Xe')",97.0
1674,Xe,F,0.6453862520711504,"(5.0, 'Xe')","(102.0, 'F')",97.0
1675,F,Cs,0.6239313762869476,"(102.0, 'F')","(8.0, 'Cs')",94.0
1676,Cs,F,0.6239313762869476,"(8.0, 'Cs')","(102.0, 'F')",94.0
1677,F,Ba,0.2478534101097674,"(102.0, 'F')","(14.0, 'Ba')",88.0
1678,Ba,F,0.2478534101097674,"(14.0, 'Ba')","(102.0, 'F')",88.0
1679,F,La,0.07180620359281759,"(102.0, 'F')","(33.0, 'La')",69.0
1680,La,F,0.07180620359281759,"(33.0, 'La')","(102.0, 'F')",69.0
1681,F,Ce,0.10471993284033917,"(102.0, 'F')","(32.0, 'Ce')",70.0
1682,Ce,F,0.10471993284033917,"(32.0, 'Ce')","(102.0, 'F')",70.0
1683,F,Pr,-0.09115699616734246,"(102.0, 'F')","(31.0, 'Pr')",71.0
1684,Pr,F,-0.09115699616734246,"(31.0, 'Pr')","(102.0, 'F')",71.0
1685,F,Nd,0.10646598443341915,"(102.0, 'F')","(30.0, 'Nd')",72.0
1686,Nd,F,0.10646598443341915,"(30.0, 'Nd')","(102.0, 'F')",72.0
1687,F,Pm,-0.04020500746702248,"(102.0, 'F')","(29.0, 'Pm')",73.0
1688,Pm,F,-0.04020500746702248,"(29.0, 'Pm')","(102.0, 'F')",73.0
1689,F,Sm,-0.013561956953117113,"(102.0, 'F')","(28.0, 'Sm')",74.0
1690,Sm,F,-0.013561956953117113,"(28.0, 'Sm')","(102.0, 'F')",74.0
1691,F,Eu,0.10260478510252338,"(102.0, 'F')","(18.0, 'Eu')",84.0
1692,Eu,F,0.10260478510252338,"(18.0, 'Eu')","(102.0, 'F')",84.0
1693,F,Gd,-0.007140028626133728,"(102.0, 'F')","(27.0, 'Gd')",75.0
1694,Gd,F,-0.007140028626133728,"(27.0, 'Gd')","(102.0, 'F')",75.0
1695,F,Tb,-0.01785944605089732,"(102.0, 'F')","(26.0, 'Tb')",76.0
1696,Tb,F,-0.01785944605089732,"(26.0, 'Tb')","(102.0, 'F')",76.0
1697,F,Dy,-0.06359442452125692,"(102.0, 'F')","(24.0, 'Dy')",78.0
1698,Dy,F,-0.06359442452125692,"(24.0, 'Dy')","(102.0, 'F')",78.0
1699,F,Ho,-0.04167620344998048,"(102.0, 'F')","(23.0, 'Ho')",79.0
1700,Ho,F,-0.04167620344998048,"(23.0, 'Ho')","(102.0, 'F')",79.0
1701,F,Er,-0.011299770841911739,"(102.0, 'F')","(22.0, 'Er')",80.0
1702,Er,F,-0.011299770841911739,"(22.0, 'Er')","(102.0, 'F')",80.0
1703,F,Tm,0.01417882866356008,"(102.0, 'F')","(21.0, 'Tm')",81.0
1704,Tm,F,0.01417882866356008,"(21.0, 'Tm')","(102.0, 'F')",81.0
1705,F,Yb,0.08449678116490295,"(102.0, 'F')","(17.0, 'Yb')",85.0
1706,Yb,F,0.08449678116490295,"(17.0, 'Yb')","(102.0, 'F')",85.0
1707,F,Lu,-0.03412375369788964,"(102.0, 'F')","(20.0, 'Lu')",82.0
1708,Lu,F,-0.03412375369788964,"(20.0, 'Lu')","(102.0, 'F')",82.0
1709,F,Hf,0.32949433294036096,"(102.0, 'F')","(50.0, 'Hf')",52.0
1710,Hf,F,0.32949433294036096,"(50.0, 'Hf')","(102.0, 'F')",52.0
1711,F,Ta,0.3683579808412574,"(102.0, 'F')","(52.0, 'Ta')",50.0
1712,Ta,F,0.3683579808412574,"(52.0, 'Ta')","(102.0, 'F')",50.0
1713,F,W,0.18386952926118405,"(102.0, 'F')","(55.0, 'W')",47.0
1714,W,F,0.18386952926118405,"(55.0, 'W')","(102.0, 'F')",47.0
1715,F,Re,-0.03874728153645615,"(102.0, 'F')","(58.0, 'Re')",44.0
1716,Re,F,-0.03874728153645615,"(58.0, 'Re')","(102.0, 'F')",44.0
1717,F,Os,0.06616788491288077,"(102.0, 'F')","(63.0, 'Os')",39.0
1718,Os,F,0.06616788491288077,"(63.0, 'Os')","(102.0, 'F')",39.0
1719,F,Ir,-0.1019421845432165,"(102.0, 'F')","(66.0, 'Ir')",36.0
1720,Ir,F,-0.1019421845432165,"(66.0, 'Ir')","(102.0, 'F')",36.0
1721,F,Pt,0.3989901094229591,"(102.0, 'F')","(68.0, 'Pt')",34.0
1722,Pt,F,0.3989901094229591,"(68.0, 'Pt')","(102.0, 'F')",34.0
1723,F,Au,0.23659847347684548,"(102.0, 'F')","(70.0, 'Au')",32.0
1724,Au,F,0.23659847347684548,"(70.0, 'Au')","(102.0, 'F')",32.0
1725,F,Hg,0.011680466541373224,"(102.0, 'F')","(74.0, 'Hg')",28.0
1726,Hg,F,0.011680466541373224,"(74.0, 'Hg')","(102.0, 'F')",28.0
1727,F,Tl,0.19666203161720847,"(102.0, 'F')","(78.0, 'Tl')",24.0
1728,Tl,F,0.19666203161720847,"(78.0, 'Tl')","(102.0, 'F')",24.0
1729,F,Pb,0.18350290528880223,"(102.0, 'F')","(82.0, 'Pb')",20.0
1730,Pb,F,0.18350290528880223,"(82.0, 'Pb')","(102.0, 'F')",20.0
1731,F,Bi,0.01977100641318838,"(102.0, 'F')","(87.0, 'Bi')",15.0
1732,Bi,F,0.01977100641318838,"(87.0, 'Bi')","(102.0, 'F')",15.0
1733,F,Po,-0.022753704611225396,"(102.0, 'F')","(91.0, 'Po')",11.0
1734,Po,F,-0.022753704611225396,"(91.0, 'Po')","(102.0, 'F')",11.0
1735,F,At,0.4964903499904203,"(102.0, 'F')","(96.0, 'At')",6.0
1736,At,F,0.4964903499904203,"(96.0, 'At')","(102.0, 'F')",6.0
1737,F,Rn,0.0686916745873369,"(102.0, 'F')","(6.0, 'Rn')",96.0
1738,Rn,F,0.0686916745873369,"(6.0, 'Rn')","(102.0, 'F')",96.0
1739,F,Fr,0.46281846460842835,"(102.0, 'F')","(7.0, 'Fr')",95.0
1740,Fr,F,0.46281846460842835,"(7.0, 'Fr')","(102.0, 'F')",95.0
1741,F,Ra,-0.13551499930851146,"(102.0, 'F')","(13.0, 'Ra')",89.0
1742,Ra,F,-0.13551499930851146,"(13.0, 'Ra')","(102.0, 'F')",89.0
1743,F,Ac,-0.037975035696557996,"(102.0, 'F')","(48.0, 'Ac')",54.0
1744,Ac,F,-0.037975035696557996,"(48.0, 'Ac')","(102.0, 'F')",54.0
1745,F,Th,0.09702563910163231,"(102.0, 'F')","(47.0, 'Th')",55.0
1746,Th,F,0.09702563910163231,"(47.0, 'Th')","(102.0, 'F')",55.0
1747,F,Pa,-0.05836587533274076,"(102.0, 'F')","(46.0, 'Pa')",56.0
1748,Pa,F,-0.05836587533274076,"(46.0, 'Pa')","(102.0, 'F')",56.0
1749,F,U,-0.04470035301484509,"(102.0, 'F')","(45.0, 'U')",57.0
1750,U,F,-0.04470035301484509,"(45.0, 'U')","(102.0, 'F')",57.0
1751,F,Np,-0.25346574089857954,"(102.0, 'F')","(44.0, 'Np')",58.0
1752,Np,F,-0.25346574089857954,"(44.0, 'Np')","(102.0, 'F')",58.0
1753,F,Pu,-0.2386740829514492,"(102.0, 'F')","(43.0, 'Pu')",59.0
1754,Pu,F,-0.2386740829514492,"(43.0, 'Pu')","(102.0, 'F')",59.0
1755,F,Am,-0.1759787924807213,"(102.0, 'F')","(42.0, 'Am')",60.0
1756,Am,F,-0.1759787924807213,"(42.0, 'Am')","(102.0, 'F')",60.0
1757,F,Cm,0.07022662084450168,"(102.0, 'F')","(41.0, 'Cm')",61.0
1758,Cm,F,0.07022662084450168,"(41.0, 'Cm')","(102.0, 'F')",61.0
1759,F,Bk,0.15297869086524465,"(102.0, 'F')","(40.0, 'Bk')",62.0
1760,Bk,F,0.15297869086524465,"(40.0, 'Bk')","(102.0, 'F')",62.0
1761,F,Cf,0.4331959425925732,"(102.0, 'F')","(39.0, 'Cf')",63.0
1762,Cf,F,0.4331959425925732,"(39.0, 'Cf')","(102.0, 'F')",63.0
1763,F,Es,0.4081251899745455,"(102.0, 'F')","(38.0, 'Es')",64.0
1764,Es,F,0.4081251899745455,"(38.0, 'Es')","(102.0, 'F')",64.0
1765,F,Fm,0.33683041731798413,"(102.0, 'F')","(37.0, 'Fm')",65.0
1766,Fm,F,0.33683041731798413,"(37.0, 'Fm')","(102.0, 'F')",65.0
1767,F,Md,-0.261980516214244,"(102.0, 'F')","(36.0, 'Md')",66.0
1768,Md,F,-0.261980516214244,"(36.0, 'Md')","(102.0, 'F')",66.0
1769,F,No,0.37676349867298553,"(102.0, 'F')","(35.0, 'No')",67.0
1770,No,F,0.37676349867298553,"(35.0, 'No')","(102.0, 'F')",67.0
1771,F,Lr,0.31291373682476886,"(102.0, 'F')","(34.0, 'Lr')",68.0
1772,Lr,F,0.31291373682476886,"(34.0, 'Lr')","(102.0, 'F')",68.0
1773,Ne,Ne,0.9999999999999998,"(2.0, 'Ne')","(2.0, 'Ne')",0.0
1774,Ne,Na,0.6726696007568702,"(2.0, 'Ne')","(11.0, 'Na')",9.0
1775,Na,Ne,0.6726696007568702,"(11.0, 'Na')","(2.0, 'Ne')",9.0
1776,Ne,Mg,0.461573570736105,"(2.0, 'Ne')","(73.0, 'Mg')",71.0
1777,Mg,Ne,0.461573570736105,"(73.0, 'Mg')","(2.0, 'Ne')",71.0
1778,Ne,Al,0.44703786027653214,"(2.0, 'Ne')","(80.0, 'Al')",78.0
1779,Al,Ne,0.44703786027653214,"(80.0, 'Al')","(2.0, 'Ne')",78.0
1780,Ne,Si,0.5467481447411846,"(2.0, 'Ne')","(85.0, 'Si')",83.0
1781,Si,Ne,0.5467481447411846,"(85.0, 'Si')","(2.0, 'Ne')",83.0
1782,Ne,P,0.47712823200504273,"(2.0, 'Ne')","(90.0, 'P')",88.0
1783,P,Ne,0.47712823200504273,"(90.0, 'P')","(2.0, 'Ne')",88.0
1784,Ne,S,0.6150590797649553,"(2.0, 'Ne')","(94.0, 'S')",92.0
1785,S,Ne,0.6150590797649553,"(94.0, 'S')","(2.0, 'Ne')",92.0
1786,Ne,Cl,0.7735535057934486,"(2.0, 'Ne')","(99.0, 'Cl')",97.0
1787,Cl,Ne,0.7735535057934486,"(99.0, 'Cl')","(2.0, 'Ne')",97.0
1788,Ne,Ar,0.8591143927717491,"(2.0, 'Ne')","(3.0, 'Ar')",1.0
1789,Ar,Ne,0.8591143927717491,"(3.0, 'Ar')","(2.0, 'Ne')",1.0
1790,Ne,K,0.7637463352482154,"(2.0, 'Ne')","(10.0, 'K')",8.0
1791,K,Ne,0.7637463352482154,"(10.0, 'K')","(2.0, 'Ne')",8.0
1792,Ne,Ca,0.3431287993846868,"(2.0, 'Ne')","(16.0, 'Ca')",14.0
1793,Ca,Ne,0.3431287993846868,"(16.0, 'Ca')","(2.0, 'Ne')",14.0
1794,Ne,Sc,0.012552626012965721,"(2.0, 'Ne')","(19.0, 'Sc')",17.0
1795,Sc,Ne,0.012552626012965721,"(19.0, 'Sc')","(2.0, 'Ne')",17.0
1796,Ne,Ti,0.20112049586040642,"(2.0, 'Ne')","(51.0, 'Ti')",49.0
1797,Ti,Ne,0.20112049586040642,"(51.0, 'Ti')","(2.0, 'Ne')",49.0
1798,Ne,V,0.31061314528657236,"(2.0, 'Ne')","(54.0, 'V')",52.0
1799,V,Ne,0.31061314528657236,"(54.0, 'V')","(2.0, 'Ne')",52.0
1800,Ne,Cr,0.22077870957808998,"(2.0, 'Ne')","(57.0, 'Cr')",55.0
1801,Cr,Ne,0.22077870957808998,"(57.0, 'Cr')","(2.0, 'Ne')",55.0
1802,Ne,Mn,0.23865372248612132,"(2.0, 'Ne')","(60.0, 'Mn')",58.0
1803,Mn,Ne,0.23865372248612132,"(60.0, 'Mn')","(2.0, 'Ne')",58.0
1804,Ne,Fe,0.2129789330026046,"(2.0, 'Ne')","(61.0, 'Fe')",59.0
1805,Fe,Ne,0.2129789330026046,"(61.0, 'Fe')","(2.0, 'Ne')",59.0
1806,Ne,Co,0.2507019522423013,"(2.0, 'Ne')","(64.0, 'Co')",62.0
1807,Co,Ne,0.2507019522423013,"(64.0, 'Co')","(2.0, 'Ne')",62.0
1808,Ne,Ni,0.35250127371423245,"(2.0, 'Ne')","(67.0, 'Ni')",65.0
1809,Ni,Ne,0.35250127371423245,"(67.0, 'Ni')","(2.0, 'Ne')",65.0
1810,Ne,Cu,0.3627640379977042,"(2.0, 'Ne')","(72.0, 'Cu')",70.0
1811,Cu,Ne,0.3627640379977042,"(72.0, 'Cu')","(2.0, 'Ne')",70.0
1812,Ne,Zn,0.3109917134579845,"(2.0, 'Ne')","(76.0, 'Zn')",74.0
1813,Zn,Ne,0.3109917134579845,"(76.0, 'Zn')","(2.0, 'Ne')",74.0
1814,Ne,Ga,0.2857231062176387,"(2.0, 'Ne')","(81.0, 'Ga')",79.0
1815,Ga,Ne,0.2857231062176387,"(81.0, 'Ga')","(2.0, 'Ne')",79.0
1816,Ne,Ge,0.40174345748001394,"(2.0, 'Ne')","(84.0, 'Ge')",82.0
1817,Ge,Ne,0.40174345748001394,"(84.0, 'Ge')","(2.0, 'Ne')",82.0
1818,Ne,As,0.29524388733787554,"(2.0, 'Ne')","(89.0, 'As')",87.0
1819,As,Ne,0.29524388733787554,"(89.0, 'As')","(2.0, 'Ne')",87.0
1820,Ne,Se,0.5134065943229688,"(2.0, 'Ne')","(93.0, 'Se')",91.0
1821,Se,Ne,0.5134065943229688,"(93.0, 'Se')","(2.0, 'Ne')",91.0
1822,Ne,Br,0.7169548242459313,"(2.0, 'Ne')","(98.0, 'Br')",96.0
1823,Br,Ne,0.7169548242459313,"(98.0, 'Br')","(2.0, 'Ne')",96.0
1824,Ne,Kr,0.9562450413042984,"(2.0, 'Ne')","(4.0, 'Kr')",2.0
1825,Kr,Ne,0.9562450413042984,"(4.0, 'Kr')","(2.0, 'Ne')",2.0
1826,Ne,Rb,0.7271532592783073,"(2.0, 'Ne')","(9.0, 'Rb')",7.0
1827,Rb,Ne,0.7271532592783073,"(9.0, 'Rb')","(2.0, 'Ne')",7.0
1828,Ne,Sr,0.35089067702410126,"(2.0, 'Ne')","(15.0, 'Sr')",13.0
1829,Sr,Ne,0.35089067702410126,"(15.0, 'Sr')","(2.0, 'Ne')",13.0
1830,Ne,Y,0.017025266272514546,"(2.0, 'Ne')","(25.0, 'Y')",23.0
1831,Y,Ne,0.017025266272514546,"(25.0, 'Y')","(2.0, 'Ne')",23.0
1832,Ne,Zr,0.2811983961188861,"(2.0, 'Ne')","(49.0, 'Zr')",47.0
1833,Zr,Ne,0.2811983961188861,"(49.0, 'Zr')","(2.0, 'Ne')",47.0
1834,Ne,Nb,0.27716157698124194,"(2.0, 'Ne')","(53.0, 'Nb')",51.0
1835,Nb,Ne,0.27716157698124194,"(53.0, 'Nb')","(2.0, 'Ne')",51.0
1836,Ne,Mo,0.3153544320683239,"(2.0, 'Ne')","(56.0, 'Mo')",54.0
1837,Mo,Ne,0.3153544320683239,"(56.0, 'Mo')","(2.0, 'Ne')",54.0
1838,Ne,Tc,0.10857927752796363,"(2.0, 'Ne')","(59.0, 'Tc')",57.0
1839,Tc,Ne,0.10857927752796363,"(59.0, 'Tc')","(2.0, 'Ne')",57.0
1840,Ne,Ru,0.5365645558522236,"(2.0, 'Ne')","(62.0, 'Ru')",60.0
1841,Ru,Ne,0.5365645558522236,"(62.0, 'Ru')","(2.0, 'Ne')",60.0
1842,Ne,Rh,0.17248156774192194,"(2.0, 'Ne')","(65.0, 'Rh')",63.0
1843,Rh,Ne,0.17248156774192194,"(65.0, 'Rh')","(2.0, 'Ne')",63.0
1844,Ne,Pd,0.5335411643908525,"(2.0, 'Ne')","(69.0, 'Pd')",67.0
1845,Pd,Ne,0.5335411643908525,"(69.0, 'Pd')","(2.0, 'Ne')",67.0
1846,Ne,Ag,0.4493338665725946,"(2.0, 'Ne')","(71.0, 'Ag')",69.0
1847,Ag,Ne,0.4493338665725946,"(71.0, 'Ag')","(2.0, 'Ne')",69.0
1848,Ne,Cd,0.3732193763687096,"(2.0, 'Ne')","(75.0, 'Cd')",73.0
1849,Cd,Ne,0.3732193763687096,"(75.0, 'Cd')","(2.0, 'Ne')",73.0
1850,Ne,In,0.3409441896147144,"(2.0, 'Ne')","(79.0, 'In')",77.0
1851,In,Ne,0.3409441896147144,"(79.0, 'In')","(2.0, 'Ne')",77.0
1852,Ne,Sn,0.33165917429579583,"(2.0, 'Ne')","(83.0, 'Sn')",81.0
1853,Sn,Ne,0.33165917429579583,"(83.0, 'Sn')","(2.0, 'Ne')",81.0
1854,Ne,Sb,0.15120754991170243,"(2.0, 'Ne')","(88.0, 'Sb')",86.0
1855,Sb,Ne,0.15120754991170243,"(88.0, 'Sb')","(2.0, 'Ne')",86.0
1856,Ne,Te,0.4520412249387636,"(2.0, 'Ne')","(92.0, 'Te')",90.0
1857,Te,Ne,0.4520412249387636,"(92.0, 'Te')","(2.0, 'Ne')",90.0
1858,Ne,I,0.6726662664402541,"(2.0, 'Ne')","(97.0, 'I')",95.0
1859,I,Ne,0.6726662664402541,"(97.0, 'I')","(2.0, 'Ne')",95.0
1860,Ne,Xe,0.8887824112170704,"(2.0, 'Ne')","(5.0, 'Xe')",3.0
1861,Xe,Ne,0.8887824112170704,"(5.0, 'Xe')","(2.0, 'Ne')",3.0
1862,Ne,Cs,0.7406910123194662,"(2.0, 'Ne')","(8.0, 'Cs')",6.0
1863,Cs,Ne,0.7406910123194662,"(8.0, 'Cs')","(2.0, 'Ne')",6.0
1864,Ne,Ba,0.38794267842613905,"(2.0, 'Ne')","(14.0, 'Ba')",12.0
1865,Ba,Ne,0.38794267842613905,"(14.0, 'Ba')","(2.0, 'Ne')",12.0
1866,Ne,La,0.1240097055626271,"(2.0, 'Ne')","(33.0, 'La')",31.0
1867,La,Ne,0.1240097055626271,"(33.0, 'La')","(2.0, 'Ne')",31.0
1868,Ne,Ce,0.10463382955772936,"(2.0, 'Ne')","(32.0, 'Ce')",30.0
1869,Ce,Ne,0.10463382955772936,"(32.0, 'Ce')","(2.0, 'Ne')",30.0
1870,Ne,Pr,-0.06855366807780666,"(2.0, 'Ne')","(31.0, 'Pr')",29.0
1871,Pr,Ne,-0.06855366807780666,"(31.0, 'Pr')","(2.0, 'Ne')",29.0
1872,Ne,Nd,0.1538308075586517,"(2.0, 'Ne')","(30.0, 'Nd')",28.0
1873,Nd,Ne,0.1538308075586517,"(30.0, 'Nd')","(2.0, 'Ne')",28.0
1874,Ne,Pm,0.015849777901821068,"(2.0, 'Ne')","(29.0, 'Pm')",27.0
1875,Pm,Ne,0.015849777901821068,"(29.0, 'Pm')","(2.0, 'Ne')",27.0
1876,Ne,Sm,0.0404349120883524,"(2.0, 'Ne')","(28.0, 'Sm')",26.0
1877,Sm,Ne,0.0404349120883524,"(28.0, 'Sm')","(2.0, 'Ne')",26.0
1878,Ne,Eu,0.25436083608515736,"(2.0, 'Ne')","(18.0, 'Eu')",16.0
1879,Eu,Ne,0.25436083608515736,"(18.0, 'Eu')","(2.0, 'Ne')",16.0
1880,Ne,Gd,0.012420506223404213,"(2.0, 'Ne')","(27.0, 'Gd')",25.0
