,ele_1,ele_2,pearson_corr,mend_1,mend_2,mend_diff
454,Fe,Li,0.024562815053362164,"(61.0, 'Fe')","(12.0, 'Li')",49.0
455,Li,Co,0.12989510365763193,"(12.0, 'Li')","(64.0, 'Co')",52.0
456,Co,Li,0.12989510365763193,"(64.0, 'Co')","(12.0, 'Li')",52.0
457,Li,Ni,0.26239058280726407,"(12.0, 'Li')","(67.0, 'Ni')",55.0
458,Ni,Li,0.26239058280726407,"(67.0, 'Ni')","(12.0, 'Li')",55.0
459,Li,Cu,0.3875298294876023,"(12.0, 'Li')","(72.0, 'Cu')",60.0
460,Cu,Li,0.3875298294876023,"(72.0, 'Cu')","(12.0, 'Li')",60.0
461,Li,Zn,0.3511753232232555,"(12.0, 'Li')","(76.0, 'Zn')",64.0
462,Zn,Li,0.3511753232232555,"(76.0, 'Zn')","(12.0, 'Li')",64.0
463,Li,Ga,0.2186895730469201,"(12.0, 'Li')","(81.0, 'Ga')",69.0
464,Ga,Li,0.2186895730469201,"(81.0, 'Ga')","(12.0, 'Li')",69.0
465,Li,Ge,0.18636000624290538,"(12.0, 'Li')","(84.0, 'Ge')",72.0
466,Ge,Li,0.18636000624290538,"(84.0, 'Ge')","(12.0, 'Li')",72.0
467,Li,As,0.252039796440397,"(12.0, 'Li')","(89.0, 'As')",77.0
468,As,Li,0.252039796440397,"(89.0, 'As')","(12.0, 'Li')",77.0
469,Li,Se,0.24415708398926927,"(12.0, 'Li')","(93.0, 'Se')",81.0
470,Se,Li,0.24415708398926927,"(93.0, 'Se')","(12.0, 'Li')",81.0
471,Li,Br,0.46032127000715206,"(12.0, 'Li')","(98.0, 'Br')",86.0
472,Br,Li,0.46032127000715206,"(98.0, 'Br')","(12.0, 'Li')",86.0
473,Li,Kr,0.6184871945508785,"(12.0, 'Li')","(4.0, 'Kr')",8.0
474,Kr,Li,0.6184871945508785,"(4.0, 'Kr')","(12.0, 'Li')",8.0
475,Li,Rb,0.763456649379296,"(12.0, 'Li')","(9.0, 'Rb')",3.0
476,Rb,Li,0.763456649379296,"(9.0, 'Rb')","(12.0, 'Li')",3.0
477,Li,Sr,0.41329551804958237,"(12.0, 'Li')","(15.0, 'Sr')",3.0
478,Sr,Li,0.41329551804958237,"(15.0, 'Sr')","(12.0, 'Li')",3.0
479,Li,Y,0.1528510193093304,"(12.0, 'Li')","(25.0, 'Y')",13.0
480,Y,Li,0.1528510193093304,"(25.0, 'Y')","(12.0, 'Li')",13.0
481,Li,Zr,0.27747114682689455,"(12.0, 'Li')","(49.0, 'Zr')",37.0
482,Zr,Li,0.27747114682689455,"(49.0, 'Zr')","(12.0, 'Li')",37.0
483,Li,Nb,0.18845305322120817,"(12.0, 'Li')","(53.0, 'Nb')",41.0
484,Nb,Li,0.18845305322120817,"(53.0, 'Nb')","(12.0, 'Li')",41.0
485,Li,Mo,0.1357233915133721,"(12.0, 'Li')","(56.0, 'Mo')",44.0
486,Mo,Li,0.1357233915133721,"(56.0, 'Mo')","(12.0, 'Li')",44.0
487,Li,Tc,0.23467989378807325,"(12.0, 'Li')","(59.0, 'Tc')",47.0
488,Tc,Li,0.23467989378807325,"(59.0, 'Tc')","(12.0, 'Li')",47.0
489,Li,Ru,0.22106811653287017,"(12.0, 'Li')","(62.0, 'Ru')",50.0
490,Ru,Li,0.22106811653287017,"(62.0, 'Ru')","(12.0, 'Li')",50.0
491,Li,Rh,0.09265688594378571,"(12.0, 'Li')","(65.0, 'Rh')",53.0
492,Rh,Li,0.09265688594378571,"(65.0, 'Rh')","(12.0, 'Li')",53.0
493,Li,Pd,0.2982130258277923,"(12.0, 'Li')","(69.0, 'Pd')",57.0
494,Pd,Li,0.2982130258277923,"(69.0, 'Pd')","(12.0, 'Li')",57.0
495,Li,Ag,0.5704572329284445,"(12.0, 'Li')","(71.0, 'Ag')",59.0
496,Ag,Li,0.5704572329284445,"(71.0, 'Ag')","(12.0, 'Li')",59.0
497,Li,Cd,0.3301518772497238,"(12.0, 'Li')","(75.0, 'Cd')",63.0
498,Cd,Li,0.3301518772497238,"(75.0, 'Cd')","(12.0, 'Li')",63.0
499,Li,In,0.31271105248226394,"(12.0, 'Li')","(79.0, 'In')",67.0
500,In,Li,0.31271105248226394,"(79.0, 'In')","(12.0, 'Li')",67.0
501,Li,Sn,0.19994401437458215,"(12.0, 'Li')","(83.0, 'Sn')",71.0
502,Sn,Li,0.19994401437458215,"(83.0, 'Sn')","(12.0, 'Li')",71.0
503,Li,Sb,0.07898432796036045,"(12.0, 'Li')","(88.0, 'Sb')",76.0
504,Sb,Li,0.07898432796036045,"(88.0, 'Sb')","(12.0, 'Li')",76.0
505,Li,Te,0.20299978755254597,"(12.0, 'Li')","(92.0, 'Te')",80.0
506,Te,Li,0.20299978755254597,"(92.0, 'Te')","(12.0, 'Li')",80.0
507,Li,I,0.38419384151162833,"(12.0, 'Li')","(97.0, 'I')",85.0
508,I,Li,0.38419384151162833,"(97.0, 'I')","(12.0, 'Li')",85.0
509,Li,Xe,0.5287278933192983,"(12.0, 'Li')","(5.0, 'Xe')",7.0
510,Xe,Li,0.5287278933192983,"(5.0, 'Xe')","(12.0, 'Li')",7.0
511,Li,Cs,0.692989128718605,"(12.0, 'Li')","(8.0, 'Cs')",4.0
512,Cs,Li,0.692989128718605,"(8.0, 'Cs')","(12.0, 'Li')",4.0
513,Li,Ba,0.47397177444963134,"(12.0, 'Li')","(14.0, 'Ba')",2.0
514,Ba,Li,0.47397177444963134,"(14.0, 'Ba')","(12.0, 'Li')",2.0
515,Li,La,0.2051743837029389,"(12.0, 'Li')","(33.0, 'La')",21.0
516,La,Li,0.2051743837029389,"(33.0, 'La')","(12.0, 'Li')",21.0
517,Li,Ce,0.16363831021799785,"(12.0, 'Li')","(32.0, 'Ce')",20.0
518,Ce,Li,0.16363831021799785,"(32.0, 'Ce')","(12.0, 'Li')",20.0
519,Li,Pr,0.1132856535852547,"(12.0, 'Li')","(31.0, 'Pr')",19.0
520,Pr,Li,0.1132856535852547,"(31.0, 'Pr')","(12.0, 'Li')",19.0
521,Li,Nd,0.12453964518059468,"(12.0, 'Li')","(30.0, 'Nd')",18.0
522,Nd,Li,0.12453964518059468,"(30.0, 'Nd')","(12.0, 'Li')",18.0
523,Li,Pm,0.12343813035726603,"(12.0, 'Li')","(29.0, 'Pm')",17.0
524,Pm,Li,0.12343813035726603,"(29.0, 'Pm')","(12.0, 'Li')",17.0
525,Li,Sm,0.13989836067768957,"(12.0, 'Li')","(28.0, 'Sm')",16.0
526,Sm,Li,0.13989836067768957,"(28.0, 'Sm')","(12.0, 'Li')",16.0
527,Li,Eu,0.26017930681067214,"(12.0, 'Li')","(18.0, 'Eu')",6.0
528,Eu,Li,0.26017930681067214,"(18.0, 'Eu')","(12.0, 'Li')",6.0
529,Li,Gd,0.1060691598498916,"(12.0, 'Li')","(27.0, 'Gd')",15.0
530,Gd,Li,0.1060691598498916,"(27.0, 'Gd')","(12.0, 'Li')",15.0
531,Li,Tb,0.07075278257249107,"(12.0, 'Li')","(26.0, 'Tb')",14.0
532,Tb,Li,0.07075278257249107,"(26.0, 'Tb')","(12.0, 'Li')",14.0
533,Li,Dy,0.06318243710071157,"(12.0, 'Li')","(24.0, 'Dy')",12.0
534,Dy,Li,0.06318243710071157,"(24.0, 'Dy')","(12.0, 'Li')",12.0
535,Li,Ho,0.04831408846141415,"(12.0, 'Li')","(23.0, 'Ho')",11.0
536,Ho,Li,0.04831408846141415,"(23.0, 'Ho')","(12.0, 'Li')",11.0
537,Li,Er,0.055466241245468326,"(12.0, 'Li')","(22.0, 'Er')",10.0
538,Er,Li,0.055466241245468326,"(22.0, 'Er')","(12.0, 'Li')",10.0
539,Li,Tm,0.12400589448270513,"(12.0, 'Li')","(21.0, 'Tm')",9.0
540,Tm,Li,0.12400589448270513,"(21.0, 'Tm')","(12.0, 'Li')",9.0
541,Li,Yb,0.2861353003692855,"(12.0, 'Li')","(17.0, 'Yb')",5.0
542,Yb,Li,0.2861353003692855,"(17.0, 'Yb')","(12.0, 'Li')",5.0
543,Li,Lu,0.0725173430233802,"(12.0, 'Li')","(20.0, 'Lu')",8.0
544,Lu,Li,0.0725173430233802,"(20.0, 'Lu')","(12.0, 'Li')",8.0
545,Li,Hf,0.21375040675241153,"(12.0, 'Li')","(50.0, 'Hf')",38.0
546,Hf,Li,0.21375040675241153,"(50.0, 'Hf')","(12.0, 'Li')",38.0
547,Li,Ta,0.3197327581067326,"(12.0, 'Li')","(52.0, 'Ta')",40.0
548,Ta,Li,0.3197327581067326,"(52.0, 'Ta')","(12.0, 'Li')",40.0
549,Li,W,0.21488917150460854,"(12.0, 'Li')","(55.0, 'W')",43.0
550,W,Li,0.21488917150460854,"(55.0, 'W')","(12.0, 'Li')",43.0
551,Li,Re,0.13692129371706604,"(12.0, 'Li')","(58.0, 'Re')",46.0
552,Re,Li,0.13692129371706604,"(58.0, 'Re')","(12.0, 'Li')",46.0
553,Li,Os,0.12053690656970467,"(12.0, 'Li')","(63.0, 'Os')",51.0
554,Os,Li,0.12053690656970467,"(63.0, 'Os')","(12.0, 'Li')",51.0
555,Li,Ir,0.042544574211090334,"(12.0, 'Li')","(66.0, 'Ir')",54.0
556,Ir,Li,0.042544574211090334,"(66.0, 'Ir')","(12.0, 'Li')",54.0
557,Li,Pt,0.3786645913452429,"(12.0, 'Li')","(68.0, 'Pt')",56.0
558,Pt,Li,0.3786645913452429,"(68.0, 'Pt')","(12.0, 'Li')",56.0
559,Li,Au,0.39135200656713487,"(12.0, 'Li')","(70.0, 'Au')",58.0
560,Au,Li,0.39135200656713487,"(70.0, 'Au')","(12.0, 'Li')",58.0
561,Li,Hg,0.2517340374651909,"(12.0, 'Li')","(74.0, 'Hg')",62.0
562,Hg,Li,0.2517340374651909,"(74.0, 'Hg')","(12.0, 'Li')",62.0
563,Li,Tl,0.3301113084560579,"(12.0, 'Li')","(78.0, 'Tl')",66.0
564,Tl,Li,0.3301113084560579,"(78.0, 'Tl')","(12.0, 'Li')",66.0
565,Li,Pb,0.1372082971166073,"(12.0, 'Li')","(82.0, 'Pb')",70.0
566,Pb,Li,0.1372082971166073,"(82.0, 'Pb')","(12.0, 'Li')",70.0
567,Li,Bi,0.03741888396677724,"(12.0, 'Li')","(87.0, 'Bi')",75.0
568,Bi,Li,0.03741888396677724,"(87.0, 'Bi')","(12.0, 'Li')",75.0
569,Li,Po,-0.0025439923894631893,"(12.0, 'Li')","(91.0, 'Po')",79.0
570,Po,Li,-0.0025439923894631893,"(91.0, 'Po')","(12.0, 'Li')",79.0
571,Li,At,0.3658370745697175,"(12.0, 'Li')","(96.0, 'At')",84.0
572,At,Li,0.3658370745697175,"(96.0, 'At')","(12.0, 'Li')",84.0
573,Li,Rn,0.2896330813390141,"(12.0, 'Li')","(6.0, 'Rn')",6.0
574,Rn,Li,0.2896330813390141,"(6.0, 'Rn')","(12.0, 'Li')",6.0
575,Li,Fr,0.4541333189511186,"(12.0, 'Li')","(7.0, 'Fr')",5.0
576,Fr,Li,0.4541333189511186,"(7.0, 'Fr')","(12.0, 'Li')",5.0
577,Li,Ra,0.17316152807538526,"(12.0, 'Li')","(13.0, 'Ra')",1.0
578,Ra,Li,0.17316152807538526,"(13.0, 'Ra')","(12.0, 'Li')",1.0
579,Li,Ac,0.2953980687292109,"(12.0, 'Li')","(48.0, 'Ac')",36.0
580,Ac,Li,0.2953980687292109,"(48.0, 'Ac')","(12.0, 'Li')",36.0
581,Li,Th,0.1774514755760945,"(12.0, 'Li')","(47.0, 'Th')",35.0
582,Th,Li,0.1774514755760945,"(47.0, 'Th')","(12.0, 'Li')",35.0
583,Li,Pa,0.06369750709402076,"(12.0, 'Li')","(46.0, 'Pa')",34.0
584,Pa,Li,0.06369750709402076,"(46.0, 'Pa')","(12.0, 'Li')",34.0
585,Li,U,-0.13990864204801032,"(12.0, 'Li')","(45.0, 'U')",33.0
586,U,Li,-0.13990864204801032,"(45.0, 'U')","(12.0, 'Li')",33.0
587,Li,Np,-0.14346640674461372,"(12.0, 'Li')","(44.0, 'Np')",32.0
588,Np,Li,-0.14346640674461372,"(44.0, 'Np')","(12.0, 'Li')",32.0
589,Li,Pu,-0.1349588907803405,"(12.0, 'Li')","(43.0, 'Pu')",31.0
590,Pu,Li,-0.1349588907803405,"(43.0, 'Pu')","(12.0, 'Li')",31.0
591,Li,Am,-0.02763283128177863,"(12.0, 'Li')","(42.0, 'Am')",30.0
592,Am,Li,-0.02763283128177863,"(42.0, 'Am')","(12.0, 'Li')",30.0
593,Li,Cm,0.07556307271337331,"(12.0, 'Li')","(41.0, 'Cm')",29.0
594,Cm,Li,0.07556307271337331,"(41.0, 'Cm')","(12.0, 'Li')",29.0
595,Li,Bk,0.19712165294284834,"(12.0, 'Li')","(40.0, 'Bk')",28.0
596,Bk,Li,0.19712165294284834,"(40.0, 'Bk')","(12.0, 'Li')",28.0
597,Li,Cf,0.2973309854849725,"(12.0, 'Li')","(39.0, 'Cf')",27.0
598,Cf,Li,0.2973309854849725,"(39.0, 'Cf')","(12.0, 'Li')",27.0
599,Li,Es,0.39954000421290403,"(12.0, 'Li')","(38.0, 'Es')",26.0
600,Es,Li,0.39954000421290403,"(38.0, 'Es')","(12.0, 'Li')",26.0
601,Li,Fm,0.21047683745290216,"(12.0, 'Li')","(37.0, 'Fm')",25.0
602,Fm,Li,0.21047683745290216,"(37.0, 'Fm')","(12.0, 'Li')",25.0
603,Li,Md,0.029168965283771376,"(12.0, 'Li')","(36.0, 'Md')",24.0
604,Md,Li,0.029168965283771376,"(36.0, 'Md')","(12.0, 'Li')",24.0
605,Li,No,0.32529300969194264,"(12.0, 'Li')","(35.0, 'No')",23.0
606,No,Li,0.32529300969194264,"(35.0, 'No')","(12.0, 'Li')",23.0
607,Li,Lr,0.4951650659238008,"(12.0, 'Li')","(34.0, 'Lr')",22.0
608,Lr,Li,0.4951650659238008,"(34.0, 'Lr')","(12.0, 'Li')",22.0
609,Be,Be,1.0,"(77.0, 'Be')","(77.0, 'Be')",0.0
610,Be,B,0.34282826801327654,"(77.0, 'Be')","(86.0, 'B')",9.0
611,B,Be,0.34282826801327654,"(86.0, 'B')","(77.0, 'Be')",9.0
612,Be,C,0.23348425276075552,"(77.0, 'Be')","(95.0, 'C')",18.0
613,C,Be,0.23348425276075552,"(95.0, 'C')","(77.0, 'Be')",18.0
614,Be,N,0.11154608674402927,"(77.0, 'Be')","(100.0, 'N')",23.0
615,N,Be,0.11154608674402927,"(100.0, 'N')","(77.0, 'Be')",23.0
616,Be,O,0.19064109756766054,"(77.0, 'Be')","(101.0, 'O')",24.0
617,O,Be,0.19064109756766054,"(101.0, 'O')","(77.0, 'Be')",24.0
618,Be,F,0.14961590066417238,"(77.0, 'Be')","(102.0, 'F')",25.0
619,F,Be,0.14961590066417238,"(102.0, 'F')","(77.0, 'Be')",25.0
620,Be,Ne,0.5648870759257574,"(77.0, 'Be')","(2.0, 'Ne')",75.0
621,Ne,Be,0.5648870759257574,"(2.0, 'Ne')","(77.0, 'Be')",75.0
622,Be,Na,0.40872447776539034,"(77.0, 'Be')","(11.0, 'Na')",66.0
623,Na,Be,0.40872447776539034,"(11.0, 'Na')","(77.0, 'Be')",66.0
624,Be,Mg,0.7642214758272783,"(77.0, 'Be')","(73.0, 'Mg')",4.0
625,Mg,Be,0.7642214758272783,"(73.0, 'Mg')","(77.0, 'Be')",4.0
626,Be,Al,0.4942247723727623,"(77.0, 'Be')","(80.0, 'Al')",3.0
627,Al,Be,0.4942247723727623,"(80.0, 'Al')","(77.0, 'Be')",3.0
628,Be,Si,0.4591915482533938,"(77.0, 'Be')","(85.0, 'Si')",8.0
629,Si,Be,0.4591915482533938,"(85.0, 'Si')","(77.0, 'Be')",8.0
630,Be,P,0.3661137931091989,"(77.0, 'Be')","(90.0, 'P')",13.0
631,P,Be,0.3661137931091989,"(90.0, 'P')","(77.0, 'Be')",13.0
632,Be,S,0.21738721299129407,"(77.0, 'Be')","(94.0, 'S')",17.0
633,S,Be,0.21738721299129407,"(94.0, 'S')","(77.0, 'Be')",17.0
634,Be,Cl,0.2766495868712404,"(77.0, 'Be')","(99.0, 'Cl')",22.0
635,Cl,Be,0.2766495868712404,"(99.0, 'Cl')","(77.0, 'Be')",22.0
636,Be,Ar,0.3541125356050327,"(77.0, 'Be')","(3.0, 'Ar')",74.0
637,Ar,Be,0.3541125356050327,"(3.0, 'Ar')","(77.0, 'Be')",74.0
638,Be,K,0.40533147103503553,"(77.0, 'Be')","(10.0, 'K')",67.0
639,K,Be,0.40533147103503553,"(10.0, 'K')","(77.0, 'Be')",67.0
640,Be,Ca,0.5739118399039982,"(77.0, 'Be')","(16.0, 'Ca')",61.0
641,Ca,Be,0.5739118399039982,"(16.0, 'Ca')","(77.0, 'Be')",61.0
642,Be,Sc,0.24622267560192773,"(77.0, 'Be')","(19.0, 'Sc')",58.0
643,Sc,Be,0.24622267560192773,"(19.0, 'Sc')","(77.0, 'Be')",58.0
644,Be,Ti,0.24846410659067603,"(77.0, 'Be')","(51.0, 'Ti')",26.0
645,Ti,Be,0.24846410659067603,"(51.0, 'Ti')","(77.0, 'Be')",26.0
646,Be,V,0.301299193835042,"(77.0, 'Be')","(54.0, 'V')",23.0
647,V,Be,0.301299193835042,"(54.0, 'V')","(77.0, 'Be')",23.0
648,Be,Cr,0.34305807260795196,"(77.0, 'Be')","(57.0, 'Cr')",20.0
649,Cr,Be,0.34305807260795196,"(57.0, 'Cr')","(77.0, 'Be')",20.0
650,Be,Mn,0.4387193238937577,"(77.0, 'Be')","(60.0, 'Mn')",17.0
651,Mn,Be,0.4387193238937577,"(60.0, 'Mn')","(77.0, 'Be')",17.0
652,Be,Fe,0.2734652729884882,"(77.0, 'Be')","(61.0, 'Fe')",16.0
653,Fe,Be,0.2734652729884882,"(61.0, 'Fe')","(77.0, 'Be')",16.0
654,Be,Co,0.3802874456567513,"(77.0, 'Be')","(64.0, 'Co')",13.0
655,Co,Be,0.3802874456567513,"(64.0, 'Co')","(77.0, 'Be')",13.0
656,Be,Ni,0.509741763724365,"(77.0, 'Be')","(67.0, 'Ni')",10.0
657,Ni,Be,0.509741763724365,"(67.0, 'Ni')","(77.0, 'Be')",10.0
658,Be,Cu,0.4628613670366578,"(77.0, 'Be')","(72.0, 'Cu')",5.0
659,Cu,Be,0.4628613670366578,"(72.0, 'Cu')","(77.0, 'Be')",5.0
660,Be,Zn,0.6517324251063652,"(77.0, 'Be')","(76.0, 'Zn')",1.0
661,Zn,Be,0.6517324251063652,"(76.0, 'Zn')","(77.0, 'Be')",1.0
662,Be,Ga,0.3873338127240781,"(77.0, 'Be')","(81.0, 'Ga')",4.0
663,Ga,Be,0.3873338127240781,"(81.0, 'Ga')","(77.0, 'Be')",4.0
664,Be,Ge,0.5300190785575737,"(77.0, 'Be')","(84.0, 'Ge')",7.0
665,Ge,Be,0.5300190785575737,"(84.0, 'Ge')","(77.0, 'Be')",7.0
666,Be,As,0.4397116159950707,"(77.0, 'Be')","(89.0, 'As')",12.0
667,As,Be,0.4397116159950707,"(89.0, 'As')","(77.0, 'Be')",12.0
668,Be,Se,0.3751951740736801,"(77.0, 'Be')","(93.0, 'Se')",16.0
669,Se,Be,0.3751951740736801,"(93.0, 'Se')","(77.0, 'Be')",16.0
670,Be,Br,0.25510458074367015,"(77.0, 'Be')","(98.0, 'Br')",21.0
671,Br,Be,0.25510458074367015,"(98.0, 'Br')","(77.0, 'Be')",21.0
672,Be,Kr,0.5431155103954666,"(77.0, 'Be')","(4.0, 'Kr')",73.0
673,Kr,Be,0.5431155103954666,"(4.0, 'Kr')","(77.0, 'Be')",73.0
674,Be,Rb,0.34694446201649176,"(77.0, 'Be')","(9.0, 'Rb')",68.0
675,Rb,Be,0.34694446201649176,"(9.0, 'Rb')","(77.0, 'Be')",68.0
676,Be,Sr,0.46274820264216565,"(77.0, 'Be')","(15.0, 'Sr')",62.0
677,Sr,Be,0.46274820264216565,"(15.0, 'Sr')","(77.0, 'Be')",62.0
678,Be,Y,0.192994911797233,"(77.0, 'Be')","(25.0, 'Y')",52.0
679,Y,Be,0.192994911797233,"(25.0, 'Y')","(77.0, 'Be')",52.0
680,Be,Zr,0.3588651216151888,"(77.0, 'Be')","(49.0, 'Zr')",28.0
681,Zr,Be,0.3588651216151888,"(49.0, 'Zr')","(77.0, 'Be')",28.0
682,Be,Nb,0.26116720567369855,"(77.0, 'Be')","(53.0, 'Nb')",24.0
683,Nb,Be,0.26116720567369855,"(53.0, 'Nb')","(77.0, 'Be')",24.0
684,Be,Mo,0.36025713015235195,"(77.0, 'Be')","(56.0, 'Mo')",21.0
685,Mo,Be,0.36025713015235195,"(56.0, 'Mo')","(77.0, 'Be')",21.0
686,Be,Tc,0.3090149206662701,"(77.0, 'Be')","(59.0, 'Tc')",18.0
687,Tc,Be,0.3090149206662701,"(59.0, 'Tc')","(77.0, 'Be')",18.0
688,Be,Ru,0.39678385306627406,"(77.0, 'Be')","(62.0, 'Ru')",15.0
689,Ru,Be,0.39678385306627406,"(62.0, 'Ru')","(77.0, 'Be')",15.0
690,Be,Rh,0.30927114807894995,"(77.0, 'Be')","(65.0, 'Rh')",12.0
691,Rh,Be,0.30927114807894995,"(65.0, 'Rh')","(77.0, 'Be')",12.0
692,Be,Pd,0.43508389911500145,"(77.0, 'Be')","(69.0, 'Pd')",8.0
693,Pd,Be,0.43508389911500145,"(69.0, 'Pd')","(77.0, 'Be')",8.0
694,Be,Ag,0.405642866410086,"(77.0, 'Be')","(71.0, 'Ag')",6.0
695,Ag,Be,0.405642866410086,"(71.0, 'Ag')","(77.0, 'Be')",6.0
696,Be,Cd,0.7204907137320309,"(77.0, 'Be')","(75.0, 'Cd')",2.0
697,Cd,Be,0.7204907137320309,"(75.0, 'Cd')","(77.0, 'Be')",2.0
698,Be,In,0.3664429991696184,"(77.0, 'Be')","(79.0, 'In')",2.0
699,In,Be,0.3664429991696184,"(79.0, 'In')","(77.0, 'Be')",2.0
700,Be,Sn,0.49711750919889897,"(77.0, 'Be')","(83.0, 'Sn')",6.0
701,Sn,Be,0.49711750919889897,"(83.0, 'Sn')","(77.0, 'Be')",6.0
702,Be,Sb,0.3522962909484898,"(77.0, 'Be')","(88.0, 'Sb')",11.0
703,Sb,Be,0.3522962909484898,"(88.0, 'Sb')","(77.0, 'Be')",11.0
704,Be,Te,0.5355157824680419,"(77.0, 'Be')","(92.0, 'Te')",15.0
705,Te,Be,0.5355157824680419,"(92.0, 'Te')","(77.0, 'Be')",15.0
706,Be,I,0.26564565142598173,"(77.0, 'Be')","(97.0, 'I')",20.0
707,I,Be,0.26564565142598173,"(97.0, 'I')","(77.0, 'Be')",20.0
708,Be,Xe,0.554915515588347,"(77.0, 'Be')","(5.0, 'Xe')",72.0
