,task_id,pretty_formula,spacegroup.symbol,spacegroup.crystal_system,e_above_hull,structure.lattice.volume,density,band_gap,final_energy,cat_oxi_state,an_oxi_state,coordination,coordination_num,coordination_env
0,mp-23231,AgBr,Fm-3m,cubic,0.03729415000000014,50.0922035521385,6.224582901346875,0.7946,-5.12952725,1.0,-1.0,"[6, 'octahedral']",6.0,octahedral
1,mp-570301,AgBr,P2_1/m,monoclinic,0.04155465500000011,99.85425283174813,6.2451636235626085,0.7603,-10.24201248,1.0,-1.0,"[6, 'octahedral']",6.0,octahedral
2,mp-1008653,AgC,Fm-3m,cubic,2.235510398333333,25.425236687373022,7.829370446328863,0.0,-7.58827808,2.0,-2.0,"[6, 'octahedral']",6.0,octahedral
3,mp-1008912,AgC,F-43m,cubic,2.2577210683333333,30.270417600511994,6.576176098332642,0.0,-7.54385674,2.0,-2.0,"[4, 'tetrahedral']",4.0,tetrahedral
4,mp-22922,AgCl,Fm-3m,cubic,0.0,44.4328633677782,5.356180845292489,1.2003,-5.53483498,1.0,-1.0,"[6, 'octahedral']",6.0,octahedral
5,mp-570687,AgCl,P2_1/m,monoclinic,0.011295567499999937,87.59563002765415,5.433843026115748,0.9324000000000001,-11.02448769,1.0,-1.0,"[6, 'octahedral']",6.0,octahedral
6,mp-570858,AgCl,Cmcm,orthorhombic,0.036032722500000336,85.98636572337942,5.5355392606686955,0.5508000000000002,-10.92553907,1.0,-1.0,"[5, 'square pyramidal']",5.0,square pyramidal
7,mp-7592,AgF,Fm-3m,cubic,0.0,31.802524744424137,6.624220955833901,0.0,-6.75011769,1.0,-1.0,"[6, 'octahedral']",6.0,octahedral
8,mp-22925,AgI,F-43m,cubic,0.0,73.21955895634991,5.324385940884999,1.7236,-4.91777993,1.0,-1.0,"[4, 'tetrahedral']",4.0,tetrahedral
9,mp-22894,AgI,P6_3mc,hexagonal,0.0007171325000001616,146.31152163320257,5.3290292651364375,1.3955,-9.83269133,1.0,-1.0,"[4, 'tetrahedral']",4.0,tetrahedral
10,mp-567809,AgI,P4/nmm,tetragonal,0.024616002500000178,140.5363420731169,5.5480196019640635,2.2061,-9.73709585,1.0,-1.0,"[4, 'tetrahedral']",4.0,tetrahedral
11,mp-580941,AgI,P6_3mc,hexagonal,0.04692876749999986,294.9544272171785,5.286907458662272,1.3759000000000001,-19.29568958,1.0,-1.0,"[4, 'trigonal pyramidal']",4.0,trigonal pyramidal
12,mp-22919,AgI,Fm-3m,cubic,0.09217770000000014,58.69273120224999,6.6422056414720885,1.0059000000000005,-4.73342453,1.0,-1.0,"[6, 'octahedral']",6.0,octahedral
13,mp-568927,AgI,P2_1/m,monoclinic,0.10344356500000007,116.55232633695874,6.689685269394208,1.4011999999999998,-9.4217856,1.0,-1.0,"[6, 'octahedral']",6.0,octahedral
14,mp-22915,AgI,Pm-3m,cubic,0.38989319999999994,57.289251375,6.804927293483764,0.4700000000000002,-4.13799353,1.0,-1.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
15,mp-1056955,AgN,Fm-3m,cubic,1.4081794221433332,24.59136120734822,8.229639302256075,0.0,-7.9686424,3.0,-3.0,"[6, 'octahedral']",6.0,octahedral
16,mp-999197,AgN,P6_3/mmc,hexagonal,1.4177235671433333,49.85319014065959,8.118960175545979,0.0,-15.89910822,3.0,-3.0,"[6, 'octahedral']",6.0,octahedral
17,mp-1091417,AgN,Cmce,orthorhombic,1.5086049221433333,119.76895379583502,6.758948000262353,0.0,-31.0711656,3.0,-3.0,"[4, 'square co-planar']",4.0,square co-planar
18,mp-1009767,AgN,P-6m2,hexagonal,1.5329295771433333,25.320567788066068,7.9926340665769695,0.0,-7.71914209,3.0,-3.0,"[6, 'pentagonal pyramidal']",6.0,pentagonal pyramidal
19,mp-1009766,AgN,F-43m,cubic,1.5379648071433332,30.316073777279907,6.67560166843368,0.0,-7.70907163,3.0,-3.0,"[4, 'tetrahedral']",4.0,tetrahedral
20,mp-499,AgO,Cccm,orthorhombic,0.0,60.92197340196275,6.75247295516384,0.0,-15.96752561,2.0,-2.0,"[4, 'square co-planar']",4.0,square co-planar
21,mp-1065190,AgO,C2/c,monoclinic,0.0028721049999997916,60.35404752006141,6.8160130873612985,0.0,-15.95603719,2.0,-2.0,"[4, 'square co-planar']",4.0,square co-planar
22,mp-1066856,AgO,C2/c,monoclinic,0.006079559999999873,60.46173247887936,6.803873473451433,0.0,-15.94320737,2.0,-2.0,"[4, 'square co-planar']",4.0,square co-planar
23,mp-1079720,AgO,P2_1/c,monoclinic,0.039711927499999966,114.25918694986818,7.2007159993612895,0.026100000000000012,-31.6173558,2.0,-2.0,"[3, 'linear']",3.0,linear
24,mp-1288,AgO,I4_1/a,tetragonal,0.04454070562499979,227.26735308000775,7.240353217422181,0.15260000000000007,-63.15745115,2.0,-2.0,"[3, 'linear']",3.0,linear
25,mp-8222,AgO,F-43m,cubic,0.30653393749999935,32.52392918150042,6.3241740485333695,0.0,-7.37069493,2.0,-2.0,"[4, 'tetrahedral']",4.0,tetrahedral
26,mp-379,AgSe,F-43m,cubic,0.1381535594140626,53.38705785983609,5.811062404994471,0.0,-6.15294326,2.0,-2.0,"[4, 'tetrahedral']",4.0,tetrahedral
27,mp-568761,AgTe,Pnma,orthorhombic,0.0004937296875002772,862.5828542683535,7.25271351002929,0.24039999999999928,-97.08230533,1.0,-1.0,"[5.25, '4-coordinate']",5.25,4-coordinate
28,mp-2172,AlAs,F-43m,cubic,0.0,47.12568016968292,3.590699212089334,1.6871,-9.3732972,3.0,-3.0,"[4, 'tetrahedral']",4.0,tetrahedral
29,mp-8881,AlAs,P6_3mc,hexagonal,0.0060881774999987925,94.2439466541768,3.5909816738761333,1.6862000000000004,-18.72224169,3.0,-3.0,"[4, 'tetrahedral']",4.0,tetrahedral
30,mp-11209,AlAs,P6_3/mmc,hexagonal,0.24746389999999874,74.3815492244361,4.549895623815901,0.0,-17.7567388,3.0,-3.0,"[6, 'octahedral']",6.0,octahedral
31,mp-1399,AlAu,P2_1/m,monoclinic,0.0,141.09738624953624,10.542352100081162,0.0,-31.2299241,0.0,0.0,"[6, '6-coordinate']",6.0,6-coordinate
32,mp-10871,AlAu,Pm-3m,cubic,0.15068768749999872,33.50901486991242,11.097747367525407,0.0,-7.50610565,0.0,0.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
33,mp-1018132,AlBi,F-43m,cubic,0.08913431499999991,67.05333328870022,5.843468147794531,0.30189999999999984,-7.45372358,0.0,0.0,"[4, 'tetrahedral']",4.0,tetrahedral
34,mp-284,AlCo,Pm-3m,cubic,0.0,23.247538259608053,6.13676897511371,0.0,-12.07441751,0.0,0.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
35,mp-2500,AlCu,C2/m,monoclinic,0.0,140.3104157485303,5.356855143165452,0.0,-41.35819198,0.0,0.0,"[8.8, '6-coordinate']",8.8,6-coordinate
36,mp-2658,AlFe,Pm-3m,cubic,0.0,23.747111410883917,5.791723494989635,0.0,-12.86937107,0.0,0.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
37,mp-1885,AlIr,Pm-3m,cubic,0.0,27.481271549651655,13.244937958176171,0.0,-14.50196539,0.0,0.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
38,mp-661,AlN,P6_3mc,hexagonal,0.0,42.52728307818043,3.200889713142437,4.0536,-29.7797004,3.0,-3.0,"[4, 'tetrahedral']",4.0,tetrahedral
39,mp-1700,AlN,F-43m,cubic,0.021349755000000137,21.31697376170153,3.1928815143875897,3.468300000000001,-14.84715069,3.0,-3.0,"[4, 'tetrahedral']",4.0,tetrahedral
40,mp-13178,AlN,P6_3/mmc,hexagonal,0.11530422249999983,39.78349858246675,3.421648366361545,3.268700000000001,-29.31848351,3.0,-3.0,"[5, 'trigonal bipyramidal']",5.0,trigonal bipyramidal
41,mp-1330,AlN,Fm-3m,cubic,0.1720087149999996,16.842812163752075,4.041045569153921,4.5541,-14.54583277,3.0,-3.0,"[6, 'octahedral']",6.0,octahedral
42,mp-1487,AlNi,Pm-3m,cubic,0.0,24.085039035272114,5.906844592010392,0.0,-10.84053015,0.0,0.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
43,mp-8023,AlO,Fm-3m,cubic,1.3033435358333394,22.426655230978525,3.1824419169671163,0.0,-11.11076811,0.0,0.0,"[6, 'octahedral']",6.0,octahedral
44,mp-875,AlOs,Pm-3m,cubic,0.02072344750000088,27.488047442167268,13.121639371456048,0.0,-15.77462007,0.0,0.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
45,mp-1550,AlP,F-43m,cubic,0.0,41.75531223467621,2.3047855617021393,1.8232,-10.37746835,3.0,-3.0,"[4, 'tetrahedral']",4.0,tetrahedral
46,mp-8880,AlP,P6_3mc,hexagonal,0.004142022499998177,83.43782130723031,2.306796588287882,2.0228,-20.73836861,3.0,-3.0,"[4, 'tetrahedral']",4.0,tetrahedral
47,mp-7189,AlPd,P2_13,cubic,0.0,118.2794489039247,7.491359435392077,0.0,-43.01400248,0.0,0.0,"[7, '7-coordinate']",7.0,7-coordinate
48,mp-669546,AlPd,R-3,trigonal,0.009473078461538442,381.94097209884694,7.539751619846484,0.0,-139.54920802,0.0,0.0,"[7.076923076923077, '7-coordinate']",7.076923076923077,7-coordinate
49,mp-829,AlPd,Pm-3m,cubic,0.038584769999999935,29.148897033829556,7.5995488313934665,0.0,-10.67633108,0.0,0.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
50,mp-10904,AlPt,P2_13,cubic,0.0,118.91033245638991,12.404254351104699,0.0,-47.59722495,0.0,0.0,"[7, '7-coordinate']",7.0,7-coordinate
51,mp-10903,AlPt,Pm-3m,cubic,0.10960671874999939,29.547935247870445,12.479670714638052,0.0,-11.6800928,0.0,0.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
52,mp-10908,AlRe,Pm-3m,cubic,0.30536565249999903,28.729738155808292,12.322002204711783,0.0,-16.2109315,0.0,0.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
53,mp-364,AlRh,Pm-3m,cubic,0.0,27.182009455962028,7.9347519244194435,0.0,-13.28738865,0.0,0.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
54,mp-542569,AlRu,Pm-3m,cubic,0.0,27.14760717214417,7.832534964691828,0.0,-14.36543483,0.0,0.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
55,mp-2624,AlSb,F-43m,cubic,0.0,60.56061019922535,4.078412269278146,1.2605000000000004,-8.19354822,3.0,-3.0,"[4, 'tetrahedral']",4.0,tetrahedral
56,mp-1018100,AlSb,P6_3mc,hexagonal,0.008283527499999721,121.08625178369854,4.079590077867842,0.9120999999999997,-16.35396233,3.0,-3.0,"[4, 'tetrahedral']",4.0,tetrahedral
57,mp-15621,AlSb,Pa-3,cubic,0.11698965312500009,441.1686869694436,4.478851613303173,0.02210000000000001,-63.67655131,3.0,-3.0,"[4, 'trigonal pyramidal']",4.0,trigonal pyramidal
58,mp-7760,AlSn,P-6m2,hexagonal,0.19845188000000036,50.47211227368594,4.793270592807986,0.0,-7.34096705,0.0,0.0,"[6, '6-coordinate']",6.0,6-coordinate
59,mp-22079,AsRh,Pnma,orthorhombic,0.0038164358333334647,128.4354638637642,9.196489435765425,0.0,-51.90937403,-3.0,3.0,"[6, '6-coordinate']",6.0,6-coordinate
60,mp-15650,AsRu,Pnma,orthorhombic,0.035766867500000465,124.23686431085332,9.409153356035254,0.0,-57.83066913,-3.0,3.0,"[6, '6-coordinate']",6.0,6-coordinate
61,mp-542810,AsS,P2_1/c,monoclinic,0.0,987.6297781987818,2.878089467520297,2.1214,-145.00738737,2.0,-2.0,"[2, 'L-shaped']",2.0,L-shaped
62,mp-542846,AsS,C2/c,monoclinic,0.0036833834375000762,492.0300485550679,2.8885297460904873,2.0502000000000002,-72.44475955,2.0,-2.0,"[2, 'L-shaped']",2.0,L-shaped
63,mp-556328,AsS,P2_1/c,monoclinic,0.023106381249999863,943.6509103155806,3.012222879637472,2.1105,-144.26798317,2.0,-2.0,"[2, 'trigonal non-coplanar']",2.0,trigonal non-coplanar
64,mp-542604,AsS,P2_1/c,monoclinic,0.026468488125000356,971.8489649218795,2.92482367635367,2.032,-144.16039575,2.0,-2.0,"[2, 'trigonal non-coplanar']",2.0,trigonal non-coplanar
65,mp-1103186,AsS,Cmc2_1,orthorhombic,0.3382426336458346,259.20694283076966,4.112284037515803,0.0,-50.31885866,2.0,-2.0,"[3.3333333333333335, '6-coordinate']",3.3333333333333335,6-coordinate
66,mp-542570,AsSe,P2_1/c,monoclinic,0.004965807187500282,996.7903849778686,4.101587050305874,1.5425,-133.47080721,2.0,-2.0,"[2.5, 'L-shaped']",2.5,L-shaped
67,mp-505366,AuBr,P4_2/ncm,tetragonal,0.0,255.07711036667843,7.209653513094369,2.058,-20.73075766,1.0,-1.0,"[2, 'linear']",2.0,linear
68,mp-570140,AuBr,I4_1/amd,tetragonal,0.010990547499999614,259.3956749663375,7.089623160076735,2.1516,-20.64283328,1.0,-1.0,"[2, 'linear']",2.0,linear
69,mp-1008661,AuC,P-6m2,hexagonal,2.246528444999999,26.78333684716926,12.95637362834994,0.0,-8.00759447,2.0,-2.0,"[6, '6-coordinate']",6.0,6-coordinate
70,mp-32780,AuCl,I4_1/amd,tetragonal,0.0,228.51025655589436,6.755789083321634,2.0772,-22.21067401,1.0,-1.0,"[2, 'linear']",2.0,linear
71,mp-27725,AuI,P4_2/ncm,tetragonal,0.0,318.3275156112542,6.757826281741869,2.0942,-19.80217873,1.0,-1.0,"[2, 'linear']",2.0,linear
72,mp-1008610,AuN,Fm-3m,cubic,1.4987504938100003,25.458750397514386,13.760665771601042,0.0,-8.22885274,3.0,-3.0,"[6, 'octahedral']",6.0,octahedral
73,mp-1008558,AuN,F-43m,cubic,1.5287846088100006,30.92257524429619,11.3292425490154,0.0,-8.16878451,3.0,-3.0,"[4, 'tetrahedral']",4.0,tetrahedral
74,mp-2793,AuSe,C2/m,monoclinic,0.0,111.43460086012757,8.223421519004054,0.31699999999999995,-13.94305449,2.0,-2.0,"[3, 'square co-planar']",3.0,square co-planar
75,mp-570325,AuSe,C2/m,monoclinic,0.009563839999999768,206.65793663193435,8.86850715350843,0.0,-27.80959826,2.0,-2.0,"[3.5, 'square co-planar']",3.5,square co-planar
76,mp-10678,AuSe,P6_3/mmc,hexagonal,0.25239558750000013,86.79034213355689,10.558475426501298,0.0,-12.93347214,2.0,-2.0,"[7, '8-coordinate']",7.0,8-coordinate
77,mp-10044,BAs,F-43m,cubic,0.08016718958333868,27.982045483901548,5.087631340714321,1.2521999999999993,-11.37636529,3.0,-3.0,"[4, 'tetrahedral']",4.0,tetrahedral
78,mp-1199460,BCl,Pa-3,cubic,0.011412386805555563,2000.2855081645732,1.8434931388811349,0.0,-470.52494484,0.0,0.0,"[1, 'single-bond']",1.0,single-bond
79,mp-23256,BCl,P2_12_12_1,orthorhombic,0.0994778228993054,1636.7091064111823,1.5020028485454273,0.9011,-308.04710865,0.0,0.0,"[1, 'single-bond']",1.0,single-bond
80,mp-567944,BCl,P4_2/nmc,tetragonal,0.28113713868055523,444.1123385546536,1.3838512954123359,3.3285,-74.10522811,0.0,0.0,"[1, 'single-bond']",1.0,single-bond
81,mp-1890,BMo,I4_1/amd,tetragonal,0.0,83.65175146839091,8.476293815107915,0.0,-74.11684746,-3.0,3.0,"[8, '9-coordinate']",8.0,9-coordinate
82,mp-999198,BMo,Cmcm,orthorhombic,0.01030059250000015,41.83066045265663,8.475324270781801,0.0,-37.01722136,-3.0,3.0,"[8, '9-coordinate']",8.0,9-coordinate
83,mp-984,BN,P6_3/mmc,hexagonal,0.0,42.13260173230655,1.956240948754851,4.4938,-35.15512185,3.0,-3.0,"[3, 'trigonal planar']",3.0,trigonal planar
84,mp-7991,BN,P6_3/mmc,hexagonal,0.0002202950000000925,45.16700067129126,1.8248172241090572,4.2704,-35.15424067,3.0,-3.0,"[3, 'trigonal planar']",3.0,trigonal planar
85,mp-629015,BN,P6_3/mmc,hexagonal,0.0035142725000003594,39.78916181519294,2.071456573253225,4.0020999999999995,-35.14106476,3.0,-3.0,"[3, 'trigonal planar']",3.0,trigonal planar
86,mp-604884,BN,P-6m2,hexagonal,0.004095599999999422,38.72898005245582,2.128161409742348,4.422000000000001,-35.13873945,3.0,-3.0,"[3, 'trigonal planar']",3.0,trigonal planar
87,mp-685145,BN,Fmm2,orthorhombic,0.0065897924999998025,19.119658052846162,2.155413045529032,3.9556,-17.56438134,3.0,-3.0,"[3, 'trigonal planar']",3.0,trigonal planar
88,mp-1639,BN,F-43m,cubic,0.07732134749999986,11.91856931582488,3.4576935621325986,4.6482,-17.42291823,3.0,-3.0,"[4, 'tetrahedral']",4.0,tetrahedral
89,mp-2653,BN,P6_3mc,hexagonal,0.09466673250000035,23.87641842781525,3.452005209051759,5.363,-34.77645492,3.0,-3.0,"[4, 'tetrahedral']",4.0,tetrahedral
90,mp-1599,BN,Cm,monoclinic,0.13790664875000047,72.41734760087229,2.2762921735433697,1.6009000000000002,-69.20699051,3.0,-3.0,"[3.25, 'trigonal planar']",3.25,trigonal planar
91,mp-13151,BN,P4_2/mnm,tetragonal,0.17916551499999933,49.92002859670767,3.3021423706377253,4.825699999999999,-68.87691958,3.0,-3.0,"[4, 'tetrahedral']",4.0,tetrahedral
92,mp-344,BN,Cc,monoclinic,0.21939189124999992,64.8295237523755,2.5427156028829394,3.5021000000000004,-68.55510857,3.0,-3.0,"[3, 'trigonal planar']",3.0,trigonal planar
93,mp-644751,BN,Pnma,orthorhombic,0.2721988312499999,54.27971941176349,3.036917717318018,5.6697,-68.13265305,3.0,-3.0,"[4, 'tetrahedral']",4.0,tetrahedral
94,mp-1077506,BN,Imm2,orthorhombic,0.30168064749999957,39.6245940270103,3.12008953568589,1.0837000000000003,-50.92259889,3.0,-3.0,"[3.6666666666666665, 'trigonal planar']",3.6666666666666665,trigonal planar
95,mp-569655,BN,P2_1/c,monoclinic,0.32115231000000044,88.88394358316457,1.8545873970859466,3.8244,-67.74102522,3.0,-3.0,"[3, 'trigonal planar']",3.0,trigonal planar
96,mp-1060281,BN,I4/mmm,tetragonal,0.8055327674999999,29.93964002749536,1.3764614522857495,4.0137,-15.96649539,3.0,-3.0,"[2, 'linear']",2.0,linear
97,mp-601223,BN,P6_3/mmc,hexagonal,2.5619602224999998,23.744661655961877,3.471160043488049,0.0,-24.90728096,3.0,-3.0,"[6, 'pentagonal pyramidal']",6.0,pentagonal pyramidal
98,mp-997617,BOs,P-6m2,hexagonal,0.0,20.91843707922443,15.958956839078912,0.0,-18.38046882,-3.0,3.0,"[6, 'pentagonal pyramidal']",6.0,pentagonal pyramidal
99,mp-1479,BP,F-43m,cubic,0.0,23.499690767363862,2.9526018183160376,1.4661999999999997,-12.90737451,3.0,-3.0,"[4, 'tetrahedral']",4.0,tetrahedral
100,mp-1008559,BP,P6_3mc,hexagonal,0.011153332500000168,46.99229187665092,2.9530472730170723,1.0758999999999999,-25.77013569,3.0,-3.0,"[4, 'tetrahedral']",4.0,tetrahedral
101,mp-1096829,BPt,P6_3/mmc,hexagonal,0.19371446291667382,47.51957797898967,14.38971917085515,0.0,-25.2529075,0.0,0.0,"[6, 'pentagonal pyramidal']",6.0,pentagonal pyramidal
102,mp-567164,BRh,P6_3/mmc,hexagonal,0.0,41.42604570725823,9.116520176770527,0.0,-29.5992487,-3.0,3.0,"[7, 'body-centered cubic']",7.0,body-centered cubic
103,mp-1063752,BRh,P6_3/mmc,hexagonal,0.21355027500000023,42.77917768747208,8.828158977086561,0.0,-28.7450476,-3.0,3.0,"[6, 'pentagonal pyramidal']",6.0,pentagonal pyramidal
104,mp-997618,BSb,F-43m,cubic,0.37150473833333386,36.84952451081099,5.974007196039766,1.0137,-10.06538075,3.0,-3.0,"[4, 'tetrahedral']",4.0,tetrahedral
105,mp-7832,BW,I4_1/amd,tetragonal,0.0,84.32978721842596,15.331502687920084,0.0,-81.49148885,-3.0,3.0,"[8, '9-coordinate']",8.0,9-coordinate
106,mp-1008487,BW,Cmcm,orthorhombic,0.011545221249999571,42.2012994134023,15.318276657145134,0.0,-40.69956354,-3.0,3.0,"[8, '9-coordinate']",8.0,9-coordinate
107,mp-11840,BaAg,Pnma,orthorhombic,0.0,297.94601058487723,5.466174327940019,0.0,-21.25516391,0.0,0.0,"[8, '7-coordinate']",8.0,7-coordinate
108,mp-570775,BaAu,Pnma,orthorhombic,0.0,278.39022138173334,7.97596306770373,0.0,-26.55307229,0.0,0.0,"[8, '7-coordinate']",8.0,7-coordinate
109,mp-527,BaCd,Pm-3m,cubic,0.0,78.3861567006318,5.290471211624134,0.0,-3.49740878,0.0,0.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
110,mp-30428,BaCu,P6_3/mmc,hexagonal,0.0,295.80170147940703,4.510555040852099,0.0,-24.66090128,0.0,0.0,"[7.5, '6-coordinate']",7.5,6-coordinate
111,mp-1730,BaGe,Cmcm,orthorhombic,0.004005779250000341,135.44865994151826,5.148200157127283,0.0,-15.25415682,0.0,0.0,"[8, '7-coordinate']",8.0,7-coordinate
112,mp-2197,BaHg,Pm-3m,cubic,0.0,75.23514291386735,7.458274923604161,0.0,-3.28871749,0.0,0.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
113,mp-31509,BaIn,Cmcm,orthorhombic,0.0,300.94247632165013,5.565138269153472,0.0,-22.04372154,0.0,0.0,"[9.5, '8-coordinate']",9.5,8-coordinate
114,mp-1057758,BaN,Fm-3m,cubic,0.5190953799999996,46.90981830124329,5.356991991087377,0.0,-10.13455974,2.0,-2.0,"[6, 'octahedral']",6.0,octahedral
115,mp-1342,BaO,Fm-3m,cubic,0.0,44.25500294484119,5.753123041444008,2.2561,-11.82719219,2.0,-2.0,"[6, 'octahedral']",6.0,octahedral
116,mp-1008500,BaO,P6_3/mmc,hexagonal,0.02575102249999972,85.913044572136,5.927027226403604,2.4251000000000005,-23.55138029,2.0,-2.0,"[6, 'pentagonal pyramidal']",6.0,pentagonal pyramidal
117,mp-7487,BaO,P4/nmm,tetragonal,0.13165005749999992,89.49881473843837,5.689560870391941,2.7726000000000006,-23.12778415,2.0,-2.0,"[4, 'trigonal pyramidal']",4.0,trigonal pyramidal
118,mp-20136,BaPb,Cmcm,orthorhombic,0.0,171.10265367666452,6.687219989931961,0.0,-13.61613229,0.0,0.0,"[8, '7-coordinate']",8.0,7-coordinate
119,mp-1008505,BaPd,Cmcm,orthorhombic,0.0,127.82382940918869,6.33295712915724,0.0,-16.37221893,0.0,0.0,"[8, '7-coordinate']",8.0,7-coordinate
120,mp-1064367,BaPd,P6_3/mmc,hexagonal,0.004520324999999659,128.90185016216643,6.279993892366139,0.0,-16.35413763,0.0,0.0,"[7, '6-coordinate']",7.0,6-coordinate
121,mp-31498,BaPt,P6_3/mmc,hexagonal,0.0,126.81120161028392,8.705562989047634,0.0,-18.97606449,2.0,-2.0,"[7, '6-coordinate']",7.0,6-coordinate
122,mp-1500,BaS,Fm-3m,cubic,0.0,67.30962359628131,4.17892744812567,2.2091000000000003,-10.21246972,2.0,-2.0,"[6, 'octahedral']",6.0,octahedral
123,mp-1253,BaSe,Fm-3m,cubic,0.0,74.74111078246291,4.805294025439946,2.2121000000000004,-9.51004985,2.0,-2.0,"[6, 'octahedral']",6.0,octahedral
124,mp-10680,BaSe,Pm-3m,cubic,0.20110541000000026,64.70065341169429,5.550995147025813,1.2143000000000002,-9.10783903,2.0,-2.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
125,mp-1067235,BaSi,C2/m,monoclinic,0.0,128.1680207197926,4.286153703730488,0.0,-16.37470211,0.0,0.0,"[8, '7-coordinate']",8.0,7-coordinate
126,mp-2499,BaSi,Cmcm,orthorhombic,6.468250000057907e-05,127.52380342354598,4.3078062444812035,0.0,-16.37444338,0.0,0.0,"[8, '7-coordinate']",8.0,7-coordinate
127,mp-872,BaSn,Cmcm,orthorhombic,0.0,162.19232652070372,5.24265790022801,0.0,-14.66155156,0.0,0.0,"[8, '7-coordinate']",8.0,7-coordinate
128,mp-1000,BaTe,Fm-3m,cubic,0.0,89.09108390126052,4.937886195039478,1.8555,-8.64694618,2.0,-2.0,"[6, 'octahedral']",6.0,octahedral
129,mp-2600,BaTe,Pm-3m,cubic,0.16979912499999994,77.4431096769698,5.680578106072141,1.7263000000000002,-8.30734793,2.0,-2.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
130,mp-902,BaZn,Pm-3m,cubic,0.0016683758333335685,70.01053293187233,4.808577139868578,0.0,-3.51347611,0.0,0.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
131,mp-30365,BeAu,P2_13,cubic,0.0,105.39256243214747,12.98140039607364,0.0,-29.14272077,0.0,0.0,"[7, '7-coordinate']",7.0,7-coordinate
132,mp-2773,BeCo,Pm-3m,cubic,0.0,17.41222307272995,6.479698337891547,0.0,-11.45879359,0.0,0.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
133,mp-2323,BeCu,Pm-3m,cubic,0.0012429824999999894,19.427079143895646,6.201946001251134,0.0,-8.03910815,0.0,0.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
134,mp-1033,BeNi,Pm-3m,cubic,0.0,17.679895687266175,6.359073940626532,0.0,-10.45572419,0.0,0.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
135,mp-2542,BeO,P6_3mc,hexagonal,0.0,27.991727944331426,2.9674987632823218,7.463099999999999,-28.41216655,2.0,-2.0,"[4, 'tetrahedral']",4.0,tetrahedral
136,mp-1778,BeO,F-43m,cubic,0.006577027499999666,13.980552130110983,2.9707488403850077,6.9752,-14.19292922,2.0,-2.0,"[4, 'tetrahedral']",4.0,tetrahedral
137,mp-7599,BeO,P4_2/mnm,tetragonal,0.011754023750000009,58.19789980176898,2.8545847303724816,7.345699999999999,-56.73030091,2.0,-2.0,"[4, 'tetrahedral']",4.0,tetrahedral
138,mp-1794,BeO,Fm-3m,cubic,0.4814736274999998,12.149228956971779,3.4185469033107654,8.2675,-13.24313602,2.0,-2.0,"[6, 'octahedral']",6.0,octahedral
139,mp-11274,BePd,Pm-3m,cubic,0.0,22.718183098666024,8.437278937378421,0.0,-10.10471632,0.0,0.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
140,mp-11276,BeRh,Pm-3m,cubic,0.0,21.633492812479954,8.590553768419028,0.0,-12.31935258,0.0,0.0,"[8, 'body-centered cubic']",8.0,body-centered cubic
141,mp-422,BeS,F-43m,cubic,0.0,28.95580068612236,2.3556684270702766,3.2356,-9.98926115,2.0,-2.0,"[4, 'tetrahedral']",4.0,tetrahedral
142,mp-1541,BeSe,F-43m,cubic,0.0,34.82368030586535,4.194882439247549,2.8976,-8.8217452,2.0,-2.0,"[4, 'tetrahedral']",4.0,tetrahedral
143,mp-1008524,BeSe,P6_3/mmc,hexagonal,0.49885814500000025,59.681113405600044,4.895392751548033,0.6330999999999998,-15.64805782,2.0,-2.0,"[6, 'octahedral']",6.0,octahedral
144,mp-11335,BeSe,Fm-3m,cubic,0.5448618600000001,29.848659688205395,4.894063804237375,0.07469999999999999,-7.73202148,2.0,-2.0,"[6, 'octahedral']",6.0,octahedral
145,mp-252,BeTe,F-43m,cubic,0.0,45.50551345066509,4.985107253660792,2.2113000000000005,-7.60077904,2.0,-2.0,"[4, 'tetrahedral']",4.0,tetrahedral
146,mp-1006880,BiB,F-43m,cubic,0.8237734158333341,42.56267404495231,8.574936006540474,0.35570000000000057,-8.91826019,3.0,-3.0,"[4, 'tetrahedral']",4.0,tetrahedral
