0,Ag1+,Ag2+,Ag3+,Al3+,As3+,Au1+,Au3+,B3+,Ba2+,Be2+,Bi3+,Br1-,Br3+,Ca2+,Cd2+,Ce3+,Ce4+,Cl1-,Co2+,Co3+,Co4+,Cr2+,Cr3+,Cr4+,Cs1+,Cu1+,Cu2+,Cu3+,Dy2+,Dy3+,Er3+,Eu2+,Eu3+,F1-,Fe2+,Fe3+,Fe4+,Ga3+,Gd3+,Ge2+,Ge4+,H1+,Hf4+,Hg1+,Hg2+,Ho3+,I1-,In3+,Ir3+,Ir4+,K1+,La3+,Li1+,Lu3+,Mg2+,Mn2+,Mn3+,Mn4+,Mo3+,Mo4+,N3-,Na1+,Nb3+,Nb4+,Nd2+,Nd3+,Ni2+,Ni3+,Ni4+,O2-,Os4+,P3+,Pb2+,Pb4+,Pd1+,Pd2+,Pd4+,Pr3+,Pr4+,Pt2+,Pt4+,Rb1+,Re4+,Rh3+,Rh4+,Ru3+,Ru4+,S2-,Sb3+,Sc3+,Se2-,Si4+,Sm2+,Sm3+,Sn4+,Sr2+,Ta3+,Ta4+,Tb3+,Tb4+,Te2-,Te4+,Ti2+,Ti3+,Ti4+,Tl1+,Tl3+,Tm2+,Tm3+,V2+,V3+,V4+,W4+,Y3+,Yb2+,Yb3+,Zn2+,Zr4+
Fe2+,7.393780242103167e-05,7.498750997519711e-05,7.521309844167003e-05,7.44939890158427e-05,7.498750997519711e-05,7.065781296537197e-05,7.519460045401878e-05,7.137984190221278e-05,6.913734699015449e-05,7.317777325226736e-05,7.416207181954326e-05,5.986287846236992e-05,7.501825756803016e-05,7.314644726790469e-05,7.431485768853293e-05,7.302047577899665e-05,7.427776208198467e-05,6.305743475199172e-05,7.521372913508926e-05,7.498750997519711e-05,7.447505109209431e-05,7.518955633791057e-05,7.508538699419628e-05,7.455836458631413e-05,6.349753467636341e-05,7.507307543739893e-05,7.511897423023649e-05,7.484232823319082e-05,7.337579421847803e-05,7.436861217034868e-05,7.450196435562645e-05,7.211316196795281e-05,7.412262142400163e-05,7.148944351705669e-05,7.521485038089294e-05,7.507930091549992e-05,7.500316172007354e-05,7.486898583302788e-05,7.4199142217227e-05,7.521421967807166e-05,7.444619081689595e-05,6.474968803215223e-05,7.521478030254052e-05,7.379538264610803e-05,7.462403955519802e-05,7.418237267957815e-05,5.4321510480093496e-05,7.517778804947685e-05,7.519460045401878e-05,7.510833664693461e-05,6.873323295729845e-05,7.280715167659485e-05,7.520176243469187e-05,7.460252762751994e-05,7.521309844167003e-05,7.51404107369132e-05,7.503279718212093e-05,7.444619081689595e-05,7.520300806617965e-05,7.51559375431605e-05,6.935697213212662e-05,7.333739713594362e-05,7.521478030254052e-05,7.521309844167003e-05,7.13165569543489e-05,7.3364634494161e-05,7.501825756803016e-05,7.498750997519711e-05,7.455836458631413e-05,7.049280310758842e-05,7.511897423023649e-05,7.432532133629231e-05,7.159757905383996e-05,7.51854057044885e-05,7.501825756803016e-05,7.52063713742568e-05,7.508538699419628e-05,7.364762927935697e-05,7.484232823319082e-05,7.520917424588964e-05,7.510833664693461e-05,6.611628017887769e-05,7.511897423023649e-05,7.517778804947685e-05,7.504678023777246e-05,7.519460045401878e-05,7.509714081822105e-05,6.243866789417049e-05,7.518955633791057e-05,7.513388337858218e-05,5.941922455934035e-05,7.350717233811245e-05,7.19278097844896e-05,7.374940601894687e-05,7.519823242714411e-05,7.16485547983722e-05,7.521478030254052e-05,7.519460045401878e-05,7.429693165261029e-05,7.510833664693461e-05,5.408193764991566e-05,7.521446884398637e-05,7.500316172007354e-05,7.518395216130208e-05,7.495026288039262e-05,6.711661176306028e-05,7.496577685900404e-05,7.394845420119593e-05,7.450149642837941e-05,7.516378058385709e-05,7.513857372244933e-05,7.507307543739893e-05,7.517106414022882e-05,7.442566520502883e-05,7.379538264610803e-05,7.461117799828406e-05,7.521421967807166e-05,7.52083022301878e-05
Fe3+,7.298871811631691e-05,7.450336722946147e-05,7.510833664693461e-05,7.49821692542742e-05,7.520300806617965e-05,6.904851539879869e-05,7.495454020425595e-05,7.264927753613953e-05,6.733199816536686e-05,7.408128712928278e-05,7.32856079946778e-05,5.737837761769471e-05,7.520917424588964e-05,7.198627132344215e-05,7.34928066231458e-05,7.183127325867644e-05,7.344206973823711e-05,6.0738413972917876e-05,7.510280849791463e-05,7.520300806617965e-05,7.49713026827069e-05,7.4937222913831e-05,7.521478030254052e-05,7.501825756803016e-05,6.120580503910738e-05,7.521478030254052e-05,7.521141661840726e-05,7.51559375431605e-05,7.227121179324773e-05,7.356687368503993e-05,7.375379638917407e-05,7.073932377576686e-05,7.323281243403448e-05,7.00074203162558e-05,7.507930091549992e-05,7.521485038089294e-05,7.52063713742568e-05,7.516627060920256e-05,7.333546726741004e-05,7.506020642279595e-05,7.495454020425595e-05,6.679333200695057e-05,7.508538699419628e-05,7.280377025028429e-05,7.392978507234882e-05,7.331288172540033e-05,5.165877923672434e-05,7.49009254545898e-05,7.516378058385709e-05,7.521309844167003e-05,6.688200915560881e-05,7.157093959421924e-05,7.49821692542742e-05,7.389837432218286e-05,7.510833664693461e-05,7.480478316332068e-05,7.521141661840726e-05,7.495454020425595e-05,7.514753519343145e-05,7.519908439685822e-05,6.757754214027909e-05,7.222324067898801e-05,7.508538699419628e-05,7.504678023777246e-05,6.980663159058895e-05,7.225725780234932e-05,7.520917424588964e-05,7.520300806617965e-05,7.501825756803016e-05,6.886015826601236e-05,7.521141661840726e-05,7.488194609528746e-05,7.01334371919805e-05,7.492387108257897e-05,7.520917424588964e-05,7.500316172007354e-05,7.521478030254052e-05,7.26143288448894e-05,7.426163899929544e-05,7.512905333047366e-05,7.521309844167003e-05,6.401457446932058e-05,7.521141661840726e-05,7.518395216130208e-05,7.521309844167003e-05,7.516378058385709e-05,7.521421967807166e-05,6.0083258969568053e-05,7.4937222913831e-05,7.478969961239798e-05,5.691579212185472e-05,7.432532133629231e-05,7.052048821995885e-05,7.274457279744257e-05,7.515755090181165e-05,7.019296176604889e-05,7.508538699419628e-05,7.516378058385709e-05,7.346825171039501e-05,7.473362641739333e-05,5.1414085168057746e-05,7.509328486364944e-05,7.453113859991367e-05,7.517778804947685e-05,7.519339193704457e-05,6.5102208343929e-05,7.446549142871097e-05,7.300265338393553e-05,7.375313159233335e-05,7.486241354300881e-05,7.52063713742568e-05,7.521478030254052e-05,7.518955633791057e-05,7.364625357373091e-05,7.280377025028429e-05,7.391098292948846e-05,7.506020642279595e-05,7.501328740608929e-05
Fe4+,7.271235836621296e-05,7.43409041301383e-05,7.503985829955378e-05,7.506238995886824e-05,7.5214570067875e-05,6.861326390117798e-05,7.485243995509897e-05,7.292902784291091e-05,6.685038243906822e-05,7.426702834802252e-05,7.3026939584671e-05,5.674154103438464e-05,7.5214570067875e-05,7.16587097915943e-05,7.324741858290767e-05,7.149669824382022e-05,7.31933503483748e-05,6.013820059034079e-05,7.503279718212093e-05,7.5214570067875e-05,7.50535629581404e-05,7.483207843362685e-05,7.520475977036738e-05,7.50913336395053e-05,6.061173939841261e-05,7.520784286883937e-05,7.519214841086862e-05,7.519214841086862e-05,7.19571016599054e-05,7.332644861231782e-05,7.352647391518891e-05,7.036030125963086e-05,7.297089011389805e-05,6.960249525505432e-05,7.500316172007354e-05,7.52063713742568e-05,7.521485038089294e-05,7.519837597838248e-05,7.307991831977033e-05,7.497947575008963e-05,7.503985829955378e-05,6.727630970109864e-05,7.50107791525158e-05,7.251706790949439e-05,7.371566894029717e-05,7.305591399383863e-05,5.098499833412924e-05,7.478969961239798e-05,7.511372523440718e-05,7.519691245365615e-05,6.638961356747273e-05,7.122502054674947e-05,7.488514774959699e-05,7.36818319504719e-05,7.503985829955378e-05,7.467900353132329e-05,7.521372913508926e-05,7.503985829955378e-05,7.50913336395053e-05,7.516749230805137e-05,6.710202922031782e-05,7.190681228072814e-05,7.50107791525158e-05,7.496299081864125e-05,6.939504407849417e-05,7.194247098876606e-05,7.5214570067875e-05,7.5214570067875e-05,7.50913336395053e-05,6.841936207835421e-05,7.519214841086862e-05,7.497947575008963e-05,6.973278580929099e-05,7.481644496380594e-05,7.5214570067875e-05,7.491020755415258e-05,7.520475977036738e-05,7.231750124801592e-05,7.407540513468613e-05,7.50667105946525e-05,7.519691245365615e-05,6.34638874156568e-05,7.519214841086862e-05,7.514312433587323e-05,7.521232760133965e-05,7.511372523440718e-05,7.520111627148512e-05,5.947488887527523e-05,7.483207843362685e-05,7.466180276807337e-05,5.62748609696613e-05,7.448927721760424e-05,7.01334371919805e-05,7.245465795384078e-05,7.510503650294983e-05,6.97943546586467e-05,7.50107791525158e-05,7.511372523440718e-05,7.322124466273508e-05,7.459817965029352e-05,5.073933547816656e-05,7.502071947331576e-05,7.437166376177877e-05,7.513388337858218e-05,7.521188962739878e-05,6.457171776086463e-05,7.429904960357608e-05,7.272709271175845e-05,7.352576093061523e-05,7.474511625453625e-05,7.518094008897259e-05,7.520784286883937e-05,7.515180627048142e-05,7.341128692743864e-05,7.251706790949439e-05,7.369541065730369e-05,7.497947575008963e-05,7.492236830210546e-05
Ga3+,7.230166939866479e-05,7.408715425145167e-05,7.491631870370321e-05,7.514608043754542e-05,7.520239303305393e-05,6.798554244720627e-05,7.468224939103524e-05,7.329320274069664e-05,6.615988750217212e-05,7.449868568742797e-05,7.26405613466808e-05,5.5844592614463675e-05,7.519379866603168e-05,7.117781192523055e-05,7.287930637906804e-05,7.100620171012349e-05,7.282065482881183e-05,5.928911402635611e-05,7.490712890242283e-05,7.520239303305393e-05,7.514010612046692e-05,7.465766774242948e-05,7.516251225890642e-05,7.51650333675484e-05,5.977076603949948e-05,7.516988907430856e-05,7.513702579882054e-05,7.521435204736107e-05,7.149462612976073e-05,7.296516615462882e-05,7.318323175308414e-05,6.980908550166137e-05,7.258003856003327e-05,6.901599014381952e-05,7.486898583302788e-05,7.516627060920256e-05,7.519837597838248e-05,7.521485038089294e-05,7.269782936975936e-05,7.483892697249355e-05,7.513067886755384e-05,6.792982365412924e-05,7.487872907447878e-05,7.209217861478591e-05,7.33906233080839e-05,7.267187410620973e-05,5.004159697393607e-05,7.460686041107566e-05,7.501578021177596e-05,7.514608043754542e-05,6.568457116467399e-05,7.07190084227094e-05,7.472199910795942e-05,7.335344229507163e-05,7.491631870370321e-05,7.447600373352852e-05,7.518866119833758e-05,7.513067886755384e-05,7.498484732986336e-05,7.50952205902884e-05,6.641977857128049e-05,7.144116059918012e-05,7.487872907447878e-05,7.481819734555654e-05,6.879947448204327e-05,7.14790683190559e-05,7.519379866603168e-05,7.520239303305393e-05,7.51650333675484e-05,6.778411750355433e-05,7.513702579882054e-05,7.508738470355366e-05,6.9152097909846e-05,7.463887172083954e-05,7.519379866603168e-05,7.475269974085367e-05,7.516251225890642e-05,7.187871884201729e-05,7.378882057363417e-05,7.495169250751419e-05,7.514608043754542e-05,6.268057320632274e-05,7.513702579882054e-05,7.505800740973964e-05,7.51829636901548e-05,7.501578021177596e-05,7.515457598752736e-05,5.8615066818526176e-05,7.465766774242948e-05,7.445587132906449e-05,5.5372631160073625e-05,7.469032135729148e-05,6.957127551909995e-05,7.202535975248105e-05,7.500367387302604e-05,6.921645011269413e-05,7.487872907447878e-05,7.501578021177596e-05,7.285090489660759e-05,7.438179659629188e-05,4.979478838663287e-05,7.489150495079679e-05,7.41220444620893e-05,7.504448839179094e-05,7.52093825189928e-05,6.381543871445997e-05,7.403980104927127e-05,7.231750124801592e-05,7.318245239689077e-05,7.455386482163712e-05,7.511724007696839e-05,7.516988907430856e-05,7.507096930637186e-05,7.305751827227169e-05,7.209217861478591e-05,7.336835801133306e-05,7.483892697249355e-05,7.47676832568701e-05
Gd3+,7.51995611746699e-05,7.49301407364273e-05,7.411395135456547e-05,7.182532067189351e-05,7.30317814636056e-05,7.388824492588931e-05,7.446357224292513e-05,6.675775475163354e-05,7.298033691779441e-05,6.945321029320286e-05,7.521451120227397e-05,6.601523054719171e-05,7.312754183300595e-05,7.502414018018375e-05,7.52112845657286e-05,7.49837779511656e-05,7.521323579223087e-05,6.860523250449492e-05,7.413125797328424e-05,7.30317814636056e-05,7.178551262501041e-05,7.449210611158307e-05,7.335792307069663e-05,7.196294537463677e-05,6.894940945892643e-05,7.331288172540033e-05,7.348992651347278e-05,7.26283351753341e-05,7.509015546671955e-05,7.52069767856848e-05,7.518765857683076e-05,7.462659544534485e-05,7.521343130698225e-05,7.433001037478068e-05,7.4199142217227e-05,7.333546726741004e-05,7.307991831977033e-05,7.269782936975936e-05,7.521485038089294e-05,7.424864343638386e-05,7.172539640271493e-05,5.8362133606025984e-05,7.418237267957815e-05,7.518032087789432e-05,7.515674701912684e-05,7.521478030254052e-05,6.121295677394906e-05,7.454753967683924e-05,7.389584551490216e-05,7.344644643837009e-05,7.27219403845011e-05,7.490959305446603e-05,7.441480748499845e-05,7.516327511878406e-05,7.411395135456547e-05,7.467166468515653e-05,7.317465095861648e-05,7.172539640271493e-05,7.397068143209532e-05,7.365861388843674e-05,7.311805824809424e-05,7.50798280420561e-05,7.418237267957815e-05,7.428097050857054e-05,7.424211330516778e-05,7.508718562982055e-05,7.312754183300595e-05,7.30317814636056e-05,7.196294537463677e-05,7.379538264610803e-05,7.348992651347278e-05,7.148010643708082e-05,7.438381593641739e-05,7.45131492081985e-05,7.312754183300595e-05,7.437470993477616e-05,7.335792307069663e-05,7.515375159703144e-05,7.505490279272646e-05,7.404338552288003e-05,7.344644643837009e-05,7.092028384267749e-05,7.348992651347278e-05,7.377960898909643e-05,7.322124466273508e-05,7.389584551490216e-05,7.340244496807398e-05,6.811577335379259e-05,7.449210611158307e-05,7.468871184273954e-05,6.564408654347366e-05,6.999655506463282e-05,7.45420944747178e-05,7.517272892413906e-05,7.392603528158357e-05,7.440885433146275e-05,7.418237267957815e-05,7.389584551490216e-05,7.521232760133965e-05,7.474739771964812e-05,6.0997888790083685e-05,7.415980422776647e-05,7.491204736099028e-05,7.381888438816026e-05,7.292160211164296e-05,7.163227895352056e-05,7.495340297483721e-05,7.520072110260218e-05,7.518775050205617e-05,7.460079025971965e-05,7.357531866111231e-05,7.331288172540033e-05,7.37398048519231e-05,7.520032033060778e-05,7.518032087789432e-05,7.516071049616085e-05,7.424864343638386e-05,7.43542997865506e-05
Ge2+,7.399323910897113e-05,7.50107791525158e-05,7.52103654979653e-05,7.445103862305591e-05,7.496299081864125e-05,7.075959749705572e-05,7.520111627148512e-05,7.128473627378988e-05,6.925308874002239e-05,7.310696807160602e-05,7.421246100867347e-05,6.00282556849885e-05,7.499540531320822e-05,7.32166085155312e-05,7.436147072246867e-05,7.30926681601532e-05,7.432532133629231e-05,6.321043194967174e-05,7.521141661840726e-05,7.496299081864125e-05,7.443155682745977e-05,7.519691245365615e-05,7.50667105946525e-05,7.451732104940327e-05,6.364851592041861e-05,7.50535629581404e-05,7.510280849791463e-05,7.481116483072187e-05,7.344206973823711e-05,7.441381680038028e-05,7.454345782154453e-05,7.219831317190742e-05,7.417393750063498e-05,7.15822211521656e-05,7.521421967807166e-05,7.506020642279595e-05,7.497947575008963e-05,7.483892697249355e-05,7.424864343638386e-05,7.521485038089294e-05,7.440188155112319e-05,6.46041599527198e-05,7.521372913508926e-05,7.385377945933158e-05,7.466180276807337e-05,7.423227768742194e-05,5.4500819931692674e-05,7.518682424963191e-05,7.518682424963191e-05,7.50913336395053e-05,6.885225706212583e-05,7.288263698933924e-05,7.520687744057407e-05,7.464097538812924e-05,7.52103654979653e-05,7.515347555738765e-05,7.50107791525158e-05,7.440188155112319e-05,7.519691245365615e-05,7.514312433587323e-05,6.947086231788238e-05,7.340434142637902e-05,7.521372913508926e-05,7.5214570067875e-05,7.141130582818631e-05,7.343110518314818e-05,7.499540531320822e-05,7.496299081864125e-05,7.451732104940327e-05,7.059624423796027e-05,7.510280849791463e-05,7.427776208198467e-05,7.168909434995825e-05,7.519339193704457e-05,7.499540531320822e-05,7.52103654979653e-05,7.50667105946525e-05,7.370893082179225e-05,7.487224894134251e-05,7.520475977036738e-05,7.50913336395053e-05,6.62533614724808e-05,7.510280849791463e-05,7.516749230805137e-05,7.502559692488473e-05,7.518682424963191e-05,7.507930091549992e-05,6.259436265027787e-05,7.519691245365615e-05,7.514753519343145e-05,5.958604089388896e-05,7.344206973823711e-05,7.201531861682553e-05,7.380872369759101e-05,7.519112838446858e-05,7.173946684467931e-05,7.521372913508926e-05,7.518682424963191e-05,7.434400445684565e-05,7.512408360510502e-05,5.426166963047409e-05,7.521285706657557e-05,7.502559692488473e-05,7.517449606043002e-05,7.492387108257897e-05,6.724737078523795e-05,7.499015718862491e-05,7.400366247550126e-05,7.454300352417045e-05,7.517449606043002e-05,7.512408360510502e-05,7.50535629581404e-05,7.515992898838638e-05,7.446932254774045e-05,7.385377945933158e-05,7.46493520104802e-05,7.521485038089294e-05,7.52117358504867e-05
Ge4+,7.126649977857712e-05,7.339801618148522e-05,7.451732104940327e-05,7.521407173620034e-05,7.50535629581404e-05,6.647998452912158e-05,7.417900263969198e-05,7.400366247550126e-05,6.452066212506399e-05,7.490403486859639e-05,7.16587097915943e-05,5.37817019357752e-05,7.502559692488473e-05,6.998930597943184e-05,7.193758731226372e-05,6.979681102838596e-05,7.186886003421028e-05,5.732072328959895e-05,7.450336722946147e-05,7.50535629581404e-05,7.5214570067875e-05,7.414500670039962e-05,7.494595088668467e-05,7.52103654979653e-05,5.781874550690686e-05,7.496299081864125e-05,7.489150495079679e-05,7.514312433587323e-05,7.034625808180608e-05,7.203846823905745e-05,7.229625089542252e-05,6.846806168376048e-05,7.1588367919451e-05,6.759887409838792e-05,7.444619081689595e-05,7.495454020425595e-05,7.503985829955378e-05,7.513067886755384e-05,7.172539640271493e-05,7.440188155112319e-05,7.521485038089294e-05,6.931879190296619e-05,7.446068893194025e-05,7.102591663019627e-05,7.254376093115167e-05,7.169515677571238e-05,4.789512557264055e-05,7.407540513468613e-05,7.467411645304108e-05,7.491020755415258e-05,6.401457446932058e-05,6.94759013989771e-05,7.42344675712381e-05,7.249920296497172e-05,7.451732104940327e-05,7.389963784023525e-05,7.50107791525158e-05,7.521485038089294e-05,7.462403955519802e-05,7.481116483072187e-05,6.479802871184158e-05,7.028586742009179e-05,7.446068893194025e-05,7.437166376177877e-05,6.736286645594528e-05,7.032867856433891e-05,7.502559692488473e-05,7.50535629581404e-05,7.52103654979653e-05,6.626247081239316e-05,7.489150495079679e-05,7.52103654979653e-05,6.774750277054755e-05,7.41191574179747e-05,7.502559692488473e-05,7.427776208198467e-05,7.494595088668467e-05,7.078207497906266e-05,7.3026939584671e-05,7.45717728709121e-05,7.491020755415258e-05,6.084671154344302e-05,7.489150495079679e-05,7.474511625453625e-05,7.499540531320822e-05,7.467411645304108e-05,7.492835633436815e-05,5.662514253723624e-05,7.414500670039962e-05,7.387298001801349e-05,5.329962293232199e-05,7.502559692488473e-05,6.820661547423804e-05,7.094945214662716e-05,7.4654348757817e-05,6.781784903361916e-05,7.446068893194025e-05,7.467411645304108e-05,7.19042883983594e-05,7.377565235418821e-05,4.7646590341785226e-05,7.447980825280842e-05,7.344206973823711e-05,7.472199910795942e-05,7.508236138191579e-05,6.203781143630156e-05,7.333846887323113e-05,7.128473627378988e-05,7.229532531249181e-05,7.400366247550126e-05,7.485243995509897e-05,7.496299081864125e-05,7.476768325687009e-05,7.214735558740057e-05,7.102591663019627e-05,7.251706790949439e-05,7.440188155112319e-05,7.429904960357608e-05
H1+,5.751819059201335e-05,6.186221627649474e-05,6.499054154363682e-05,6.919074502551686e-05,6.736286645594528e-05,5.012380595513011e-05,6.391516723859339e-05,7.335344229507163e-05,4.754003653877948e-05,7.16180094828554e-05,5.8237160211680014e-05,3.560042070880034e-05,6.718936335629138e-05,5.5333183680476604e-05,5.876555246614467e-05,5.5020932962936824e-05,5.86338989195991e-05,3.921975990469109e-05,6.494254130418233e-05,6.736286645594528e-05,6.924210740420223e-05,6.381543871445997e-05,6.674885096104573e-05,6.900947621544376e-05,3.975007818367978e-05,6.683771814798555e-05,6.647998452912158e-05,6.804108153999394e-05,5.5922994621706615e-05,5.896059351601978e-05,5.946932508461776e-05,5.296098284944333e-05,5.8106232000594946e-05,5.168933940670397e-05,6.474968803215223e-05,6.679333200695057e-05,6.727630970109864e-05,6.792982365412924e-05,5.8362133606025984e-05,6.46041599527198e-05,6.931879190296619e-05,7.521485038089294e-05,6.479802871184158e-05,5.708962088279352e-05,5.997319099794664e-05,5.830535949447022e-05,3.0068766807133656e-05,6.361502573738258e-05,6.555978961469355e-05,6.656998231276667e-05,4.690030537927773e-05,5.450878174631056e-05,6.408066648082768e-05,5.9881280779779254e-05,6.499054154363682e-05,6.312891905700687e-05,6.710202922031782e-05,6.931879190296619e-05,6.537143740331488e-05,6.611628017887769e-05,4.789512557264056e-05,5.582217827074555e-05,6.479802871184158e-05,6.450672197241899e-05,5.135285373734993e-05,5.589360267690638e-05,6.718936335629138e-05,6.736286645594528e-05,6.900947621544376e-05,4.982771156982879e-05,6.647998452912158e-05,6.962119057638213e-05,5.1903090374952985e-05,6.37404326676217e-05,6.718936335629138e-05,6.421241712370307e-05,6.674885096104573e-05,5.6663962409510995e-05,6.100866742116946e-05,6.518168292338322e-05,6.656998231276667e-05,4.3104408978793444e-05,6.647998452912158e-05,6.583965525918212e-05,6.701430909830665e-05,6.555978961469355e-05,6.665960507068374e-05,3.848823903109654e-05,6.381543871445997e-05,6.305743475199172e-05,3.512597339973399e-05,7.115626951697706e-05,5.2572837372759244e-05,5.6955230577723716e-05,6.548461798261823e-05,5.200476976405596e-05,6.479802871184158e-05,6.555978961469355e-05,5.8701643960233295e-05,6.28009213830473e-05,2.9846811958286714e-05,6.486235108257881e-05,6.19676676026026e-05,6.574672426987424e-05,6.75561854424526e-05,4.449291728327618e-05,6.172117796019347e-05,5.755104532078309e-05,5.946747035714692e-05,6.341335148077967e-05,6.629887128137837e-05,6.683771814798555e-05,6.593222616436456e-05,5.917360987067943e-05,5.708962088279352e-05,5.991806516989055e-05,6.46041599527198e-05,6.427807458465315e-05
Hf4+,7.391905727149729e-05,7.497947575008963e-05,7.521372913508926e-05,7.450803363905377e-05,7.499540531320822e-05,7.062365413127849e-05,7.519214841086862e-05,7.141130582818631e-05,6.909855188941069e-05,7.320111740576452e-05,7.414500670039962e-05,5.9807631137033916e-05,7.502559692488473e-05,7.312280261197277e-05,7.429904960357608e-05,7.299615545524415e-05,7.426163899929544e-05,6.300628320930529e-05,7.521421967807166e-05,7.499540531320822e-05,7.448927721760424e-05,7.518682424963191e-05,7.50913336395053e-05,7.45717728709121e-05,6.344705076726746e-05,7.507930091549992e-05,7.512408360510502e-05,7.485243995509897e-05,7.335344229507163e-05,7.435327296045167e-05,7.448786072886984e-05,7.208453190862035e-05,7.410524777697406e-05,7.145827805448367e-05,7.521478030254052e-05,7.508538699419628e-05,7.50107791525158e-05,7.487872907447878e-05,7.418237267957815e-05,7.521372913508926e-05,7.446068893194025e-05,6.479802871184158e-05,7.521485038089294e-05,7.377565235418821e-05,7.461117799828406e-05,7.41654687305036e-05,5.4261669630474085e-05,7.517449606043002e-05,7.519691245365615e-05,7.511372523440718e-05,6.869334798729736e-05,7.27817360369973e-05,7.51997772521525e-05,7.458943812558163e-05,7.521372913508926e-05,7.513577628212276e-05,7.503985829955378e-05,7.446068893194025e-05,7.520475977036738e-05,7.515992898838638e-05,6.931879190296619e-05,7.331482270954232e-05,7.521485038089294e-05,7.521232760133965e-05,7.128473627378988e-05,7.334221763659123e-05,7.502559692488473e-05,7.499540531320822e-05,7.45717728709121e-05,7.045809383697765e-05,7.512408360510502e-05,7.43409041301383e-05,7.156683320505421e-05,7.518246362210353e-05,7.502559692488473e-05,7.520475977036738e-05,7.50913336395053e-05,7.362693236731953e-05,7.483207843362685e-05,7.52103654979653e-05,7.511372523440718e-05,6.6070403237572e-05,7.512408360510502e-05,7.518094008897259e-05,7.50535629581404e-05,7.519691245365615e-05,7.510280849791463e-05,6.238662324428114e-05,7.518682424963191e-05,7.512905333047366e-05,5.9363501722121654e-05,7.352861199696271e-05,7.189839585608776e-05,7.37293692770962e-05,7.520032033060778e-05,7.16180094828554e-05,7.521485038089294e-05,7.519691245365615e-05,7.428097050857054e-05,7.510280849791463e-05,5.402195805129211e-05,7.521472579720043e-05,7.499540531320822e-05,7.518682424963191e-05,7.495878285231076e-05,6.707283197766151e-05,7.495737248952628e-05,7.392978507234882e-05,7.448738826349704e-05,7.515992898838638e-05,7.514312433587323e-05,7.507930091549992e-05,7.517449606043002e-05,7.441084112809721e-05,7.377565235418821e-05,7.459817965029352e-05,7.521372913508926e-05,7.520687744057407e-05
Hg1+,7.521098329758822e-05,7.469833233184886e-05,7.369541065730369e-05,7.11346747158904e-05,7.246330623865416e-05,7.427776208198467e-05,7.41104739438341e-05,6.574672426987424e-05,7.349177827907272e-05,6.858647635382304e-05,7.518682424963191e-05,6.701430909830665e-05,7.257032854927781e-05,7.515180627048142e-05,7.515457598752736e-05,7.512774172657534e-05,7.516378058385709e-05,6.947086231788238e-05,7.371566894029717e-05,7.246330623865416e-05,7.109132814198791e-05,7.414500670039962e-05,7.282907596794869e-05,7.128473627378988e-05,6.97943546586467e-05,7.277833770887478e-05,7.297823927078574e-05,7.201531861682553e-05,7.518682424963191e-05,7.513949502439432e-05,7.509192063391474e-05,7.487614439529092e-05,7.519289872758219e-05,7.46430752510623e-05,7.379538264610803e-05,7.280377025028429e-05,7.251706790949439e-05,7.209217861478591e-05,7.518032087789432e-05,7.385377945933158e-05,7.102591663019627e-05,5.708962088279352e-05,7.377565235418821e-05,7.521485038089294e-05,7.503279718212093e-05,7.518336094502875e-05,6.238662324428114e-05,7.421246100867347e-05,7.344206973823711e-05,7.292902784291091e-05,7.32627374653315e-05,7.50801204475969e-05,7.405172850448541e-05,7.504448839179094e-05,7.369541065730369e-05,7.436555516116306e-05,7.262308699575518e-05,7.102591663019627e-05,7.352861199696271e-05,7.316996322304881e-05,7.361306145069366e-05,7.518181496418145e-05,7.377565235418821e-05,7.389204787650714e-05,7.45717728709121e-05,7.51854057044885e-05,7.257032854927781e-05,7.246330623865416e-05,7.128473627378988e-05,7.4199142217227e-05,7.297823927078574e-05,7.075959749705572e-05,7.468629299688166e-05,7.41705540228694e-05,7.257032854927781e-05,7.400366247550126e-05,7.282907596794869e-05,7.521108181548694e-05,7.487224894134251e-05,7.361306145069364e-05,7.292902784291091e-05,7.162820463788788e-05,7.297823927078574e-05,7.330834905926173e-05,7.267534209706161e-05,7.344206973823711e-05,7.287930637906804e-05,6.900947621544376e-05,7.414500670039962e-05,7.438684042893523e-05,6.665960507068374e-05,6.916499220298971e-05,7.481116483072187e-05,7.521447319193891e-05,7.347693729459509e-05,7.470628229489578e-05,7.377565235418821e-05,7.344206973823711e-05,7.51591418866192e-05,7.446068893194025e-05,6.217771945013552e-05,7.374913973052949e-05,7.467411645304108e-05,7.335344229507163e-05,7.234051667478637e-05,7.228049724410133e-05,7.472976591910067e-05,7.52103654979653e-05,7.509211598878632e-05,7.427776208198467e-05,7.307512771725459e-05,7.277833770887478e-05,7.32627374653315e-05,7.512103473631483e-05,7.521485038089294e-05,7.503985829955378e-05,7.385377945933158e-05,7.397927354934206e-05
